Date,Fecal Streptococci (MPN/100 mL)
2020-07-01,2.103932625631229
2020-07-02,2.1446233053666277
2020-07-03,2.128824796797312
2020-07-04,2.154104016612957
2020-07-05,2.149919803077119
2020-07-06,2.1380946745123297
2020-07-07,2.120563224665157
2020-07-08,2.105670154095045
2020-07-09,2.1341767889844845
2020-07-10,2.1685374888134397
2020-07-11,2.154256717042656
2020-07-12,2.119526230250174
2020-07-13,2.156752497833076
2020-07-14,2.163796613305878
2020-07-15,2.1337948603823262
2020-07-16,2.161448442829186
2020-07-17,2.160760445552595
2020-07-18,2.1324162723535482
2020-07-19,2.1716054064214436
2020-07-20,2.1783349236768035
2020-07-21,2.1930300849031137
2020-07-22,2.193920768111083
2020-07-23,2.134738834670286
2020-07-24,2.14732225845056
2020-07-25,2.1852130748722396
2020-07-26,2.186732678852723
2020-07-27,2.188296127723335
2020-07-28,2.273250742979032
2020-07-29,2.192697405095825
2020-07-30,2.2082866941024344
2020-07-31,2.205199295801178
2020-08-01,2.1990645892892955
2020-08-02,2.1763070669556157
2020-08-03,2.204550034906935
2020-08-04,2.167619785612242
2020-08-05,2.1823617632824948
2020-08-06,2.177466755516823
2020-08-07,2.1929427260106964
2020-08-08,2.250033393813459
2020-08-09,2.1467320091178483
2020-08-10,2.2117921357165957
2020-08-11,2.1555146468380437
2020-08-12,2.18520572559851
2020-08-13,2.2253734846233986
2020-08-14,2.2008762969681963
2020-08-15,2.173418801415033
2020-08-16,2.18354617616874
2020-08-17,2.2194579683431592
2020-08-18,2.1852207142750997
2020-08-19,2.209875500149888
2020-08-20,2.206559495017851
2020-08-21,2.190058078875721
2020-08-22,2.260846028326903
2020-08-23,2.2239659236685005
2020-08-24,2.158330830995306
2020-08-25,2.2144328772775257
2020-08-26,2.194009417081177
2020-08-27,2.2326176750187354
2020-08-28,2.192216566732894
2020-08-29,2.209853684133849
2020-08-30,2.22600884834812
2020-08-31,2.2356594824712386
2020-09-01,2.1846088066160725
2020-09-02,2.206823300029086
2020-09-03,2.203850643446929
2020-09-04,2.1998981623276914
2020-09-05,2.2608433874106932
2020-09-06,2.22727559284299
2020-09-07,2.1860412187072464
2020-09-08,2.240890260406246
2020-09-09,2.271346024768046
2020-09-10,2.2444200701771173
2020-09-11,2.1809083253107584
2020-09-12,2.207038591214316
2020-09-13,2.251036748488
2020-09-14,2.20185935293572
2020-09-15,2.2308012327455526
2020-09-16,2.2391937476628456
2020-09-17,2.1967442394469128
2020-09-18,2.218486401316243
2020-09-19,2.138967297869254
2020-09-20,2.194381141418664
2020-09-21,2.21363588709078
2020-09-22,2.1886821891652324
2020-09-23,2.2605811702934844
2020-09-24,2.183878944743943
2020-09-25,2.2084604720536523
2020-09-26,2.222526767851568
2020-09-27,2.2550543792659328
2020-09-28,2.1828579811460713
2020-09-29,2.2475333902998953
2020-09-30,2.2183777472432875
2020-10-01,2.193219789804805
2020-10-02,2.2289137474261422
2020-10-03,2.2219094940185338
2020-10-04,2.201467734203677
2020-10-05,2.2177268124668066
2020-10-06,2.2058261199470586
2020-10-07,2.21774284326063
2020-10-08,2.230873040664365
2020-10-09,2.25335414617658
2020-10-10,2.182111560621826
2020-10-11,2.2657054667805845
2020-10-12,2.1628697844531777
2020-10-13,2.207139571490644
2020-10-14,2.224874439472478
2020-10-15,2.216393934949091
2020-10-16,2.192974833985325
2020-10-17,2.2024832492303124
2020-10-18,2.1944763190706182
2020-10-19,2.19115357613442
2020-10-20,2.2261856865110157
2020-10-21,2.212900825821607
2020-10-22,2.1856546564273205
2020-10-23,2.2244417996218817
2020-10-24,2.2085814498815455
2020-10-25,2.2201407386300245
2020-10-26,2.214453515143394
2020-10-27,2.176855239743036
2020-10-28,2.182416958053734
2020-10-29,2.2139195846784556
2020-10-30,2.209287004042796
2020-10-31,2.192270811179417
2020-11-01,2.194467605776065
2020-11-02,2.222192953344224
2020-11-03,2.17415517578346
2020-11-04,2.2012916316410402
2020-11-05,2.1812061186467204
2020-11-06,2.179443044961791
2020-11-07,2.210956446363168
2020-11-08,2.2027026080177
2020-11-09,2.200963759356038
2020-11-10,2.2118008797844
2020-11-11,2.178206402036785
2020-11-12,2.193227471237116
2020-11-13,2.1668997088373354
2020-11-14,2.1812191082816867
2020-11-15,2.168301242505927
2020-11-16,2.1724013473642896
2020-11-17,2.1832592309337358
2020-11-18,2.146311345930907
2020-11-19,2.217446281371172
2020-11-20,2.1383395632444633
2020-11-21,2.131472830524432
2020-11-22,2.1891025081234323
2020-11-23,2.178248633627628
2020-11-24,2.1723530328229548
2020-11-25,2.1707377932013254
2020-11-26,2.1529887611110388
2020-11-27,2.1291165168852904
2020-11-28,2.1516836243351176
2020-11-29,2.131088311605978
2020-11-30,2.170612926380142
2020-12-01,2.1407653399653874
2020-12-02,2.122000980200271
2020-12-03,2.132790728230589
2020-12-04,2.1493264905569713
2020-12-05,2.1230793260328036
2020-12-06,2.1147781138362065
2020-12-07,2.139579480985675
2020-12-08,2.1377581821550113
2020-12-09,2.1171007450455335
2020-12-10,2.116132813782779
2020-12-11,2.131839160095127
2020-12-12,2.0879601909823506
2020-12-13,2.0870958964239725
2020-12-14,2.102437936948581
2020-12-15,2.1131763339228846
2020-12-16,2.1243961496501873
2020-12-17,2.151616351054237
2020-12-18,2.134281519005035
2020-12-19,2.1069483064086705
2020-12-20,2.108577825144677
2020-12-21,2.08209673745907
2020-12-22,2.104804725969692
2020-12-23,2.0961600735167596
2020-12-24,2.1095554512927714
2020-12-25,2.0789201839313
2020-12-26,2.110701172072643
2020-12-27,2.1341561733052803
2020-12-28,2.0912430846273926
2020-12-29,2.1021340216292366
2020-12-30,2.107479275362966
2020-12-31,2.0783354703255608
2021-01-01,2.1149079771096466
2021-01-02,2.107695784414379
2021-01-03,2.107979361525737
2021-01-04,2.084137338706218
2021-01-05,2.1024256456579566
2021-01-06,2.112540828839315
2021-01-07,2.1347765818755398
2021-01-08,2.1205353961106814
2021-01-09,2.1488705746770216
2021-01-10,2.0733269460993586
2021-01-11,2.1129397005931203
2021-01-12,2.093766030710733
2021-01-13,2.142664644327213
2021-01-14,2.0652110212703665
2021-01-15,2.062679485714318
2021-01-16,2.0670236987611985
2021-01-17,2.026820399312388
2021-01-18,2.0654788643999944
2021-01-19,2.057907002535994
2021-01-20,2.0792094776346985
2021-01-21,2.0823948067465126
2021-01-22,2.1195092053394107
2021-01-23,2.0945219891923315
2021-01-24,2.054362815640754
2021-01-25,2.0446689305842836
2021-01-26,2.0782180175508453
2021-01-27,2.03092367809844
2021-01-28,2.108986214781897
2021-01-29,2.0910253143466155
2021-01-30,2.047921036143774
2021-01-31,2.0150554818545263
2021-02-01,2.091063382133553
2021-02-02,2.0525739431144747
2021-02-03,2.0853313175701866
2021-02-04,2.0124503625325345
2021-02-05,2.036231875561018
2021-02-06,2.0501785591588755
2021-02-07,2.0499364945872807
2021-02-08,2.036114562306343
2021-02-09,2.0619589359107446
2021-02-10,2.018052967162211
2021-02-11,2.040219219103967
2021-02-12,2.0456815485344766
2021-02-13,2.0544896585237264
2021-02-14,2.058350898156103
2021-02-15,2.0108948357028678
2021-02-16,1.9994922964255148
2021-02-17,2.0694541694810122
2021-02-18,2.0445757357432788
2021-02-19,2.016305624525602
2021-02-20,2.073420015373338
2021-02-21,2.036251428654435
2021-02-22,2.0622140853534754
2021-02-23,2.033277096454957
2021-02-24,2.0827710554649976
2021-02-25,2.0742541818682234
2021-02-26,2.022870114395705
2021-02-27,2.0529434672759446
2021-02-28,2.0439923139887055
2021-03-01,2.061570429254269
2021-03-02,2.0019949195896767
2021-03-03,2.043059827825608
2021-03-04,2.051871259567309
2021-03-05,1.9801782785005277
2021-03-06,1.9941811446097122
2021-03-07,1.9720714998175837
2021-03-08,2.0162951457847864
2021-03-09,2.040783169783592
2021-03-10,2.060199434423611
2021-03-11,2.023767753280623
2021-03-12,2.0626837030646934
2021-03-13,1.9864103579052608
2021-03-14,1.9779768208966093
2021-03-15,2.019346584649251
2021-03-16,2.0302414525224304
2021-03-17,2.019545653625736
2021-03-18,1.968028490401848
2021-03-19,2.017874182600805
2021-03-20,1.987112553327887
2021-03-21,2.0369184910814173
2021-03-22,2.029257634529255
2021-03-23,1.9962937548252688
2021-03-24,2.0071081840885197
2021-03-25,1.993428683281921
2021-03-26,2.0187145482815363
2021-03-27,2.0445707431207047
2021-03-28,1.9957528078741094
2021-03-29,2.0335912870504935
2021-03-30,2.007729494931891
2021-03-31,2.001385437935404
2021-04-01,2.01902244236999
2021-04-02,1.9959369825117348
2021-04-03,2.008481404298705
2021-04-04,1.9926310226424755
2021-04-05,2.0729352078884364
2021-04-06,2.0246966976138316
2021-04-07,2.0066504119349746
2021-04-08,2.0302653035116784
2021-04-09,2.022601337784915
2021-04-10,2.0204647589686306
2021-04-11,2.042189701138752
2021-04-12,2.0464777535564678
2021-04-13,2.0146549649771854
2021-04-14,2.0142406793584033
2021-04-15,2.0225953251595308
2021-04-16,1.9722072559880537
2021-04-17,1.9928924360611222
2021-04-18,2.0665144476613184
2021-04-19,2.0744155344112
2021-04-20,2.0275002715596764
2021-04-21,2.0492836623067
2021-04-22,2.0435503906377828
2021-04-23,2.114427061544786
2021-04-24,2.0659765616477324
2021-04-25,2.03552702422587
2021-04-26,2.015706558802941
2021-04-27,2.0003752409577786
2021-04-28,2.0472062399094404
2021-04-29,2.0241280812158937
2021-04-30,2.0084972247786954
2021-05-01,2.029292047406071
2021-05-02,2.0195431375867683
2021-05-03,2.0907117273424953
2021-05-04,2.0716565726116745
2021-05-05,2.05050183815208
2021-05-06,2.089403538771468
2021-05-07,2.055343729632664
2021-05-08,2.033021011477912
2021-05-09,2.0946281968987184
2021-05-10,2.0711998725163205
2021-05-11,2.032846790372271
2021-05-12,2.05569741974949
2021-05-13,2.0398812453502546
2021-05-14,2.02858252652336
2021-05-15,2.0884118481538327
2021-05-16,2.1147858597911537
2021-05-17,2.0328256036371237
2021-05-18,2.0839394099335147
2021-05-19,2.054898900571769
2021-05-20,2.0606486100816293
2021-05-21,2.059628711551
2021-05-22,2.054425769442811
2021-05-23,2.079137841468743
2021-05-24,2.0586180744633147
2021-05-25,2.0881307549835815
2021-05-26,2.0817501194040564
2021-05-27,2.0787163525663948
2021-05-28,2.0635787019326663
2021-05-29,2.073689319469485
2021-05-30,2.1090972317369467
2021-05-31,2.1044547418137207
2021-06-01,2.0689179359239307
2021-06-02,2.097915081298066
2021-06-03,2.116195776805824
2021-06-04,2.0568971183586497
2021-06-05,2.114605293555554
2021-06-06,2.0859989989992087
2021-06-07,2.118991072078716
2021-06-08,2.0871722262025387
2021-06-09,2.0627396170228174
2021-06-10,2.069092565979866
2021-06-11,2.1132834765846376
2021-06-12,2.1205142831926653
2021-06-13,2.09301433363433
2021-06-14,2.1338693457958104
2021-06-15,2.0776920198412987
2021-06-16,2.119880795944425
2021-06-17,2.09287789133826
2021-06-18,2.108906193249492
2021-06-19,2.1284725753994524
2021-06-20,2.107462158657667
2021-06-21,2.121389972508197
2021-06-22,2.1584212973015777
2021-06-23,2.1203577213458273
2021-06-24,2.1579361708581484
2021-06-25,2.1102188515376334
2021-06-26,2.154028244632091
2021-06-27,2.1789542062580223
2021-06-28,2.0820460901601043
2021-06-29,2.126230066381154
2021-06-30,2.16281478118711
2021-07-01,2.1450037723209765
2021-07-02,2.16138342076621
2021-07-03,2.138636483970829
2021-07-04,2.157941872228453
2021-07-05,2.153685694109611
2021-07-06,2.1889562481443186
2021-07-07,2.167738677595395
2021-07-08,2.1716748655104348
2021-07-09,2.1545768546647217
2021-07-10,2.1544810022561913
2021-07-11,2.157676699902461
2021-07-12,2.180353333768847
2021-07-13,2.1615465385744423
2021-07-14,2.181264019570299
2021-07-15,2.228109185766581
2021-07-16,2.1994461080118786
2021-07-17,2.170949274145115
2021-07-18,2.211228931401999
2021-07-19,2.1722965319285126
2021-07-20,2.132824685123623
2021-07-21,2.1605042842721094
2021-07-22,2.140375845856066
2021-07-23,2.1803757585062695
2021-07-24,2.191337438632441
2021-07-25,2.2348056054278733
2021-07-26,2.2023154813114885
2021-07-27,2.1900946220282935
2021-07-28,2.2181166258462235
2021-07-29,2.142870613717341
2021-07-30,2.2061586613440216
2021-07-31,2.2211608747745446
2021-08-01,2.1658284415250457
2021-08-02,2.233487395677692
2021-08-03,2.214577720341574
2021-08-04,2.1969455426125544
2021-08-05,2.2247875622546216
2021-08-06,2.267500045395066
2021-08-07,2.216088975594903
2021-08-08,2.219072401055382
2021-08-09,2.2024897362296967
2021-08-10,2.1938892049929826
2021-08-11,2.2375479666345477
2021-08-12,2.196174752449764
2021-08-13,2.220781109955468
2021-08-14,2.208070366365387
2021-08-15,2.2333562300558145
2021-08-16,2.2307910132303936
2021-08-17,2.249640940181753
2021-08-18,2.2116147907949077
2021-08-19,2.218700336752551
2021-08-20,2.2017948919409385
2021-08-21,2.2162559961935364
2021-08-22,2.237938405890908
2021-08-23,2.2484338629250025
2021-08-24,2.2069144531561706
2021-08-25,2.253006539101032
2021-08-26,2.266099090537198
2021-08-27,2.2430988507937895
2021-08-28,2.280809004332409
2021-08-29,2.2146117037682833
2021-08-30,2.2034217848636133
2021-08-31,2.190605321752512
2021-09-01,2.273930877508257
2021-09-02,2.2532851117833315
2021-09-03,2.235934176293872
2021-09-04,2.244950726802788
2021-09-05,2.2099751086291706
2021-09-06,2.3006293392030273
2021-09-07,2.2425853954145305
2021-09-08,2.242501169305052
2021-09-09,2.2584487561006177
2021-09-10,2.2526205241425097
2021-09-11,2.24644759466302
2021-09-12,2.2211220202042106
2021-09-13,2.253240463484016
2021-09-14,2.2890787279919125
2021-09-15,2.2757184566373647
2021-09-16,2.282130766834961
2021-09-17,2.229117979460496
2021-09-18,2.2171291545372
2021-09-19,2.2389981608374496
2021-09-20,2.2436060252199805
2021-09-21,2.269819076617933
2021-09-22,2.1994148598840657
2021-09-23,2.280696681967878
2021-09-24,2.237978897133026
2021-09-25,2.231050056968716
2021-09-26,2.2161005645879683
2021-09-27,2.199665704988999
2021-09-28,2.2619978297547108
2021-09-29,2.24279335894632
2021-09-30,2.20806732674252
2021-10-01,2.20760240093037
2021-10-02,2.2314565174847383
2021-10-03,2.2816775656888133
2021-10-04,2.2325476500235575
2021-10-05,2.2006835281277413
2021-10-06,2.231936565577307
2021-10-07,2.23072727933116
2021-10-08,2.1689575709913678
2021-10-09,2.2350920261597773
2021-10-10,2.2300096661429065
2021-10-11,2.252766728284961
2021-10-12,2.2811895701356892
2021-10-13,2.2622344662317335
2021-10-14,2.2262541014186894
2021-10-15,2.20432839520774
2021-10-16,2.2964401646703316
2021-10-17,2.2321230106595142
2021-10-18,2.2301148831649384
2021-10-19,2.2282601974119323
2021-10-20,2.232948212217994
2021-10-21,2.223349990025266
2021-10-22,2.2115302273854796
2021-10-23,2.2111989820056053
2021-10-24,2.223144300690457
2021-10-25,2.209186476007099
2021-10-26,2.2038180215030425
2021-10-27,2.2233872852854772
2021-10-28,2.213117741426372
2021-10-29,2.2563615218609576
2021-10-30,2.1502526293339543
2021-10-31,2.243528572892071
2021-11-01,2.2461849356493713
2021-11-02,2.1610966620369734
2021-11-03,2.20350098250848
2021-11-04,2.201455023243006
2021-11-05,2.1739506687912824
2021-11-06,2.1884836729454737
2021-11-07,2.1786918856948843
2021-11-08,2.24956672401057
2021-11-09,2.2275137507129026
2021-11-10,2.234539044789184
2021-11-11,2.219177768318689
2021-11-12,2.170949561832691
2021-11-13,2.1846962967007246
2021-11-14,2.2087596492006987
2021-11-15,2.1639873717896485
2021-11-16,2.211273577415623
2021-11-17,2.1856079964183732
2021-11-18,2.1805998829601636
2021-11-19,2.2063862708389994
2021-11-20,2.198005614088848
2021-11-21,2.176010502072844
2021-11-22,2.2127188988375135
2021-11-23,2.1544543846268924
2021-11-24,2.1955940110166825
2021-11-25,2.193293344534319
2021-11-26,2.1687633994317372
2021-11-27,2.183062738548147
2021-11-28,2.1414727371304316
2021-11-29,2.1946180777190514
2021-11-30,2.1648287489925333
2021-12-01,2.1544985261070395
2021-12-02,2.1923736752003515
2021-12-03,2.14628011603508
2021-12-04,2.126669980281453
2021-12-05,2.1210883496106026
2021-12-06,2.1738459155229095
2021-12-07,2.12435611881209
2021-12-08,2.1991307268004667
2021-12-09,2.1003816405070026
2021-12-10,2.1939075909734336
2021-12-11,2.1545160501843355
2021-12-12,2.1448562847030708
2021-12-13,2.1316447155730556
2021-12-14,2.15358350257861
2021-12-15,2.1406527566684637
2021-12-16,2.167556010363755
2021-12-17,2.1406739432440562
2021-12-18,2.139674889563716
2021-12-19,2.1247872203508344
2021-12-20,2.1306183603553768
2021-12-21,2.137915757310191
2021-12-22,2.0850498193761857
2021-12-23,2.092278548005028
2021-12-24,2.1431777232587343
2021-12-25,2.1268167144698933
2021-12-26,2.115951387852404
2021-12-27,2.1191601411186807
2021-12-28,2.1255725155454
2021-12-29,2.1012727772943904
2021-12-30,2.0933599465461223
2021-12-31,2.1160730250171063
2022-01-01,2.105391186602246
2022-01-02,2.138863070460193
2022-01-03,2.0831480320706772
2022-01-04,2.150938435746951
2022-01-05,2.134877248690736
2022-01-06,2.1274954340045604
2022-01-07,2.1441776346545725
2022-01-08,2.159750707849457
2022-01-09,2.1413167173842282
2022-01-10,2.066682601698369
2022-01-11,2.079190328966905
2022-01-12,2.094093575738814
2022-01-13,2.1089112284741027
2022-01-14,2.1196783576748537
2022-01-15,2.08621300525673
2022-01-16,2.1077429661003233
2022-01-17,2.0819891007823816
2022-01-18,2.083946487713606
2022-01-19,2.061972478640255
2022-01-20,2.0726213990124926
2022-01-21,2.0600317863869897
2022-01-22,2.067970042931647
2022-01-23,2.1180995250689065
2022-01-24,2.065406884113255
2022-01-25,2.1551597636547037
2022-01-26,2.099035868822224
2022-01-27,2.0896159454859973
2022-01-28,2.061479030464444
2022-01-29,2.0997165485110147
2022-01-30,2.065685194909383
2022-01-31,2.082006805299205
2022-02-01,2.142735441669935
2022-02-02,2.0735709673564466
2022-02-03,2.103926563253386
2022-02-04,2.0553040007444903
2022-02-05,2.0709874618606077
2022-02-06,2.1157064605086955
2022-02-07,2.0532485095494355
2022-02-08,2.1141754719661225
2022-02-09,2.0847437386041134
2022-02-10,2.0511161778819194
2022-02-11,2.0803804224770257
2022-02-12,2.0878730945236947
2022-02-13,2.0777727873048244
2022-02-14,2.020741792790196
2022-02-15,2.041141153180518
2022-02-16,2.052298622025803
2022-02-17,2.0556665194997317
2022-02-18,2.072375345177988
2022-02-19,2.0600887784456923
2022-02-20,2.020541342763304
2022-02-21,2.0633599462752055
2022-02-22,2.068332662739523
2022-02-23,2.0661640332457063
2022-02-24,2.078607152518802
2022-02-25,2.071498243598881
2022-02-26,2.0611582637067727
2022-02-27,2.0469060127155165
2022-02-28,2.0056148807673058
2022-03-01,2.058238945884272
2022-03-02,2.0519193845808945
2022-03-03,2.052920338040829
2022-03-04,2.0128372211322434
2022-03-05,2.017262670616277
2022-03-06,2.0711570369171906
2022-03-07,2.042788978117857
2022-03-08,2.0607086165728017
2022-03-09,2.0436140694902583
2022-03-10,2.0432464239942583
2022-03-11,2.066044411437677
2022-03-12,2.028616341463045
2022-03-13,2.043921819036376
2022-03-14,2.0294079242150302
2022-03-15,2.0298759156467616
2022-03-16,2.032864575857321
2022-03-17,2.0462398744863517
2022-03-18,2.0282244307381605
2022-03-19,2.0723506288269267
2022-03-20,2.017436189572938
2022-03-21,2.035443657710468
2022-03-22,2.028986797789825
2022-03-23,2.0771275301200656
2022-03-24,2.04529679517677
2022-03-25,2.066690178324512
2022-03-26,2.0026146640291853
2022-03-27,2.0474683829286597
2022-03-28,2.0635366238149095
2022-03-29,2.0431712010955008
2022-03-30,2.068502098058857
2022-03-31,2.0284273830208437
2022-04-01,2.077884091641764
2022-04-02,2.1009252690619524
2022-04-03,2.0334323693636964
2022-04-04,2.031744785772624
2022-04-05,2.0806240948928147
2022-04-06,2.084327394502309
2022-04-07,2.0312274279794287
2022-04-08,2.0343951195703083
2022-04-09,2.0385057852625397
2022-04-10,2.0120178346127613
2022-04-11,2.023520890617069
2022-04-12,2.022016090812456
2022-04-13,2.0287498627398266
2022-04-14,2.0481833394934474
2022-04-15,2.0558088455342483
2022-04-16,2.0901757118695947
2022-04-17,2.026001996561511
2022-04-18,2.0774235630995768
2022-04-19,2.047751650141884
2022-04-20,2.0528648676186485
2022-04-21,2.072282439078416
2022-04-22,2.0274160191230215
2022-04-23,2.066804578894663
2022-04-24,2.062329315525303
2022-04-25,2.0717032512052342
2022-04-26,2.067606817818642
2022-04-27,2.1239636824678025
2022-04-28,2.046225506986462
2022-04-29,2.0501164470647315
2022-04-30,2.0489615809803494
2022-05-01,2.051908137629142
2022-05-02,2.0510657817106774
2022-05-03,2.0989154091520525
2022-05-04,2.106115530020549
2022-05-05,2.0566547214624316
2022-05-06,2.051328150754049
2022-05-07,2.085946356889952
2022-05-08,2.0612330537502896
2022-05-09,2.092872350769446
2022-05-10,2.083343362191676
2022-05-11,2.040972364033987
2022-05-12,2.1205737574817323
2022-05-13,2.1284098826688207
2022-05-14,2.0685055583484337
2022-05-15,2.075788764697178
2022-05-16,2.0945291026424373
2022-05-17,2.0973503135114617
2022-05-18,2.1072162063879873
2022-05-19,2.143306142946405
2022-05-20,2.0891654146127374
2022-05-21,2.07497394924057
2022-05-22,2.0618278631285585
2022-05-23,2.0800512537231484
2022-05-24,2.0995507399260065
2022-05-25,2.147880449248329
2022-05-26,2.0906484358306536
2022-05-27,2.1113044408939405
2022-05-28,2.1069408063361132
2022-05-29,2.139442322978108
2022-05-30,2.1753669335085366
2022-05-31,2.099186167773067
2022-06-01,2.1020552885308237
2022-06-02,2.142989722759292
2022-06-03,2.135585422174288
2022-06-04,2.1671357512986176
2022-06-05,2.1367859317312154
2022-06-06,2.11459470485642
2022-06-07,2.140692465073437
2022-06-08,2.1557836781681052
2022-06-09,2.1503203657912278
2022-06-10,2.1442266486400934
2022-06-11,2.1603928962695
2022-06-12,2.164915813719781
2022-06-13,2.1722553213713325
2022-06-14,2.1554660589820536
2022-06-15,2.1365799265844454
