Date,Precipitation
05-04-2020,0
05-04-2020,0
06-04-2020,0
06-04-2020,0
07-04-2020,0
07-04-2020,0
08-04-2020,0
08-04-2020,0
09-04-2020,0
09-04-2020,0
10-04-2020,0
10-04-2020,0
11-04-2020,0
11-04-2020,0
12-04-2020,0
12-04-2020,0
13-04-2020,0
13-04-2020,0
14-04-2020,0
14-04-2020,0
15-04-2020,0
15-04-2020,0
16-04-2020,0
16-04-2020,0
17-04-2020,0
17-04-2020,0
18-04-2020,0
18-04-2020,0
19-04-2020,0.1
19-04-2020,0.1
20-04-2020,0
20-04-2020,0
21-04-2020,0
21-04-2020,0
22-04-2020,0
22-04-2020,0
23-04-2020,0
23-04-2020,0
24-04-2020,0
24-04-2020,0
25-04-2020,0
25-04-2020,0
26-04-2020,0
26-04-2020,0
27-04-2020,0.2
27-04-2020,0.2
28-04-2020,0
28-04-2020,0
29-04-2020,0.1
29-04-2020,0.1
30-04-2020,0.5
30-04-2020,0.5
01-05-2020,0.2
01-05-2020,0.2
02-05-2020,0
02-05-2020,0
03-05-2020,0.1
03-05-2020,0.1
04-05-2020,0
04-05-2020,0
05-05-2020,1.2
05-05-2020,1.2
06-05-2020,0
06-05-2020,0
07-05-2020,0.2
07-05-2020,0.2
08-05-2020,0.2
08-05-2020,0.2
09-05-2020,0.5
09-05-2020,0.5
10-05-2020,4.8
10-05-2020,4.8
11-05-2020,2.1
11-05-2020,2.1
12-05-2020,0
12-05-2020,0
13-05-2020,0
13-05-2020,0
14-05-2020,0
14-05-2020,0
15-05-2020,0
15-05-2020,0
16-05-2020,2.4
16-05-2020,2.4
17-05-2020,31.2
17-05-2020,31.2
18-05-2020,22.8
18-05-2020,22.8
19-05-2020,0
19-05-2020,0
20-05-2020,0
20-05-2020,0
21-05-2020,0
21-05-2020,0
22-05-2020,0
22-05-2020,0
23-05-2020,0
23-05-2020,0
24-05-2020,0
24-05-2020,0
25-05-2020,0
25-05-2020,0
26-05-2020,0
26-05-2020,0
27-05-2020,0
27-05-2020,0
28-05-2020,0
28-05-2020,0
29-05-2020,0
29-05-2020,0
30-05-2020,3.1
30-05-2020,3.1
31-05-2020,0
31-05-2020,0
01-06-2020,0
01-06-2020,0
02-06-2020,0
02-06-2020,0
03-06-2020,0
03-06-2020,0
04-06-2020,0
04-06-2020,0
05-06-2020,0
05-06-2020,0
06-06-2020,0
06-06-2020,0
07-06-2020,0
07-06-2020,0
08-06-2020,3.4
08-06-2020,3.4
09-06-2020,3.6
09-06-2020,3.6
10-06-2020,10
10-06-2020,10
11-06-2020,0.8
11-06-2020,0.8
12-06-2020,29.2
12-06-2020,29.2
13-06-2020,0.1
13-06-2020,0.1
14-06-2020,0.4
14-06-2020,0.4
15-06-2020,0.7
15-06-2020,0.7
16-06-2020,19.6
16-06-2020,19.6
17-06-2020,16.4
17-06-2020,16.4
18-06-2020,2
18-06-2020,2
19-06-2020,1.5
19-06-2020,1.5
20-06-2020,0.3
20-06-2020,0.3
21-06-2020,0.7
21-06-2020,0.7
22-06-2020,0.3
22-06-2020,0.3
23-06-2020,0.7
23-06-2020,0.7
24-06-2020,0.7
24-06-2020,0.7
25-06-2020,0.3
25-06-2020,0.3
26-06-2020,0
26-06-2020,0
27-06-2020,0
27-06-2020,0
28-06-2020,0
28-06-2020,0
29-06-2020,0
29-06-2020,0
30-06-2020,0
30-06-2020,0
01-07-2020,0.7
01-07-2020,0.7
02-07-2020,0
02-07-2020,0
03-07-2020,0.2
03-07-2020,0.2
04-07-2020,0.2
04-07-2020,0.2
05-07-2020,0
05-07-2020,0
06-07-2020,0.2
06-07-2020,0.2
07-07-2020,1.7
07-07-2020,1.7
08-07-2020,0.3
08-07-2020,0.3
09-07-2020,5.7
09-07-2020,5.7
10-07-2020,1.9
10-07-2020,1.9
11-07-2020,2.7
11-07-2020,2.7
12-07-2020,0.3
12-07-2020,0.3
13-07-2020,0.8
13-07-2020,0.8
14-07-2020,1.1
14-07-2020,1.1
15-07-2020,3.4
15-07-2020,3.4
16-07-2020,46.8
16-07-2020,46.8
17-07-2020,6.2
17-07-2020,6.2
18-07-2020,14.1
18-07-2020,14.1
19-07-2020,66.4
19-07-2020,66.4
20-07-2020,8.3
20-07-2020,8.3
21-07-2020,13.1
21-07-2020,13.1
22-07-2020,0.1
22-07-2020,0.1
23-07-2020,0.2
23-07-2020,0.2
24-07-2020,3
24-07-2020,3
25-07-2020,37.5
25-07-2020,37.5
26-07-2020,14.8
26-07-2020,14.8
27-07-2020,10.8
27-07-2020,10.8
28-07-2020,1.2
28-07-2020,1.2
29-07-2020,2.2
29-07-2020,2.2
30-07-2020,10
30-07-2020,10
31-07-2020,1.7
31-07-2020,1.7
01-08-2020,0.9
01-08-2020,0.9
02-08-2020,0.1
02-08-2020,0.1
03-08-2020,4.7
03-08-2020,4.7
04-08-2020,3.8
04-08-2020,3.8
05-08-2020,16.3
05-08-2020,16.3
06-08-2020,11.5
06-08-2020,11.5
07-08-2020,17.7
07-08-2020,17.7
08-08-2020,1.1
08-08-2020,1.1
09-08-2020,1.7
09-08-2020,1.7
10-08-2020,0.5
10-08-2020,0.5
11-08-2020,0.5
11-08-2020,0.5
12-08-2020,3.2
12-08-2020,3.2
13-08-2020,0.3
13-08-2020,0.3
14-08-2020,0.1
14-08-2020,0.1
15-08-2020,0.9
15-08-2020,0.9
16-08-2020,2.8
16-08-2020,2.8
17-08-2020,19.2
17-08-2020,19.2
18-08-2020,16
18-08-2020,16
19-08-2020,12.2
19-08-2020,12.2
20-08-2020,12.2
20-08-2020,12.2
21-08-2020,8.6
21-08-2020,8.6
22-08-2020,11.7
22-08-2020,11.7
23-08-2020,3.5
23-08-2020,3.5
24-08-2020,0.2
24-08-2020,0.2
25-08-2020,0
25-08-2020,0
26-08-2020,0.1
26-08-2020,0.1
27-08-2020,14.4
27-08-2020,14.4
28-08-2020,15.4
28-08-2020,15.4
29-08-2020,9.9
29-08-2020,9.9
30-08-2020,3.5
30-08-2020,3.5
31-08-2020,8.6
31-08-2020,8.6
01-09-2020,7.7
01-09-2020,7.7
02-09-2020,6.8
02-09-2020,6.8
03-09-2020,1.2
03-09-2020,1.2
04-09-2020,2.5
04-09-2020,2.5
05-09-2020,1.4
05-09-2020,1.4
06-09-2020,2.1
06-09-2020,2.1
07-09-2020,10.3
07-09-2020,10.3
08-09-2020,9.6
08-09-2020,9.6
09-09-2020,7.5
09-09-2020,7.5
10-09-2020,6.4
10-09-2020,6.4
11-09-2020,5.1
11-09-2020,5.1
12-09-2020,1
12-09-2020,1
13-09-2020,1.6
13-09-2020,1.6
14-09-2020,177.7
14-09-2020,177.7
15-09-2020,87.3
15-09-2020,87.3
16-09-2020,2
16-09-2020,2
17-09-2020,0.3
17-09-2020,0.3
18-09-2020,0.7
18-09-2020,0.7
19-09-2020,3.9
19-09-2020,3.9
20-09-2020,4.2
20-09-2020,4.2
21-09-2020,1.1
21-09-2020,1.1
22-09-2020,11.9
22-09-2020,11.9
23-09-2020,46.3
23-09-2020,46.3
24-09-2020,25.7
24-09-2020,25.7
25-09-2020,1.7
25-09-2020,1.7
26-09-2020,1.3
26-09-2020,1.3
27-09-2020,2.5
27-09-2020,2.5
28-09-2020,0.6
28-09-2020,0.6
29-09-2020,2.1
29-09-2020,2.1
30-09-2020,2.8
30-09-2020,2.8
01-10-2020,1.1
01-10-2020,1.1
02-10-2020,0.2
02-10-2020,0.2
03-10-2020,0.8
03-10-2020,0.8
04-10-2020,0.6
04-10-2020,0.6
05-10-2020,0
05-10-2020,0
06-10-2020,0
06-10-2020,0
07-10-2020,0
07-10-2020,0
08-10-2020,0
08-10-2020,0
09-10-2020,0
09-10-2020,0
10-10-2020,0
10-10-2020,0
11-10-2020,0
11-10-2020,0
12-10-2020,0
12-10-2020,0
13-10-2020,0
13-10-2020,0
14-10-2020,0.3
14-10-2020,0.3
15-10-2020,18.5
15-10-2020,18.5
16-10-2020,16.9
16-10-2020,16.9
17-10-2020,58.7
17-10-2020,58.7
18-10-2020,0
18-10-2020,0
19-10-2020,0
19-10-2020,0
20-10-2020,0
20-10-2020,0
21-10-2020,0
21-10-2020,0
22-10-2020,0
22-10-2020,0
23-10-2020,0
23-10-2020,0
24-10-2020,0
24-10-2020,0
25-10-2020,0
25-10-2020,0
26-10-2020,0
26-10-2020,0
27-10-2020,0
27-10-2020,0
28-10-2020,0
28-10-2020,0
29-10-2020,0
29-10-2020,0
30-10-2020,0
30-10-2020,0
31-10-2020,0
31-10-2020,0
01-11-2020,0
01-11-2020,0
02-11-2020,0
02-11-2020,0
03-11-2020,0
03-11-2020,0
04-11-2020,0
04-11-2020,0
05-11-2020,0
05-11-2020,0
06-11-2020,0
06-11-2020,0
07-11-2020,0
07-11-2020,0
08-11-2020,0
08-11-2020,0
09-11-2020,0
09-11-2020,0
10-11-2020,0
10-11-2020,0
11-11-2020,0
11-11-2020,0
12-11-2020,0
12-11-2020,0
13-11-2020,0
13-11-2020,0
14-11-2020,0
14-11-2020,0
15-11-2020,0
15-11-2020,0
16-11-2020,0.5
16-11-2020,0.5
17-11-2020,0.4
17-11-2020,0.4
18-11-2020,2.2
18-11-2020,2.2
19-11-2020,0
19-11-2020,0
20-11-2020,0
20-11-2020,0
21-11-2020,0
21-11-2020,0
22-11-2020,0
22-11-2020,0
23-11-2020,0
23-11-2020,0
24-11-2020,0
24-11-2020,0
25-11-2020,0
25-11-2020,0
26-11-2020,0
26-11-2020,0
27-11-2020,0
27-11-2020,0
28-11-2020,0
28-11-2020,0
29-11-2020,0
29-11-2020,0
30-11-2020,0
30-11-2020,0
01-12-2020,0.3
01-12-2020,0.3
02-12-2020,0
02-12-2020,0
03-12-2020,0
03-12-2020,0
04-12-2020,1.7
04-12-2020,1.7
05-12-2020,0
05-12-2020,0
06-12-2020,0
06-12-2020,0
07-12-2020,0
07-12-2020,0
08-12-2020,0
08-12-2020,0
09-12-2020,0
09-12-2020,0
10-12-2020,0
10-12-2020,0
11-12-2020,0
11-12-2020,0
12-12-2020,0
12-12-2020,0
13-12-2020,0
13-12-2020,0
14-12-2020,0
14-12-2020,0
15-12-2020,0
15-12-2020,0
16-12-2020,0
16-12-2020,0
17-12-2020,0
17-12-2020,0
18-12-2020,0
18-12-2020,0
19-12-2020,0
19-12-2020,0
20-12-2020,0
20-12-2020,0
21-12-2020,0
21-12-2020,0
22-12-2020,0
22-12-2020,0
23-12-2020,0
23-12-2020,0
24-12-2020,0
24-12-2020,0
25-12-2020,0.3
25-12-2020,0.3
26-12-2020,13.2
26-12-2020,13.2
27-12-2020,7.9
27-12-2020,7.9
28-12-2020,0
28-12-2020,0
29-12-2020,0
29-12-2020,0
30-12-2020,0
30-12-2020,0
31-12-2020,0
31-12-2020,0
01-01-2021,0
02-01-2021,3.2
03-01-2021,0.1
04-01-2021,0
05-01-2021,0
06-01-2021,0
07-01-2021,0.9
08-01-2021,0
09-01-2021,0
10-01-2021,0
11-01-2021,0
12-01-2021,0
13-01-2021,0
14-01-2021,0
15-01-2021,0
16-01-2021,0
17-01-2021,0
18-01-2021,0
19-01-2021,0
20-01-2021,0
21-01-2021,0
22-01-2021,0
23-01-2021,0
24-01-2021,0
25-01-2021,0
26-01-2021,0
27-01-2021,0
28-01-2021,0
29-01-2021,0
30-01-2021,0
31-01-2021,0
01-02-2021,0
02-02-2021,0
03-02-2021,1.4
04-02-2021,0.6
05-02-2021,0
06-02-2021,0
07-02-2021,0
08-02-2021,0
09-02-2021,0
10-02-2021,0
11-02-2021,0
12-02-2021,0
13-02-2021,0
14-02-2021,0
15-02-2021,4.1
16-02-2021,0
17-02-2021,0
18-02-2021,0
19-02-2021,0
20-02-2021,0
21-02-2021,0
22-02-2021,0
23-02-2021,0
24-02-2021,0
25-02-2021,0
26-02-2021,0
27-02-2021,0
28-02-2021,0
01-03-2021,0
02-03-2021,0
03-03-2021,0
04-03-2021,0
05-03-2021,0
06-03-2021,0
07-03-2021,0
08-03-2021,0
09-03-2021,1
10-03-2021,0
11-03-2021,0
12-03-2021,0
13-03-2021,0
14-03-2021,0
15-03-2021,0
16-03-2021,0
17-03-2021,0
18-03-2021,0
19-03-2021,0
20-03-2021,0
21-03-2021,0
22-03-2021,0.1
23-03-2021,0
24-03-2021,0
25-03-2021,0
26-03-2021,0
27-03-2021,0
28-03-2021,0
29-03-2021,0
30-03-2021,0
31-03-2021,0
01-04-2021,0
02-04-2021,0
03-04-2021,0
04-04-2021,0
05-04-2021,0
06-04-2021,0
07-04-2021,0
08-04-2021,0
09-04-2021,0
10-04-2021,0
11-04-2021,0
12-04-2021,0
13-04-2021,0
14-04-2021,0
15-04-2021,0
16-04-2021,0
17-04-2021,0
18-04-2021,0
19-04-2021,0
20-04-2021,0.1
21-04-2021,0
22-04-2021,0
23-04-2021,0
24-04-2021,0
25-04-2021,0
26-04-2021,0
27-04-2021,0
28-04-2021,0.2
29-04-2021,0
30-04-2021,0.1
01-05-2021,0.5
02-05-2021,0.2
03-05-2021,0
04-05-2021,0.1
05-05-2021,0
06-05-2021,1.2
07-05-2021,0
08-05-2021,0.2
09-05-2021,0.2
10-05-2021,0.5
11-05-2021,4.8
12-05-2021,2.1
13-05-2021,0
14-05-2021,0
15-05-2021,0
16-05-2021,0
17-05-2021,2.4
18-05-2021,31.2
19-05-2021,22.8
20-05-2021,0
21-05-2021,0
22-05-2021,0
23-05-2021,0
24-05-2021,0
25-05-2021,0
26-05-2021,0
27-05-2021,0
28-05-2021,0
29-05-2021,0
30-05-2021,0
31-05-2021,3.1
01-06-2021,0
02-06-2021,0
03-06-2021,0
04-06-2021,0
05-06-2021,0
06-06-2021,0
07-06-2021,0
08-06-2021,0
09-06-2021,3.4
10-06-2021,3.6
11-06-2021,10
12-06-2021,0.8
13-06-2021,29.2
14-06-2021,0.1
15-06-2021,0.4
16-06-2021,0.7
17-06-2021,19.6
18-06-2021,16.4
19-06-2021,2
20-06-2021,1.5
21-06-2021,0.3
22-06-2021,0.7
23-06-2021,0.3
24-06-2021,0.7
25-06-2021,0.7
26-06-2021,0.3
27-06-2021,0
28-06-2021,0
29-06-2021,0
30-06-2021,0
01-07-2021,0
02-07-2021,0.7
03-07-2021,0
04-07-2021,0.2
05-07-2021,0.2
06-07-2021,0
07-07-2021,0.2
08-07-2021,1.7
09-07-2021,0.3
10-07-2021,5.7
11-07-2021,1.9
12-07-2021,2.7
13-07-2021,0.3
14-07-2021,0.8
15-07-2021,1.1
16-07-2021,3.4
17-07-2021,46.8
18-07-2021,6.2
19-07-2021,14.1
20-07-2021,66.4
21-07-2021,8.3
22-07-2021,13.1
23-07-2021,0.1
24-07-2021,0.2
25-07-2021,3
26-07-2021,37.5
27-07-2021,14.8
28-07-2021,10.8
29-07-2021,1.2
30-07-2021,2.2
31-07-2021,10
01-08-2021,1.7
02-08-2021,0.9
03-08-2021,0.1
04-08-2021,4.7
05-08-2021,3.8
06-08-2021,16.3
07-08-2021,11.5
08-08-2021,17.7
09-08-2021,1.1
10-08-2021,1.7
11-08-2021,0.5
12-08-2021,0.5
13-08-2021,3.2
14-08-2021,0.3
15-08-2021,0.1
16-08-2021,0.9
17-08-2021,2.8
18-08-2021,19.2
19-08-2021,16
20-08-2021,12.2
21-08-2021,12.2
22-08-2021,8.6
23-08-2021,11.7
24-08-2021,3.5
25-08-2021,0.2
26-08-2021,0
27-08-2021,0.1
28-08-2021,14.4
29-08-2021,15.4
30-08-2021,9.9
31-08-2021,3.5
01-09-2021,8.6
02-09-2021,7.7
03-09-2021,6.8
04-09-2021,1.2
05-09-2021,2.5
06-09-2021,1.4
07-09-2021,2.1
08-09-2021,10.3
09-09-2021,9.6
10-09-2021,7.5
11-09-2021,6.4
12-09-2021,5.1
13-09-2021,1
14-09-2021,1.6
15-09-2021,177.7
16-09-2021,87.3
17-09-2021,2
18-09-2021,0.3
19-09-2021,0.7
20-09-2021,3.9
21-09-2021,4.2
22-09-2021,1.1
23-09-2021,11.9
24-09-2021,46.3
25-09-2021,25.7
26-09-2021,1.7
27-09-2021,1.3
28-09-2021,2.5
29-09-2021,0.6
30-09-2021,2.1
01-10-2021,2.8
02-10-2021,1.1
03-10-2021,0.2
04-10-2021,0.8
05-10-2021,0.6
06-10-2021,0
07-10-2021,0
08-10-2021,0
09-10-2021,0
10-10-2021,0
11-10-2021,0
12-10-2021,0
13-10-2021,0
14-10-2021,0
15-10-2021,0.3
16-10-2021,18.5
17-10-2021,16.9
18-10-2021,58.7
19-10-2021,0
20-10-2021,0
21-10-2021,0
22-10-2021,0
23-10-2021,0
24-10-2021,0
25-10-2021,0
26-10-2021,0
27-10-2021,0
28-10-2021,0
29-10-2021,0
30-10-2021,0
31-10-2021,0
01-11-2021,0
02-11-2021,0
03-11-2021,0
04-11-2021,0
05-11-2021,0
06-11-2021,0
07-11-2021,0
08-11-2021,0
09-11-2021,0
10-11-2021,0
11-11-2021,0
12-11-2021,0
13-11-2021,0
14-11-2021,0
15-11-2021,0
16-11-2021,0
17-11-2021,0.5
18-11-2021,0.4
19-11-2021,2.2
20-11-2021,0
21-11-2021,0
22-11-2021,0
23-11-2021,0
24-11-2021,0
25-11-2021,0
26-11-2021,0
27-11-2021,0
28-11-2021,0
29-11-2021,0
30-11-2021,0
01-12-2021,0
02-12-2021,0.3
03-12-2021,0
04-12-2021,0
05-12-2021,1.7
06-12-2021,0
07-12-2021,0
08-12-2021,0
09-12-2021,0
10-12-2021,0
11-12-2021,0
12-12-2021,0
13-12-2021,0
14-12-2021,0
15-12-2021,0
16-12-2021,0
17-12-2021,0
18-12-2021,0
19-12-2021,0
20-12-2021,0
21-12-2021,0
22-12-2021,0
23-12-2021,0
24-12-2021,0
25-12-2021,0
26-12-2021,0.3
27-12-2021,13.2
28-12-2021,7.9
29-12-2021,0
30-12-2021,0
31-12-2021,0
01-01-2022,0
02-01-2022,0
03-01-2022,0
04-01-2022,0.4
05-01-2022,8.6
06-01-2022,1
07-01-2022,13.1
08-01-2022,37.4
09-01-2022,9.9
10-01-2022,0
11-01-2022,0
12-01-2022,0
13-01-2022,0
14-01-2022,0
15-01-2022,0
16-01-2022,0
17-01-2022,0
18-01-2022,0
19-01-2022,2.1
20-01-2022,0
21-01-2022,5.8
22-01-2022,12.2
23-01-2022,0.3
24-01-2022,0
25-01-2022,0
26-01-2022,0
27-01-2022,0
28-01-2022,0
29-01-2022,0
30-01-2022,0
31-01-2022,0
01-02-2022,0
02-02-2022,31.3
03-02-2022,4.8
04-02-2022,0
05-02-2022,0
06-02-2022,0
07-02-2022,0
08-02-2022,1.6
09-02-2022,0
10-02-2022,0
11-02-2022,0
12-02-2022,0
13-02-2022,0
14-02-2022,0
15-02-2022,0
16-02-2022,0
17-02-2022,0
18-02-2022,0
19-02-2022,0
20-02-2022,0
21-02-2022,0
22-02-2022,0
23-02-2022,0
24-02-2022,0
25-02-2022,1.3
26-02-2022,0
27-02-2022,0
28-02-2022,0
01-03-2022,0
02-03-2022,0
03-03-2022,0
04-03-2022,0
05-03-2022,0
06-03-2022,0
07-03-2022,0
08-03-2022,0
09-03-2022,0
10-03-2022,0
11-03-2022,0
12-03-2022,0
13-03-2022,0
14-03-2022,0
15-03-2022,0
16-03-2022,0
17-03-2022,0
18-03-2022,0
19-03-2022,0
20-03-2022,0
21-03-2022,0
22-03-2022,0
23-03-2022,0
24-03-2022,0
25-03-2022,0
26-03-2022,0
27-03-2022,0
28-03-2022,0
29-03-2022,0
30-03-2022,0
31-03-2022,0
01-04-2022,0
02-04-2022,0
03-04-2022,0
04-04-2022,0
05-04-2022,0
06-04-2022,0
07-04-2022,0
08-04-2022,0
09-04-2022,0
10-04-2022,0
11-04-2022,0
12-04-2022,0
13-04-2022,0
14-04-2022,0
15-04-2022,0
16-04-2022,0
17-04-2022,0
18-04-2022,0
19-04-2022,0
20-04-2022,0.4
21-04-2022,0
22-04-2022,0
23-04-2022,0
24-04-2022,0
25-04-2022,0
26-04-2022,0
27-04-2022,0
28-04-2022,0
29-04-2022,0
30-04-2022,0.8
01-05-2022,0.3
02-05-2022,7.2
03-05-2022,0
04-05-2022,0
05-05-2022,0
06-05-2022,0
07-05-2022,0
08-05-2022,0
09-05-2022,0.1
10-05-2022,0
11-05-2022,0
12-05-2022,0
13-05-2022,0
14-05-2022,0
15-05-2022,0
16-05-2022,0
17-05-2022,0
18-05-2022,0
19-05-2022,0
20-05-2022,0
21-05-2022,0.7
22-05-2022,1
23-05-2022,0.8
24-05-2022,0
25-05-2022,0
26-05-2022,0
27-05-2022,0
28-05-2022,0
29-05-2022,0
30-05-2022,0
31-05-2022,0
01-06-2022,0
02-06-2022,0
03-06-2022,0
04-06-2022,0
05-06-2022,0
06-06-2022,0
07-06-2022,0
08-06-2022,0
09-06-2022,0
10-06-2022,0
11-06-2022,0
12-06-2022,0
13-06-2022,0
14-06-2022,0
15-06-2022,0
16-06-2022,0
17-06-2022,7.1
18-06-2022,1.9
19-06-2022,0.2
20-06-2022,0
21-06-2022,0
22-06-2022,0
23-06-2022,0
24-06-2022,0
25-06-2022,3.1
26-06-2022,0.4
27-06-2022,15.6
28-06-2022,32.8
29-06-2022,101.7
30-06-2022,24
01-07-2022,5.2
02-07-2022,7.2
03-07-2022,2.1
04-07-2022,0.2
05-07-2022,0.2
06-07-2022,0.2
07-07-2022,0.2
08-07-2022,5.8
09-07-2022,0
10-07-2022,0
11-07-2022,1.6
12-07-2022,0
13-07-2022,0
14-07-2022,0.4
15-07-2022,10.1
16-07-2022,1.7
17-07-2022,0
18-07-2022,0.2
19-07-2022,11
20-07-2022,27.8
21-07-2022,13.6
22-07-2022,16.6
23-07-2022,5.6
24-07-2022,21.3
25-07-2022,6.2
26-07-2022,7.1
27-07-2022,7.8
28-07-2022,32.8
29-07-2022,9.3
30-07-2022,5.9
31-07-2022,2.5
01-08-2022,7.4
02-08-2022,8.2
03-08-2022,16.8
04-08-2022,9.9
05-08-2022,5
06-08-2022,15.7
07-08-2022,0.2
08-08-2022,0.3
09-08-2022,0
10-08-2022,1.8
11-08-2022,0.8
12-08-2022,1.4
13-08-2022,9.8
14-08-2022,8
15-08-2022,0.7
16-08-2022,0
17-08-2022,0
18-08-2022,15.6
19-08-2022,23.5
20-08-2022,1.2
21-08-2022,1.8
22-08-2022,0
23-08-2022,7.7
24-08-2022,2.5
25-08-2022,3.7
26-08-2022,2.6
27-08-2022,6.6
28-08-2022,1
29-08-2022,1.8
30-08-2022,4.4
31-08-2022,26.6
01-09-2022,21.2
02-09-2022,0.2
03-09-2022,0
04-09-2022,0
05-09-2022,0
06-09-2022,0
07-09-2022,0.4
08-09-2022,1.1
09-09-2022,0
10-09-2022,0.3
11-09-2022,2.3
12-09-2022,6.5
13-09-2022,9.9
14-09-2022,27.8
15-09-2022,8.4
16-09-2022,3.8
17-09-2022,7
18-09-2022,6.4
19-09-2022,16
20-09-2022,9.2
21-09-2022,11.4
22-09-2022,9.7
23-09-2022,15.9
24-09-2022,29.5
25-09-2022,1.7
26-09-2022,0
27-09-2022,0
28-09-2022,0.3
29-09-2022,0
30-09-2022,0.2
01-10-2022,0
02-10-2022,0
03-10-2022,6.2
04-10-2022,2.6
05-10-2022,42.1
06-10-2022,12.4
07-10-2022,25.5
08-10-2022,29.7
09-10-2022,55.1
10-10-2022,13.5
11-10-2022,0
12-10-2022,0
13-10-2022,0
14-10-2022,0
15-10-2022,0
16-10-2022,0
17-10-2022,0
18-10-2022,0
19-10-2022,0
20-10-2022,0
21-10-2022,0
22-10-2022,0
23-10-2022,0
24-10-2022,0
25-10-2022,0
26-10-2022,0
27-10-2022,0
28-10-2022,0
29-10-2022,0
30-10-2022,0
31-10-2022,0
01-11-2022,0
02-11-2022,0
03-11-2022,0
04-11-2022,0
05-11-2022,0
06-11-2022,0
07-11-2022,0
08-11-2022,0.1
09-11-2022,0
10-11-2022,0
11-11-2022,0
12-11-2022,0
13-11-2022,0
14-11-2022,0
15-11-2022,0
16-11-2022,0
17-11-2022,0
18-11-2022,0
19-11-2022,0
20-11-2022,0
21-11-2022,0
22-11-2022,0
23-11-2022,0
24-11-2022,0
25-11-2022,0
26-11-2022,0
27-11-2022,0
28-11-2022,0
29-11-2022,0
30-11-2022,0
01-12-2022,0
02-12-2022,0
03-12-2022,0
04-12-2022,0
05-12-2022,0
06-12-2022,0
