Date,Conductivity (µmho/cm)
2020-06-19,304.5976751583812
2020-06-20,305.23675886013825
2020-06-21,308.5358602854603
2020-06-22,310.5530401317215
2020-06-23,310.6391565417851
2020-06-24,313.18478153219047
2020-06-25,310.27130354226057
2020-06-26,316.37617025757794
2020-06-27,309.8455335650352
2020-06-28,322.12625210862376
2020-06-29,314.0888458043456
2020-06-30,308.49723265796445
2020-07-01,307.9809642046204
2020-07-02,314.5319796583451
2020-07-03,312.0445791187799
2020-07-04,316.1294572964874
2020-07-05,315.5000164006179
2020-07-06,313.64784750005464
2020-07-07,310.8824737853385
2020-07-08,308.5390355943823
2020-07-09,313.1393334255792
2020-07-10,318.67605316917616
2020-07-11,316.4298974200483
2020-07-12,310.91153574296555
2020-07-13,316.90599182827685
2020-07-14,318.0710293030348
2020-07-15,313.3084423074418
2020-07-16,317.7704122747907
2020-07-17,317.6974217085922
2020-07-18,313.1991242267345
2020-07-19,319.5058262437089
2020-07-20,320.6186491086725
2020-07-21,323.0056238497432
2020-07-22,323.1835203554506
2020-07-23,313.7494259589376
2020-07-24,315.7974061036919
2020-07-25,321.894176194657
2020-07-26,322.17114927272485
2020-07-27,322.45472448443945
2020-07-28,336.0804633649214
2020-07-29,323.22449701159
2020-07-30,325.7509085785259
2020-07-31,325.28859827467244
2020-08-01,324.33825737006873
2020-08-02,320.7277953980975
2020-08-03,325.27693222644643
2020-08-04,319.39786568288264
2020-08-05,321.7858580186754
2020-08-06,321.0314265746018
2020-08-07,323.53583701682504
2020-08-08,332.69807602062514
2020-08-09,316.19705539920426
2020-08-10,326.6333372991768
2020-08-11,317.6550535366569
2020-08-12,322.4311856719778
2020-08-13,328.883024151363
2020-08-14,324.9879012565291
2020-08-15,320.61855195433105
2020-08-16,322.26219769027625
2020-08-17,328.0307591084283
2020-08-18,322.574875303682
2020-08-19,326.54111352384393
2020-08-20,326.0314144542072
2020-08-21,323.4114327124616
2020-08-22,334.7571265561686
2020-08-23,328.875303018463
2020-08-24,318.3920470464144
2020-08-25,327.3860935151304
2020-08-26,324.13541390463314
2020-08-27,330.32915909351755
2020-08-28,323.8807507178531
2020-08-29,326.7177988105909
2020-08-30,329.3170702747597
2020-08-31,330.8749485252233
2020-09-01,322.71994469768
2020-09-02,326.28669158847435
2020-09-03,325.8228144328022
2020-09-04,325.20148182280224
2020-09-05,334.96309539815456
2020-09-06,329.60193594729225
2020-09-07,323.01343101277297
2020-09-08,331.79757719365125
2020-09-09,336.67810112309235
2020-09-10,332.3768498900843
2020-09-11,322.221170037931
2020-09-12,326.4075078968936
2020-09-13,333.4520027346255
2020-09-14,325.5877020604685
2020-09-15,330.221777174748
2020-09-16,331.56724463682866
2020-09-17,324.7772783384813
2020-09-18,328.2572686153506
2020-09-19,315.53474543444753
2020-09-20,324.4007826077576
2020-09-21,327.4806530081745
2020-09-22,323.4864615838413
2020-09-23,334.9879884330344
2020-09-24,322.71261252324086
2020-09-25,326.641928275226
2020-09-26,328.88809929449263
2020-09-27,334.0873744361336
2020-09-28,322.53010319992904
2020-09-29,332.8716180078964
2020-09-30,328.199463283678
2020-10-01,324.16623922871804
2020-10-02,329.86862490970043
2020-10-03,328.73860271487507
2020-10-04,325.4578881518461
2020-10-05,328.04861931124304
2020-10-06,326.1331019522989
2020-10-07,328.0276893136139
2020-10-08,330.11575429832766
2020-10-09,333.6992901323898
2020-10-10,322.2863649306012
2020-10-11,335.64661211938466
2020-10-12,319.17746324577183
2020-10-13,326.24453214104557
2020-10-14,329.0653614278226
2020-10-15,327.69108351743387
2020-10-16,323.9259877354158
2020-10-17,325.42865745116075
2020-10-18,324.12824034083536
2020-10-19,323.57666734640964
2020-10-20,329.16125094908233
2020-10-21,327.01450533885674
2020-10-22,322.63334276601864
2020-10-23,328.81690909010575
2020-10-24,326.2562820579846
2020-10-25,328.0822095042742
2020-10-26,327.1481142941134
2020-10-27,321.10767723196403
2020-10-28,321.9722729407864
2020-10-29,326.98685524783383
2020-10-30,326.2192533175447
2020-10-31,323.46973017478354
2020-11-01,323.79374975020704
2020-11-02,328.20181066488345
2020-11-03,320.4872527181759
2020-11-04,324.8000617268237
2020-11-05,321.556853928004
2020-11-06,321.24474337663145
2020-11-07,326.25638469221946
2020-11-08,324.9047925401338
2020-11-09,324.5951328087338
2020-11-10,326.297171520534
2020-11-11,320.8897073657976
2020-11-12,323.2602931496783
2020-11-13,319.0146380194757
2020-11-14,321.2721107680403
2020-11-15,319.1712130307328
2020-11-16,319.7927926307839
2020-11-17,321.49522906498635
2020-11-18,315.54836508738316
2020-11-19,326.89438537165734
2020-11-20,314.201384616175
2020-11-21,313.0664357023263
2020-11-22,322.25057736416943
2020-11-23,320.47702646286166
2020-11-24,319.49648606759973
2020-11-25,319.20050121336953
2020-11-26,316.3228184417417
2020-11-27,312.465141818136
2020-11-28,316.03749284737023
2020-11-29,312.7035994073662
2020-11-30,318.98864857816164
2020-12-01,314.173911292708
2020-12-02,311.1322675982998
2020-12-03,312.8190701373723
2020-12-04,315.4250356716626
2020-12-05,311.1855453984028
2020-12-06,309.8172318223465
2020-12-07,313.7451671547636
2020-12-08,313.4133240803064
2020-12-09,310.0675590130267
2020-12-10,309.87198703629707
2020-12-11,312.34418368782804
2020-12-12,305.28262618306235
2020-12-13,305.1033250449277
2020-12-14,307.51695811133425
2020-12-15,309.19394097782185
2020-12-16,310.94789580970786
2020-12-17,315.2618695278888
2020-12-18,312.44700729735075
2020-12-19,308.03238581792004
2020-12-20,308.25179523061547
2020-12-21,303.9735137369061
2020-12-22,307.56550279593984
2020-12-23,306.1410998970036
2020-12-24,308.2431446566831
2020-12-25,303.3003412294467
2020-12-26,308.34420591453085
2020-12-27,312.05599210295867
2020-12-28,305.1489754677751
2020-12-29,306.85070662962545
2020-12-30,307.6652442523332
2020-12-31,302.96166031658515
2021-01-01,310.46291213137016
2021-01-02,309.2799512943313
2021-01-03,309.2845909895831
2021-01-04,305.46751725495943
2021-01-05,308.3247308424757
2021-01-06,309.8873796609975
2021-01-07,313.37031804571035
2021-01-08,311.07494248562426
2021-01-09,315.52456018555563
2021-01-10,303.51836349503316
2021-01-11,309.75500793228736
2021-01-12,306.6792087188741
2021-01-13,314.38740619974135
2021-01-14,302.079687682267
2021-01-15,301.6411058318858
2021-01-16,302.29205373121397
2021-01-17,295.8862832325916
2021-01-18,301.9737897597997
2021-01-19,300.7380152116114
2021-01-20,304.0767388769893
2021-01-21,304.5457760827916
2021-01-22,310.3900823936249
2021-01-23,306.3968865819312
2021-01-24,300.00060012914685
2021-01-25,298.43089595652003
2021-01-26,303.71197164017656
2021-01-27,296.186585907419
2021-01-28,308.52014306415083
2021-01-29,305.64250419096845
2021-01-30,298.7822031268499
2021-01-31,293.54433473945477
2021-02-01,305.554212212391
2021-02-02,299.4263724294492
2021-02-03,304.5856407101543
2021-02-04,293.01061716267895
2021-02-05,296.74896163466565
2021-02-06,298.92982371714294
2021-02-07,298.86348215808704
2021-02-08,296.64640156344285
2021-02-09,300.7136274735791
2021-02-10,293.7318374551288
2021-02-11,297.21748495834055
2021-02-12,298.0575252511953
2021-02-13,299.4281564098161
2021-02-14,300.01569848343723
2021-02-15,292.4743476581703
2021-02-16,290.6450337286848
2021-02-17,301.70572614053276
2021-02-18,297.7428126529218
2021-02-19,293.2432112927755
2021-02-20,302.27048152790366
2021-02-21,296.3624544577007
2021-02-22,300.45604228366545
2021-02-23,295.85328811094223
2021-02-24,303.67587565303427
2021-02-25,302.3092707678885
2021-02-26,294.1524708848958
2021-02-27,298.9004693599556
2021-02-28,297.467025177581
2021-03-01,300.2368993042208
2021-03-02,290.7850832898711
2021-03-03,297.2769742397503
2021-03-04,298.66007801478946
2021-03-05,287.2906857145616
2021-03-06,289.4975549780539
2021-03-07,285.9843156284783
2021-03-08,292.9800087296406
2021-03-09,296.84995801053645
2021-03-10,299.9171543754743
2021-03-11,294.1378480820794
2021-03-12,300.2954991830086
2021-03-13,288.20604236249363
2021-03-14,286.8641889627103
2021-03-15,293.41267221906526
2021-03-16,295.13415557374327
2021-03-17,293.43604297254024
2021-03-18,285.27188838253267
2021-03-19,293.16592553024816
2021-03-20,288.29119638423344
2021-03-21,296.1803570222254
2021-03-22,294.96657818966355
2021-03-23,289.74511081509274
2021-03-24,291.4595321058595
2021-03-25,289.2944374893329
2021-03-26,293.3027841487442
2021-03-27,297.40218935906137
2021-03-28,289.6727376767788
2021-03-29,295.67174187371273
2021-03-30,291.58031962476315
2021-03-31,290.5815198230709
2021-04-01,293.3824022251399
2021-04-02,289.7329013048903
2021-04-03,291.72843594849815
2021-04-04,289.22647932619617
2021-04-05,301.9576220946354
2021-04-06,294.3262554547898
2021-04-07,291.47850229058366
2021-04-08,295.23122311109876
2021-04-09,294.0295574753336
2021-04-10,293.7041938533243
2021-04-11,297.1595456413358
2021-04-12,297.8532862637307
2021-04-13,292.827161737974
2021-04-14,292.7773012830886
2021-04-15,294.1172334476868
2021-04-16,286.1520390850049
2021-04-17,289.44661835816095
2021-04-18,301.12787014058716
2021-04-19,302.3985206551379
2021-04-20,294.98602173888963
2021-04-21,298.4571007576311
2021-04-22,297.5697214526581
2021-04-23,308.8191814032704
2021-04-24,301.16593153304876
2021-04-25,296.3649171067608
2021-04-26,293.24830717155
2021-04-27,290.84343353882247
2021-04-28,298.2866327799754
2021-04-29,294.65568388372725
2021-04-30,292.2050681401938
2021-05-01,295.52541192535114
2021-05-02,294.00769181597116
2021-05-03,305.3091247863592
2021-05-04,302.3182185685181
2021-05-05,298.9952286688153
2021-05-06,305.1866441099246
2021-05-07,299.8203066895575
2021-05-08,296.3138078502136
2021-05-09,306.10362393241974
2021-05-10,302.42294780989306
2021-05-11,296.37842416199453
2021-05-12,300.029999269862
2021-05-13,297.5565920176436
2021-05-14,295.79926367384013
2021-05-15,305.3101764509113
2021-05-16,309.5216610928045
2021-05-17,296.5716945789011
2021-05-18,304.7031706834099
2021-05-19,300.1373262927467
2021-05-20,301.08318631763024
2021-05-21,300.95700542600247
2021-05-22,300.1685259180812
2021-05-23,304.1194097094635
2021-05-24,300.90519411629884
2021-05-25,305.6172404683112
2021-05-26,304.64353571119483
2021-05-27,304.200335760288
2021-05-28,301.83998556771417
2021-05-29,303.47964655285455
2021-05-30,309.12707404548956
2021-05-31,308.4301463069701
2021-06-01,302.8393210289235
2021-06-02,307.47193598786964
2021-06-03,310.40712400036136
2021-06-04,301.05273021790236
2021-06-05,310.2342776188376
2021-06-06,305.7424390618929
2021-06-07,311.00893935425364
2021-06-08,306.00853311374664
2021-06-09,302.17838159996955
2021-06-10,303.22529605160247
2021-06-11,310.2664769030159
2021-06-12,311.4527135936003
2021-06-13,307.13715805731704
2021-06-14,313.65020893712244
2021-06-15,304.79188580197547
2021-06-16,311.51638483066176
2021-06-17,307.2798866649038
2021-06-18,309.86026222432633
2021-06-19,313.0011624528107
2021-06-20,309.7140794157475
2021-06-21,311.9617778230807
2021-06-22,317.8694383599745
2021-06-23,311.88086475436234
2021-06-24,317.87516179272563
2021-06-25,310.3572211174159
2021-06-26,317.33851268641007
2021-06-27,321.3283084315803
2021-06-28,306.0175828974779
2021-06-29,313.0579944203834
2021-06-30,318.8944649220078
2021-07-01,316.1136813394576
2021-07-02,318.7491176903501
2021-07-03,315.1861492505091
2021-07-04,318.2847894099749
2021-07-05,317.6507463785507
2021-07-06,323.27819414896294
2021-07-07,319.956846523887
2021-07-08,320.62005930591295
2021-07-09,317.9509166286359
2021-07-10,317.9749683375573
2021-07-11,318.5202252406038
2021-07-12,322.15133101304065
2021-07-13,319.2105529345324
2021-07-14,322.3723675524578
2021-07-15,329.8313629787012
2021-07-16,325.3283708659731
2021-07-17,320.85141772233726
2021-07-18,327.26944252346397
2021-07-19,321.13870392597084
2021-07-20,314.92217866160433
2021-07-21,319.34316575952994
2021-07-22,316.19025119293866
2021-07-23,322.5622582111458
2021-07-24,324.3337769475242
2021-07-25,331.25445551245355
2021-07-26,326.141744620879
2021-07-27,324.23960335384055
2021-07-28,328.71215606394924
2021-07-29,316.824996166271
2021-07-30,326.88339320125164
2021-07-31,329.29210679335137
2021-08-01,320.5582462375803
2021-08-02,331.30770853767325
2021-08-03,328.34285800663656
2021-08-04,325.57990368887016
2021-08-05,330.0202940054581
2021-08-06,336.81590387685304
2021-08-07,328.70034578615224
2021-08-08,329.20122280448106
2021-08-09,326.6019981557701
2021-08-10,325.2667386917121
2021-08-11,332.20963980385574
2021-08-12,325.68158171778003
2021-08-13,329.60517808401306
2021-08-14,327.616591976433
2021-08-15,331.6467004831328
2021-08-16,331.2641794871961
2021-08-17,334.27357230434774
2021-08-18,328.2723025172706
2021-08-19,329.41684208937704
2021-08-20,326.7602243023868
2021-08-21,329.0719540542875
2021-08-22,332.5270360750643
2021-08-23,334.2093046654487
2021-08-24,327.65096563248045
2021-08-25,334.97104107346746
2021-08-26,337.06282769127256
2021-08-27,333.4362993766015
2021-08-28,339.42660900456497
2021-08-29,328.9556768751696
2021-08-30,327.1981257632129
2021-08-31,325.1822401632208
2021-09-01,338.3961049944996
2021-09-02,335.1385929513193
2021-09-03,332.40235784819635
2021-09-04,333.84247018272526
2021-09-05,328.3128425639036
2021-09-06,342.6842863554975
2021-09-07,333.49889383134933
2021-09-08,333.4945460085327
2021-09-09,336.0291959010269
2021-09-10,335.11351326198866
2021-09-11,334.14252494499624
2021-09-12,330.13675207996585
2021-09-13,335.2303176169026
2021-09-14,340.9124561237792
2021-09-15,338.8000601075635
2021-09-16,339.8192459687207
2021-09-17,331.42384571738654
2021-09-18,329.52658094375937
2021-09-19,332.9922223591992
2021-09-20,333.7227144438786
2021-09-21,337.87509924697855
2021-09-22,326.72106709488787
2021-09-23,339.5957955895431
2021-09-24,332.8263116229919
2021-09-25,331.72565375529376
2021-09-26,329.3536887209733
2021-09-27,326.7457102978852
2021-09-28,336.61496361571676
2021-09-29,333.5668236734004
2021-09-30,328.0591194003124
2021-10-01,327.9782159513452
2021-10-02,331.7491350357493
2021-10-03,339.6962971138049
2021-10-04,331.90399852712676
2021-10-05,326.8461838480089
2021-10-06,331.7864387149392
2021-10-07,331.58346206075527
2021-10-08,321.7860733608426
2021-10-09,332.2500521341722
2021-10-10,331.43148474697375
2021-10-11,335.0224523851623
2021-10-12,339.510303000541
2021-10-13,336.4920745620529
2021-10-14,330.77611775896855
2021-10-15,327.2859889669176
2021-10-16,341.86055525949314
2021-10-17,331.6536595507561
2021-10-18,331.31686362024163
2021-10-19,331.0037437310307
2021-10-20,331.7264654172579
2021-10-21,330.1854009133025
2021-10-22,328.2917953674756
2021-10-23,328.21754538209973
2021-10-24,330.0874965075088
2021-10-25,327.8533848899431
2021-10-26,326.9793778982097
2021-10-27,330.0553198371865
2021-10-28,328.4037484059689
2021-10-29,335.22896905590505
2021-10-30,318.3938015937687
2021-10-31,333.1437996635007
2021-11-01,333.5376773206307
2021-11-02,320.03087928733936
2021-11-03,326.7204007054084
2021-11-04,326.36777480953606
2021-11-05,321.98162542327225
2021-11-06,324.2543577873761
2021-11-07,322.673164807677
2021-11-08,333.8703590579652
2021-11-09,330.34584071677153
2021-11-10,331.4273146447079
2021-11-11,328.9619445480896
2021-11-12,321.28948491439763
2021-11-13,323.43440019937935
2021-11-14,327.21320329076116
2021-11-15,320.08693412251876
2021-11-16,327.5437789688931
2021-11-17,323.4435071781805
2021-11-18,322.6153177330403
2021-11-19,326.66508769313106
2021-11-20,325.3018895148597
2021-11-21,321.7815894788975
2021-11-22,327.56050936693424
2021-11-23,318.2938805597696
2021-11-24,324.774118114787
2021-11-25,324.3724118312646
2021-11-26,320.44893341905646
2021-11-27,322.6763376220978
2021-11-28,316.04970499853806
2021-11-29,324.43038269142295
2021-11-30,319.6726377076427
2021-12-01,317.99727756241447
2021-12-02,323.9581777220641
2021-12-03,316.6168816232988
2021-12-04,313.4707683185301
2021-12-05,312.5467931604645
2021-12-06,320.86448341500125
2021-12-07,312.9843959946271
2021-12-08,324.7895950367334
2021-12-09,309.1057401643366
2021-12-10,323.8811571876714
2021-12-11,317.60021012758085
2021-12-12,316.029131490916
2021-12-13,313.89528720181585
2021-12-14,317.3297245998422
2021-12-15,315.2401961866446
2021-12-16,319.46093711273534
2021-12-17,315.161176141964
2021-12-18,314.9616517059381
2021-12-19,312.56191995568724
2021-12-20,313.4443574428895
2021-12-21,314.5590671377945
2021-12-22,306.14295762483084
2021-12-23,307.24681365148655
2021-12-24,315.268790828775
2021-12-25,312.63573216784255
2021-12-26,310.87333165824526
2021-12-27,311.3405555898277
2021-12-28,312.3153632723951
2021-12-29,308.42497734036505
2021-12-30,307.13064083962047
2021-12-31,310.6880493058795
2022-01-01,310.65305109366835
2022-01-02,315.862592714062
2022-01-03,307.0835521784364
2022-01-04,317.6761789396839
2022-01-05,315.117080075092
2022-01-06,313.9195054332712
2022-01-07,316.49650755031223
2022-01-08,318.89975695913375
2022-01-09,315.9693106155819
2022-01-10,304.2242568212588
2022-01-11,306.14741751846185
2022-01-12,308.446566385138
2022-01-13,310.732558667714
2022-01-14,312.3835169055641
2022-01-15,307.097017947995
2022-01-16,310.4366913708984
2022-01-17,306.3603344004175
2022-01-18,306.6307386345549
2022-01-19,303.1479014704333
2022-01-20,304.78223074664083
2022-01-21,302.7720137572176
2022-01-22,303.981906024852
2022-01-23,311.8097584156183
2022-01-24,303.5106191964687
2022-01-25,317.55408290126303
2022-01-26,308.7175665576741
2022-01-27,307.20686323028104
2022-01-28,302.7608768800086
2022-01-29,308.7259832257193
2022-01-30,303.3563544303176
2022-01-31,305.88491211439975
2022-02-01,315.3790608688045
2022-02-02,304.5002922115611
2022-02-03,309.23146876740316
2022-02-04,301.5756220973529
2022-02-05,304.00650776449294
2022-02-06,310.99205146081226
2022-02-07,301.167691551877
2022-02-08,310.69645768134757
2022-02-09,306.05323548601103
2022-02-10,300.75245206908215
2022-02-11,305.3166338546478
2022-02-12,306.4665605228546
2022-02-13,304.8576409224499
2022-02-14,295.8883400915198
2022-02-15,299.0643673222223
2022-02-16,300.79141586942126
2022-02-17,301.29728513653856
2022-02-18,303.8962449952062
2022-02-19,301.94796144273477
2022-02-20,295.7244961909731
2022-02-21,302.4205473245531
2022-02-22,303.18119652854546
2022-02-23,302.82237597702596
2022-02-24,304.75600685572476
2022-02-25,303.6235960163113
2022-02-26,301.98504779572585
2022-02-27,299.7335227103036
2022-02-28,293.2416776451764
2022-03-01,301.48084595062176
2022-03-02,300.475527880844
2022-03-03,300.61908374853806
2022-03-04,294.3193857641099
2022-03-05,295.001417498621
2022-03-06,303.44320044204864
2022-03-07,298.9830237240921
2022-03-08,301.7836388569093
2022-03-09,299.09306249187443
2022-03-10,299.02675072507316
2022-03-11,302.59460418430433
2022-03-12,296.7168580878539
2022-03-13,299.1109313031171
2022-03-14,296.8286175653107
2022-03-15,296.89687810492245
2022-03-16,297.36120528411146
2022-03-17,299.4553570514514
2022-03-18,296.62666229603826
2022-03-19,303.54543019059344
2022-03-20,294.93064517737486
2022-03-21,297.7541802502598
2022-03-22,296.7412609721795
2022-03-23,304.29254149781707
2022-03-24,299.3012188812526
2022-03-25,302.65866973476324
2022-03-26,292.611259045689
2022-03-27,299.64982114053345
2022-03-28,302.1741650446147
2022-03-29,298.98469176874306
2022-03-30,302.9632715985143
2022-03-31,296.6838573517188
2022-04-01,304.4479134257005
2022-04-02,308.0694630890448
2022-04-03,297.49167892812824
2022-04-04,297.2359808109485
2022-04-05,304.9122594714406
2022-04-06,305.50348982982575
2022-04-07,297.1859642139409
2022-04-08,297.69455619977845
2022-04-09,298.3517312386549
2022-04-10,294.21027020732004
2022-04-11,296.0282710552253
2022-04-12,295.8066923565332
2022-04-13,296.87797606799955
2022-04-14,299.9418346961202
2022-04-15,301.1542991664394
2022-04-16,306.5617257152036
2022-04-17,296.513966444
2022-04-18,304.59766266471536
2022-04-19,299.9626944242307
2022-04-20,300.7843110585054
2022-04-21,303.8501508740745
2022-04-22,296.8338327482348
2022-04-23,303.0332971541857
2022-04-24,302.35344072016267
2022-04-25,303.8463925287165
2022-04-26,303.22714350958296
2022-04-27,312.0904193794963
2022-04-28,299.92181829950124
2022-04-29,300.55709904485724
2022-04-30,300.40152087288544
2022-05-01,300.8897949856802
2022-05-02,300.78433532120266
2022-05-03,308.31662437049914
2022-05-04,309.4736765326797
2022-05-05,301.7441340590838
2022-05-06,300.93744526194763
2022-05-07,306.3964956845127
2022-05-08,302.5500524784028
2022-05-09,307.54285489436313
2022-05-10,306.07899971855966
2022-05-11,299.4644323193114
2022-05-12,311.9813747875167
2022-05-13,313.2425757235647
2022-05-14,303.87930783575996
2022-05-15,305.0546600210408
2022-05-16,308.0274560938236
2022-05-17,308.50379203412575
2022-05-18,310.0854708273389
2022-05-19,315.7807147242994
2022-05-20,307.3238989427128
2022-05-21,305.1333921448041
2022-05-22,303.10721208474234
2022-05-23,306.00160303791654
2022-05-24,309.09648669044776
2022-05-25,316.71364461926294
2022-05-26,307.7740429528467
2022-05-27,311.05127975430923
2022-05-28,310.40454863158953
2022-05-29,315.5403049689202
2022-05-30,321.213238845681
2022-05-31,309.3030024647913
2022-06-01,309.79178423804484
2022-06-02,316.251250274429
2022-06-03,315.12914146537946
2022-06-04,320.117180645332
2022-06-05,315.3965495906217
2022-06-06,311.95576573452803
2022-06-07,316.08916400265025
2022-06-08,318.49638406224835
2022-06-09,317.67983872741706
2022-06-10,316.76456192756433
2022-06-11,319.340835874727
2022-06-12,320.09100594849707
2022-06-13,321.2830605218848
2022-06-14,318.69067865237156
2022-06-15,315.7694937297839
2022-06-16,317.3675587709844
2022-06-17,321.94998732998704
2022-06-18,314.199863971586
2022-06-19,319.28626100303666
2022-06-20,316.58237762757386
2022-06-21,318.61497929173925
2022-06-22,323.9580745735459
2022-06-23,319.9528285045346
2022-06-24,319.71813953708966
2022-06-25,314.4366239721267
2022-06-26,323.20431023885783
2022-06-27,323.14397067351297
2022-06-28,329.55717979120885
2022-06-29,320.0144625024533
2022-06-30,322.4627777239414
2022-07-01,322.9233976184726
2022-07-02,328.57434731591877
2022-07-03,322.22090786782456
2022-07-04,324.0545163631646
2022-07-05,325.70504135898517
2022-07-06,324.35350239494915
2022-07-07,322.15342869248
2022-07-08,325.0460086292054
2022-07-09,328.89295149256486
2022-07-10,320.81933203620304
2022-07-11,325.7823366884698
2022-07-12,322.7730391837708
2022-07-13,330.67467737351285
2022-07-14,320.12052050573703
2022-07-15,324.2940723950331
2022-07-16,328.3527195525044
2022-07-17,333.41760796794597
2022-07-18,327.2015857905162
2022-07-19,325.5502073112842
2022-07-20,335.5993050800781
2022-07-21,322.5834554015346
2022-07-22,319.87819505056177
