Date,Total Coliform (MPN/100mL)
2020-04-02,3363.494229937901
2020-04-03,4072.9676577863015
2020-04-04,4451.10937095544
2020-04-05,3583.455407146227
2020-04-06,3853.3743601004476
2020-04-07,4131.55591366911
2020-04-08,4412.56040310688
2020-04-09,3906.3353245395983
2020-04-10,3837.4328577638094
2020-04-11,3458.945135657981
2020-04-12,4085.3751761080343
2020-04-13,4671.894346255647
2020-04-14,4147.611547450402
2020-04-15,4063.055946642909
2020-04-16,4171.901540990913
2020-04-17,4077.686388970758
2020-04-18,3843.0450558644384
2020-04-19,4340.06519584513
2020-04-20,4167.136190886328
2020-04-21,4111.2110068732445
2020-04-22,3820.027373170879
2020-04-23,4510.588575354569
2020-04-24,4326.032853825577
2020-04-25,3968.0163338129983
2020-04-26,4441.893161849061
2020-04-27,3999.7079323534304
2020-04-28,3922.1897096791063
2020-04-29,3936.867176452832
2020-04-30,3641.6183139106192
2020-05-01,4322.7333577665395
2020-05-02,3640.427470726079
2020-05-03,3829.9040833972817
2020-05-04,3584.5905685545054
2020-05-05,4190.436625451401
2020-05-06,4180.310116629703
2020-05-07,4136.701560626341
2020-05-08,3931.393977474118
2020-05-09,3902.103910287299
2020-05-10,4402.838788287736
2020-05-11,4108.260194819821
2020-05-12,4378.372435130193
2020-05-13,4028.0677415763885
2020-05-14,4358.273807610753
2020-05-15,4705.383206104469
2020-05-16,4500.823422899496
2020-05-17,4211.949369659342
2020-05-18,4423.655812453054
2020-05-19,4285.238742116773
2020-05-20,4370.8608475193405
2020-05-21,4281.985021735466
2020-05-22,4341.649058147542
2020-05-23,4465.965302745114
2020-05-24,4115.820383820107
2020-05-25,4120.654657490183
2020-05-26,4020.542031891399
2020-05-27,3968.8026767444076
2020-05-28,4095.567637651151
2020-05-29,4520.545344873234
2020-05-30,4216.906653720156
2020-05-31,4650.942164573744
2020-06-01,4519.461878356496
2020-06-02,3930.7578174763667
2020-06-03,4730.13085060605
2020-06-04,4789.270975526933
2020-06-05,4260.3262262124035
2020-06-06,4697.0528883640345
2020-06-07,4326.609394024116
2020-06-08,4625.472738123036
2020-06-09,4229.480445531077
2020-06-10,4083.598206103519
2020-06-11,4519.423227617898
2020-06-12,4609.922237032601
2020-06-13,4540.540058241105
2020-06-14,4317.464559447656
2020-06-15,4565.556682307574
2020-06-16,4779.18660567248
2020-06-17,4697.817340545799
2020-06-18,4778.934100462705
2020-06-19,4536.055422746855
2020-06-20,5101.515374414848
2020-06-21,4410.058016150441
2020-06-22,4922.084297843075
2020-06-23,5143.282078305429
2020-06-24,4945.874247926408
2020-06-25,4753.7163309336365
2020-06-26,4668.837159086682
2020-06-27,5150.982328988391
2020-06-28,4426.066601506447
2020-06-29,4574.694337384318
2020-06-30,4759.202528488591
2020-07-01,5262.466159636033
2020-07-02,5017.7586657137335
2020-07-03,4626.02740720005
2020-07-04,4835.912262888992
2020-07-05,4757.218028108252
2020-07-06,4741.031920480519
2020-07-07,5260.02869222749
2020-07-08,4567.167979713166
2020-07-09,5473.586502989585
2020-07-10,5251.611081750972
2020-07-11,5342.515592813388
2020-07-12,4888.411553560427
2020-07-13,4994.265338958972
2020-07-14,4621.170447547067
2020-07-15,4905.4964798391975
2020-07-16,5222.678148705769
2020-07-17,5474.990924839727
2020-07-18,4765.515658136403
2020-07-19,4999.398598991261
2020-07-20,5074.941896550226
2020-07-21,4712.766447231333
2020-07-22,5319.966478051683
2020-07-23,4936.306779130941
2020-07-24,5105.709379522607
2020-07-25,5039.441505644775
2020-07-26,4948.798653374449
2020-07-27,5193.931519576406
2020-07-28,5141.674779015938
2020-07-29,5104.977696647051
2020-07-30,5008.03573916353
2020-07-31,5332.329572011123
2020-08-01,5742.311144229394
2020-08-02,5297.7988839764475
2020-08-03,5564.125039891089
2020-08-04,4857.527167742697
2020-08-05,5331.070898499462
2020-08-06,4963.522533030614
2020-08-07,4858.4852889634185
2020-08-08,5088.417643534706
2020-08-09,5676.299156682994
2020-08-10,5612.065868763847
2020-08-11,5408.123304919402
2020-08-12,4883.399074600604
2020-08-13,5292.136620714627
2020-08-14,5449.164296926041
2020-08-15,5418.76828385039
2020-08-16,4820.239894730132
2020-08-17,5113.368449819897
2020-08-18,5368.139489401031
2020-08-19,5554.960241562009
2020-08-20,4741.753919717214
2020-08-21,5358.281586214224
2020-08-22,5455.965263421208
2020-08-23,5673.869606399526
2020-08-24,5632.580427510413
2020-08-25,5605.031755244619
2020-08-26,5195.613839128419
2020-08-27,4868.327824650484
2020-08-28,5327.740435565976
2020-08-29,5750.867469179761
2020-08-30,5872.928401713751
2020-08-31,5672.3620212596925
2020-09-01,5592.094634061886
2020-09-02,5581.068014459719
2020-09-03,5304.0117138759915
2020-09-04,5435.286865175054
2020-09-05,5978.26879913653
2020-09-06,5197.8079396417525
2020-09-07,5967.819893342198
2020-09-08,5389.37140635609
2020-09-09,5885.984995292592
2020-09-10,5068.467578946229
2020-09-11,5668.22063166491
2020-09-12,5273.1356162791635
2020-09-13,5071.083272593207
2020-09-14,5562.499459833667
2020-09-15,5800.835266409907
2020-09-16,5245.344134288624
2020-09-17,5049.732720292242
2020-09-18,5472.272947184431
2020-09-19,5473.762456168988
2020-09-20,5664.433382257403
2020-09-21,5784.538081924864
2020-09-22,5481.335232307027
2020-09-23,6055.088865087323
2020-09-24,5564.764599676215
2020-09-25,5392.401031523453
2020-09-26,5011.4724292197125
2020-09-27,5414.537691900241
2020-09-28,5390.592109050915
2020-09-29,5777.552551357314
2020-09-30,5625.940001205043
2020-10-01,5130.8995322443325
2020-10-02,5533.684228897588
2020-10-03,5680.547998990512
2020-10-04,5934.362745084398
2020-10-05,5738.854101647329
2020-10-06,5697.292359033916
2020-10-07,5483.286545857383
2020-10-08,5577.764786636164
2020-10-09,5831.9223277546635
2020-10-10,5052.827790477679
2020-10-11,5343.211150113398
2020-10-12,5211.447417017947
2020-10-13,5551.933655162382
2020-10-14,5802.020125265898
2020-10-15,5248.424565727191
2020-10-16,4704.788157810351
2020-10-17,5292.376768464779
2020-10-18,5684.051272585374
2020-10-19,5565.068709916955
2020-10-20,5525.812470380606
2020-10-21,5306.743636750026
2020-10-22,5000.227572148861
2020-10-23,5531.532406051318
2020-10-24,5119.4811060325455
2020-10-25,6017.632558598574
2020-10-26,5526.012122247063
2020-10-27,5172.9426570707765
2020-10-28,5155.821817092447
2020-10-29,5303.2797690412035
2020-10-30,5251.065882986382
2020-10-31,5649.550253307993
2020-11-01,5361.841359059661
2020-11-02,5077.678643892307
2020-11-03,5855.389890803705
2020-11-04,5293.98020703645
2020-11-05,5500.612822955902
2020-11-06,5078.112104874333
2020-11-07,5359.982586483507
2020-11-08,5334.700265249772
2020-11-09,4664.646247298577
2020-11-10,5826.154644085068
2020-11-11,5598.65678824926
2020-11-12,5082.059452574896
2020-11-13,4860.158017082598
2020-11-14,5284.597685069309
2020-11-15,5195.701256631951
2020-11-16,5265.631013474456
2020-11-17,5205.520754979677
2020-11-18,5288.919090053667
2020-11-19,5560.123069901874
2020-11-20,5285.135491870111
2020-11-21,4788.472981082416
2020-11-22,5500.69887594508
2020-11-23,5572.573457309358
2020-11-24,6014.367275330791
2020-11-25,4719.968759139837
2020-11-26,5118.057311437432
2020-11-27,4408.651362946277
2020-11-28,5187.230044961088
2020-11-29,4844.749145053019
2020-11-30,5574.090100115884
2020-12-01,4752.445789696295
2020-12-02,4465.779703064939
2020-12-03,4818.793884188656
2020-12-04,4355.102788180864
2020-12-05,5160.5964717128945
2020-12-06,4303.204338796063
2020-12-07,4918.677960934795
2020-12-08,4274.161121388323
2020-12-09,4788.735597933179
2020-12-10,5365.118706445248
2020-12-11,4967.543765120645
2020-12-12,4587.513051599956
2020-12-13,4824.383208659546
2020-12-14,4826.307623976233
2020-12-15,4949.828963178119
2020-12-16,4385.102449040097
2020-12-17,4960.036856907597
2020-12-18,3958.046340689517
2020-12-19,4567.489881957374
2020-12-20,4597.062599598021
2020-12-21,4920.6342176510225
2020-12-22,4724.522581049663
2020-12-23,4283.17112581877
2020-12-24,4396.462202829798
2020-12-25,4738.701440501322
2020-12-26,4642.535542099362
2020-12-27,4479.701634019841
2020-12-28,4496.4004654565
2020-12-29,4836.7451394438995
2020-12-30,4459.867288845064
2020-12-31,4576.067959446095
2021-01-01,5553.47630907898
2021-01-02,4462.754522354976
2021-01-03,4321.717927854644
2021-01-04,5099.81026407888
2021-01-05,4648.657962065764
2021-01-06,4744.355735277802
2021-01-07,4593.118472105548
2021-01-08,4737.229677067877
2021-01-09,5282.505071960505
2021-01-10,5031.429303082386
2021-01-11,5037.381755518768
2021-01-12,4341.850909359233
2021-01-13,4409.46117154179
2021-01-14,3891.2594330426555
2021-01-15,4488.435498698009
2021-01-16,5006.621867652826
2021-01-17,4863.153934593167
2021-01-18,4630.176390358964
2021-01-19,4678.605384553067
2021-01-20,4467.402977143047
2021-01-21,4724.380871458646
2021-01-22,4881.715947722734
2021-01-23,4156.30363487137
2021-01-24,4720.202359543572
2021-01-25,4899.401260358157
2021-01-26,4484.630974091634
2021-01-27,4808.992136217484
2021-01-28,5432.93288336927
2021-01-29,4547.125051157056
2021-01-30,4686.451080074175
2021-01-31,4337.215606994769
2021-02-01,4603.327450620465
2021-02-02,4677.501430386928
2021-02-03,4588.491781915808
2021-02-04,4214.90369650696
2021-02-05,4573.650846140663
2021-02-06,4941.490616050426
2021-02-07,4628.674221217911
2021-02-08,4774.096036072547
2021-02-09,4405.979949403305
2021-02-10,4693.807040801833
2021-02-11,4544.542960155922
2021-02-12,4167.589633256868
2021-02-13,4540.696341698954
2021-02-14,4140.08746238347
2021-02-15,4240.37026849163
2021-02-16,4479.854382623735
2021-02-17,4505.23648899924
2021-02-18,4052.488633164491
2021-02-19,4718.839135317429
2021-02-20,4567.82214445815
2021-02-21,4178.572316336583
2021-02-22,3922.681569093127
2021-02-23,4334.649158224389
2021-02-24,4238.7000340981385
2021-02-25,4400.988664545244
2021-02-26,4252.877282108785
2021-02-27,3754.544900131677
2021-02-28,4235.4529702311675
2021-03-01,4255.653256957933
2021-03-02,4533.027449889402
2021-03-03,4129.268912607557
2021-03-04,4838.341654538936
2021-03-05,3757.469472064
2021-03-06,4720.747337917676
2021-03-07,4256.75097146852
2021-03-08,4578.786814231271
2021-03-09,4341.932532243343
2021-03-10,4657.156392073523
2021-03-11,4196.59649664917
2021-03-12,3980.952759973784
2021-03-13,4734.643093507064
2021-03-14,4272.620258240267
2021-03-15,4371.524905136703
2021-03-16,4674.096590887915
2021-03-17,3992.919251056042
2021-03-18,4480.209398642733
2021-03-19,4123.871786372358
2021-03-20,4260.689482791171
2021-03-21,4321.746195624233
2021-03-22,3849.940386763776
2021-03-23,4066.522510668952
2021-03-24,4705.884359294179
2021-03-25,4567.030790708765
2021-03-26,4283.214396970712
2021-03-27,4375.997790443484
2021-03-28,4216.063818138598
2021-03-29,4712.808358684946
2021-03-30,4247.444855346236
2021-03-31,4379.040545844965
2021-04-01,4655.453680678551
2021-04-02,4080.808701842521
2021-04-03,4784.2504992198255
2021-04-04,3860.2862356976716
2021-04-05,4811.344697945209
2021-04-06,4213.892371573266
2021-04-07,4256.34303774819
2021-04-08,3765.8208287011885
2021-04-09,4200.269197565327
2021-04-10,4028.860750121578
2021-04-11,4162.814052931537
2021-04-12,4308.428788646142
2021-04-13,4641.6812216574735
2021-04-14,4421.552539632711
2021-04-15,4456.707004881334
2021-04-16,4041.083823744354
2021-04-17,4111.050620879999
2021-04-18,4920.631495660732
2021-04-19,4166.389057113503
2021-04-20,4889.943696759006
2021-04-21,4326.489374288542
2021-04-22,4406.613412136199
2021-04-23,4733.746729423333
2021-04-24,4801.103922355738
2021-04-25,4393.378262141918
2021-04-26,4317.419668966727
2021-04-27,4424.569571187815
2021-04-28,4550.366442338628
2021-04-29,4724.181863493344
2021-04-30,4466.047069395164
2021-05-01,4658.604769243992
2021-05-02,4972.77856332236
2021-05-03,4604.16381790702
2021-05-04,4591.933089578444
2021-05-05,4051.5937237510448
2021-05-06,3727.03849223995
2021-05-07,4641.918973480315
2021-05-08,4506.263155197988
2021-05-09,4389.732483400869
2021-05-10,4626.833097574195
2021-05-11,4545.406710464691
2021-05-12,4911.759849522537
2021-05-13,4609.298199147042
2021-05-14,4369.565361892605
2021-05-15,4901.004856467214
2021-05-16,4549.260472425788
2021-05-17,4782.934687883354
2021-05-18,4492.450303266445
2021-05-19,4451.548055697045
2021-05-20,4682.688763531546
2021-05-21,4672.345385174028
2021-05-22,4823.616447990067
2021-05-23,4610.355893920237
2021-05-24,4151.429361691742
2021-05-25,4583.995828618175
2021-05-26,4963.563845730321
2021-05-27,4647.89197426783
2021-05-28,4674.968987341156
2021-05-29,5056.665397089076
2021-05-30,4559.1146246543185
2021-05-31,4321.901942894851
2021-06-01,4748.668489446767
2021-06-02,4663.795568356106
2021-06-03,4531.435185581807
2021-06-04,4781.0246385699365
2021-06-05,4993.483076023455
2021-06-06,4855.698460192515
2021-06-07,4963.089747301408
2021-06-08,5427.581174801503
2021-06-09,4793.307966631266
2021-06-10,4992.334558010967
2021-06-11,4768.766133084152
2021-06-12,4680.360468535697
2021-06-13,4771.56862488972
2021-06-14,4816.2163948689795
2021-06-15,5080.516466178562
2021-06-16,5690.249136957143
2021-06-17,4783.585149015508
2021-06-18,4886.297657897921
2021-06-19,5005.246887349566
2021-06-20,5155.829637496048
2021-06-21,5129.065243586436
2021-06-22,5448.138755301311
2021-06-23,4347.898587556497
2021-06-24,4372.635789358739
2021-06-25,4952.838368498695
2021-06-26,5443.663655316198
2021-06-27,4657.631863603897
2021-06-28,4237.866331766387
2021-06-29,5324.312900950711
2021-06-30,5238.828782609025
2021-07-01,4851.407336096279
2021-07-02,4895.508152166154
2021-07-03,4912.905259011062
2021-07-04,5249.601729995306
2021-07-05,5041.1099916495605
2021-07-06,5389.734147029796
2021-07-07,4397.5806192792625
2021-07-08,5009.306265122117
2021-07-09,4940.874730218902
2021-07-10,5214.050042757525
2021-07-11,5141.727847148543
2021-07-12,5554.610225601008
2021-07-13,4769.492375669987
2021-07-14,5352.894997581931
2021-07-15,5518.616918867992
2021-07-16,5919.889432927825
2021-07-17,5230.051903084781
2021-07-18,5483.509587611064
2021-07-19,4856.503865408429
2021-07-20,4691.463518792933
2021-07-21,5673.763975354493
2021-07-22,5429.835119794657
2021-07-23,5796.11551246369
2021-07-24,5041.4830119627995
2021-07-25,5620.29712673434
2021-07-26,6035.671669381494
2021-07-27,5611.51188759753
2021-07-28,5579.019466897887
2021-07-29,5508.924476833649
2021-07-30,5045.270624192877
2021-07-31,5933.246106380738
2021-08-01,5353.214878834717
2021-08-02,5697.570940596614
2021-08-03,5086.922422153333
2021-08-04,5211.451676065416
2021-08-05,6005.119965055406
2021-08-06,5479.551780023978
2021-08-07,6028.715671534697
2021-08-08,5578.093569505434
2021-08-09,5057.65973388506
2021-08-10,5886.349636278438
2021-08-11,5450.093424836271
2021-08-12,5844.828532358195
2021-08-13,5650.772502829607
2021-08-14,5188.085347748146
2021-08-15,5707.942723866691
2021-08-16,6324.97435762265
2021-08-17,5821.273907328694
2021-08-18,5663.20847832422
2021-08-19,6009.965839232716
2021-08-20,5757.2735082677855
2021-08-21,5763.452535126036
2021-08-22,5379.431227210452
2021-08-23,5783.2050401944025
2021-08-24,6029.619034769745
2021-08-25,5473.904506609175
2021-08-26,6157.609105976061
2021-08-27,5708.084183895462
2021-08-28,5474.3976123259135
2021-08-29,6044.94588576047
2021-08-30,5664.339650895712
2021-08-31,5982.746509702254
2021-09-01,5671.669700892796
2021-09-02,5745.3445441623935
2021-09-03,5915.2441812442175
2021-09-04,5858.116455181227
2021-09-05,5175.645419105619
2021-09-06,5441.1748193603125
2021-09-07,6059.39833681656
2021-09-08,5743.745279458778
2021-09-09,5628.860461872281
2021-09-10,5380.783157986826
2021-09-11,5466.591185412736
2021-09-12,5185.909779326931
2021-09-13,5763.78244145299
2021-09-14,5616.13215599615
2021-09-15,5506.96287981479
2021-09-16,5777.55670228073
2021-09-17,5908.017755122495
2021-09-18,6427.396888092746
2021-09-19,5346.261350615954
2021-09-20,6147.8073677922985
2021-09-21,6091.867962295575
2021-09-22,5565.931888702507
2021-09-23,5860.1305730645845
2021-09-24,5661.14789584776
2021-09-25,5853.2007504412495
2021-09-26,6249.068287346889
2021-09-27,5976.624506739955
2021-09-28,5945.9180599651245
2021-09-29,5662.415396687862
2021-09-30,5344.244112995572
2021-10-01,5724.654450822864
2021-10-02,6146.692715193292
2021-10-03,5323.8575559973815
2021-10-04,5462.561837018787
2021-10-05,5813.833658138268
2021-10-06,5477.206475968933
2021-10-07,5531.281328605909
2021-10-08,5638.181172954381
2021-10-09,5351.585963752084
2021-10-10,5464.834303677906
2021-10-11,5963.689384757766
2021-10-12,5355.832013609195
2021-10-13,5263.856401296369
2021-10-14,5549.180225684377
2021-10-15,5952.540123323615
2021-10-16,5668.440309344446
2021-10-17,5582.505144616496
2021-10-18,5729.350631226802
2021-10-19,5186.296923122256
2021-10-20,5852.191435164501
2021-10-21,5812.387105458527
2021-10-22,5567.949085083654
2021-10-23,5985.7141465537225
2021-10-24,5338.695279878066
2021-10-25,6008.138347019003
2021-10-26,5708.751638263013
2021-10-27,5553.894182777256
2021-10-28,5641.175057226468
2021-10-29,5607.057961565753
2021-10-30,5997.247899950596
2021-10-31,5299.912721351603
2021-11-01,5385.744348905027
2021-11-02,5916.8073757581915
2021-11-03,5418.5076850097075
2021-11-04,5858.417608456449
2021-11-05,6089.018502482996
2021-11-06,5449.422412082743
2021-11-07,5764.988755080353
2021-11-08,5204.940213758193
2021-11-09,5767.787257327157
2021-11-10,5591.368230723453
2021-11-11,5663.48359559494
2021-11-12,5317.791828361877
2021-11-13,5002.89302274854
2021-11-14,5641.814558644206
2021-11-15,4861.308255184407
2021-11-16,5374.486799134872
2021-11-17,5741.284888831478
2021-11-18,5505.616856883361
2021-11-19,6021.549586698833
2021-11-20,5733.464105858864
2021-11-21,5218.5350138338445
2021-11-22,5411.56364471083
2021-11-23,5377.718809368012
2021-11-24,4905.736059259033
2021-11-25,5086.63058003186
2021-11-26,5188.788697017758
2021-11-27,4734.3265566355685
2021-11-28,5347.529014378467
2021-11-29,5246.563744651413
2021-11-30,4807.341064109578
2021-12-01,5418.320221251597
2021-12-02,5499.592104109158
2021-12-03,5340.644958114584
2021-12-04,5162.952553836721
2021-12-05,5425.181765071562
2021-12-06,5439.332743503709
2021-12-07,5314.950323588865
2021-12-08,4962.757011449419
2021-12-09,5280.484896998537
2021-12-10,5543.469134541815
2021-12-11,4993.116542120369
2021-12-12,5788.731199429636
2021-12-13,4988.871852893821
2021-12-14,5143.466359343312
2021-12-15,4919.156883560999
2021-12-16,5175.021110201175
2021-12-17,4572.493450233762
2021-12-18,4918.454135108382
2021-12-19,4741.727470065779
2021-12-20,5097.056752034204
2021-12-21,5341.8789649861565
2021-12-22,5224.438025964016
2021-12-23,4306.235516988934
2021-12-24,5617.460937854019
2021-12-25,5080.544122761163
2021-12-26,4746.1476954892005
2021-12-27,5013.394120356011
2021-12-28,5006.295813661372
2021-12-29,4740.595987224625
2021-12-30,4987.269740498736
2021-12-31,4732.9333744197365
2022-01-01,5081.186734847811
2022-01-02,4983.975572693627
2022-01-03,4747.469360405145
2022-01-04,5208.484305703913
2022-01-05,5327.840711408896
2022-01-06,5294.2920724235
2022-01-07,5373.442961335452
2022-01-08,5212.47178230259
2022-01-09,4943.125988866532
2022-01-10,5342.689924826306
2022-01-11,4671.459440000094
2022-01-12,4796.517611343283
2022-01-13,4765.547271080677
2022-01-14,5366.9998486300765
2022-01-15,5314.086299264857
2022-01-16,5165.802482850628
2022-01-17,5329.648939432194
2022-01-18,4732.845534521005
2022-01-19,5089.874005626777
2022-01-20,4936.516311400719
2022-01-21,5217.017837903585
2022-01-22,4917.3851941128905
2022-01-23,4825.586804571488
2022-01-24,5092.580608760665
2022-01-25,5182.521549229126
2022-01-26,4708.657502326605
2022-01-27,4880.459251175595
2022-01-28,4571.004359935008
2022-01-29,4129.009583805242
2022-01-30,4928.596854496696
2022-01-31,5041.304338969576
2022-02-01,4927.572144565867
2022-02-02,4254.551427565927
2022-02-03,4724.784250811825
2022-02-04,4155.307964404293
2022-02-05,5222.652647039284
2022-02-06,4477.015459799709
2022-02-07,5170.704574701522
2022-02-08,5069.260772456238
2022-02-09,4506.906434646275
2022-02-10,4429.001483594396
2022-02-11,4865.873673606866
2022-02-12,4499.5656410081165
2022-02-13,4775.8854329067535
2022-02-14,4592.748184173487
2022-02-15,4195.886826617378
2022-02-16,4053.915484698685
2022-02-17,4784.068481533582
2022-02-18,4540.791048788443
2022-02-19,4536.716458888327
2022-02-20,4904.979412696144
2022-02-21,5042.023530009581
2022-02-22,4602.193591619337
2022-02-23,4575.940919875859
2022-02-24,4822.526058190652
2022-02-25,4259.965856519465
2022-02-26,4728.758196879764
2022-02-27,4822.347749901826
2022-02-28,4856.026114246804
2022-03-01,4066.313179527687
2022-03-02,4414.522561514503
2022-03-03,4375.249839143832
2022-03-04,4664.70533884993
2022-03-05,4775.185011189923
2022-03-06,5076.410210810683
2022-03-07,4475.55701862153
2022-03-08,4471.63960303544
2022-03-09,4962.8936926893475
2022-03-10,4704.262812824974
2022-03-11,4993.100539371406
2022-03-12,4697.157288430079
2022-03-13,4261.356821711764
2022-03-14,4206.725945571567
2022-03-15,4139.60368833176
2022-03-16,4802.286567102019
2022-03-17,4959.084870610475
2022-03-18,5156.37077176687
2022-03-19,4853.771813008197
2022-03-20,4949.191862744978
2022-03-21,4426.057606212841
2022-03-22,4253.0822001747
2022-03-23,4855.197423240348
2022-03-24,4725.866717242057
2022-03-25,4633.406746435595
2022-03-26,4718.21771435878
2022-03-27,4700.016397627077
2022-03-28,4989.481627785604
2022-03-29,4994.329018381638
2022-03-30,4770.81673438659
2022-03-31,4863.2287799733895
2022-04-01,4765.863403163364
2022-04-02,4475.669227685907
2022-04-03,4843.583146344699
2022-04-04,4201.076137962906
2022-04-05,4938.619524300135
2022-04-06,4267.338164829048
2022-04-07,4714.893648134194
2022-04-08,4379.277692528223
2022-04-09,4802.7243077009625
2022-04-10,4630.6251416512705
2022-04-11,4166.681169094579
2022-04-12,4775.831967688349
2022-04-13,4480.967504265789
2022-04-14,4923.615550456535
2022-04-15,4664.801715481322
2022-04-16,4788.365936014435
2022-04-17,4388.006161256254
2022-04-18,4504.21432072713
2022-04-19,4549.357776712152
2022-04-20,4950.091965214585
2022-04-21,5202.620860294449
2022-04-22,4464.375505770285
2022-04-23,5035.691624751658
2022-04-24,4068.632970456431
2022-04-25,4368.365209897957
2022-04-26,4446.259048167157
2022-04-27,4335.593098912263
2022-04-28,4273.902666932719
2022-04-29,4880.690431073756
2022-04-30,4700.55780237856
2022-05-01,4886.760499118579
2022-05-02,4988.412449477532
2022-05-03,4869.456032179344
2022-05-04,4995.766185622123
2022-05-05,4786.407285405385
2022-05-06,4460.159516796945
2022-05-07,5142.750508957503
2022-05-08,4657.9767847479125
2022-05-09,4563.488396246563
2022-05-10,4800.398673576971
2022-05-11,4589.6845534348095
2022-05-12,4748.196659735538
2022-05-13,4986.681115138389
2022-05-14,4998.144869187494
2022-05-15,4634.605964851739
2022-05-16,4768.0881830250255
2022-05-17,5247.273584212735
2022-05-18,5084.593550444468
2022-05-19,5569.015633150838
2022-05-20,5311.476746598296
2022-05-21,5311.784712678904
2022-05-22,4563.307772243276
2022-05-23,5220.107725403186
2022-05-24,4986.405256313788
2022-05-25,4848.533452633217
2022-05-26,5075.822907746935
2022-05-27,5320.668258424207
2022-05-28,5199.133485396784
2022-05-29,4797.210304914676
2022-05-30,5295.444266909782
2022-05-31,4893.466645744932
2022-06-01,5161.862760993701
2022-06-02,5018.042733487587
2022-06-03,5055.649205987095
2022-06-04,5363.511067851697
2022-06-05,4833.973265904651
2022-06-06,5742.043550945939
2022-06-07,4624.669604707188
2022-06-08,5004.2585602704185
2022-06-09,5307.235192081058
2022-06-10,5384.124217548159
2022-06-11,5191.38742569238
2022-06-12,5217.051173601327
2022-06-13,5370.205946513336
2022-06-14,5190.523123088182
2022-06-15,5690.628104294896
2022-06-16,5537.331135216396
2022-06-17,5560.245485199951
2022-06-18,5021.438232571435
2022-06-19,5300.36726396123
2022-06-20,5246.9501982669135
2022-06-21,5048.31958729316
2022-06-22,5470.959272300605
2022-06-23,5214.522481383115
2022-06-24,5585.335899372512
2022-06-25,5080.5443512334405
2022-06-26,5930.185782905632
2022-06-27,5158.426475507958
2022-06-28,5505.946734834645
2022-06-29,5690.51687220137
2022-06-30,5294.539486438177
2022-07-01,5734.210451165994
2022-07-02,5122.414953042308
2022-07-03,5939.4636846562325
2022-07-04,5520.685914242851
2022-07-05,5350.081152113798
2022-07-06,5451.76043960891
2022-07-07,5796.644398968395
2022-07-08,5391.025237105325
2022-07-09,5353.883611665384
2022-07-10,5524.491266994151
2022-07-11,5250.053540864595
