Date,Fecal Streptococci (MPN/100mL)
2020-03-15,1935.6834464984493
2020-03-16,2236.295476640243
2020-03-17,2074.9698580069225
2020-03-18,1979.0997134066374
2020-03-19,2089.770244818377
2020-03-20,1685.866440258931
2020-03-21,1774.6511363499437
2020-03-22,1761.3307477302435
2020-03-23,2028.9636133328997
2020-03-24,2347.285289319236
2020-03-25,2447.597542684449
2020-03-26,2129.650722214562
2020-03-27,2103.0599415419156
2020-03-28,1643.677348460486
2020-03-29,1896.4989925095192
2020-03-30,1848.768528421359
2020-03-31,1883.5935719737306
2020-04-01,1975.7180011472374
2020-04-02,1916.657713707746
2020-04-03,1617.089810338632
2020-04-04,2164.5500902977533
2020-04-05,1802.5814260246113
2020-04-06,2067.2844808860796
2020-04-07,2436.699120654042
2020-04-08,1840.5948235351386
2020-04-09,1521.1443017371628
2020-04-10,1972.8711266530302
2020-04-11,2253.2733125882514
2020-04-12,2427.8986490545203
2020-04-13,1793.6044372511992
2020-04-14,2142.2758505546376
2020-04-15,1953.4310022426714
2020-04-16,2028.9948943130514
2020-04-17,2582.8779961736327
2020-04-18,1757.3721793492875
2020-04-19,2112.802079726793
2020-04-20,2159.8104569882885
2020-04-21,2287.775285849968
2020-04-22,2094.6880849304152
2020-04-23,2141.3009050835813
2020-04-24,2006.0849733327377
2020-04-25,2143.087111597815
2020-04-26,2025.5920153968373
2020-04-27,2223.633833883872
2020-04-28,2030.6051044128849
2020-04-29,2185.2721532450496
2020-04-30,2109.440023821035
2020-05-01,2346.0571459151524
2020-05-02,2116.235211434025
2020-05-03,1777.6849948766308
2020-05-04,2390.562280994842
2020-05-05,1963.025228686589
2020-05-06,2019.5175687444125
2020-05-07,2037.3413575794682
2020-05-08,2437.665809217691
2020-05-09,1742.0478480831216
2020-05-10,2803.234926214508
2020-05-11,2393.4952113681215
2020-05-12,2233.6244086053985
2020-05-13,2184.7827648191796
2020-05-14,2259.74747149115
2020-05-15,2313.824348948967
2020-05-16,2345.6922390444524
2020-05-17,2334.90323661688
2020-05-18,2248.9135504819
2020-05-19,2198.8245122557596
2020-05-20,2215.4098713432454
2020-05-21,2214.1305688494754
2020-05-22,2487.3870993155188
2020-05-23,2386.936209004747
2020-05-24,1687.8076021969387
2020-05-25,2414.7923590307364
2020-05-26,2330.3504376375968
2020-05-27,2295.5142541078344
2020-05-28,2229.4646062604193
2020-05-29,2539.960272551866
2020-05-30,2512.6672313363856
2020-05-31,2176.6630166382215
2020-06-01,2420.775626578725
2020-06-02,2153.208040763598
2020-06-03,2079.8351506019094
2020-06-04,2238.677476314954
2020-06-05,2544.8020469184585
2020-06-06,2571.288626072242
2020-06-07,2491.6563275173758
2020-06-08,2542.4669074352896
2020-06-09,2509.1223025013696
2020-06-10,2286.0571088646707
2020-06-11,2509.2300986026476
2020-06-12,2591.4425189889043
2020-06-13,2590.7542435130385
2020-06-14,2686.231825571211
2020-06-15,2598.6783700714896
2020-06-16,2535.8884281071564
2020-06-17,2688.220214051659
2020-06-18,2477.4849423388155
2020-06-19,2315.018391676539
2020-06-20,2467.3866072112473
2020-06-21,2359.6261491166274
2020-06-22,2382.175150816496
2020-06-23,2496.9060994685233
2020-06-24,2375.9172292011676
2020-06-25,2481.3900934409153
2020-06-26,2172.8279153329604
2020-06-27,2602.762763924264
2020-06-28,2568.880481129077
2020-06-29,2413.736684118502
2020-06-30,2717.49570577722
2020-07-01,2781.6273824469336
2020-07-02,2281.0402770605147
2020-07-03,2458.41580078884
2020-07-04,2465.507913045515
2020-07-05,2439.6960273363206
2020-07-06,2801.8740471534024
2020-07-07,2605.4759886857437
2020-07-08,2599.5576440660225
2020-07-09,2259.862357964831
2020-07-10,2795.8450558389018
2020-07-11,2428.9863821174913
2020-07-12,2696.8487974986024
2020-07-13,2748.307090713442
2020-07-14,2972.8757137707166
2020-07-15,2446.8327214823357
2020-07-16,2112.4853651110507
2020-07-17,2760.8845798209445
2020-07-18,3091.8773717535964
2020-07-19,2987.156190645782
2020-07-20,2788.8196581349134
2020-07-21,2656.008234799643
2020-07-22,2923.132323010237
2020-07-23,2574.293345828256
2020-07-24,2871.4892104550536
2020-07-25,2884.4449099788844
2020-07-26,3002.442118226676
2020-07-27,3349.2953512625973
2020-07-28,2882.7216284933165
2020-07-29,2709.2306490789338
2020-07-30,2812.6012880066896
2020-07-31,2470.4995995396666
2020-08-01,2691.8746829033275
2020-08-02,2755.3653217938518
2020-08-03,2738.708704024915
2020-08-04,2880.200137932568
2020-08-05,2691.3443246644474
2020-08-06,3086.0281526128506
2020-08-07,2867.7499244656324
2020-08-08,2871.6259796205545
2020-08-09,2813.573960936698
2020-08-10,2915.745550213765
2020-08-11,3055.167578468915
2020-08-12,2722.046785236209
2020-08-13,2769.0572462722866
2020-08-14,2845.024323748348
2020-08-15,2641.5640919565644
2020-08-16,2751.7337412386046
2020-08-17,2825.065028108307
2020-08-18,3099.7863819063095
2020-08-19,2981.8942449382866
2020-08-20,2972.446159638307
2020-08-21,3108.1254450057154
2020-08-22,2914.5593972918027
2020-08-23,3024.083643215552
2020-08-24,2929.1710842396224
2020-08-25,3006.5793762812436
2020-08-26,2840.5122625703502
2020-08-27,2472.7222122030316
2020-08-28,2936.9150093523376
2020-08-29,3251.4682416314504
2020-08-30,3155.171109419266
2020-08-31,3165.8776906318053
2020-09-01,3222.7544025088205
2020-09-02,2995.8489314882404
2020-09-03,3020.0280334172694
2020-09-04,2859.339589740557
2020-09-05,2921.8173897203437
2020-09-06,3110.204457540439
2020-09-07,3229.7010581865916
2020-09-08,2962.7639799996045
2020-09-09,2902.1990554057634
2020-09-10,2993.7803129683125
2020-09-11,3115.207597329499
2020-09-12,2707.340141482258
2020-09-13,2537.872762819528
2020-09-14,2887.852128175273
2020-09-15,2754.520001371246
2020-09-16,2897.5896710483203
2020-09-17,2970.068941856347
2020-09-18,2909.234569185343
2020-09-19,3290.488876762244
2020-09-20,3065.307282247833
2020-09-21,3059.8680122658443
2020-09-22,3123.881286601197
2020-09-23,2771.1919568765425
2020-09-24,3206.1518083611386
2020-09-25,2982.399798243257
2020-09-26,3130.7245480819497
2020-09-27,2781.1855853886964
2020-09-28,2683.5870419129574
2020-09-29,3156.552006586921
2020-09-30,3066.745181209494
2020-10-01,2809.3965349512428
2020-10-02,2814.0726590612453
2020-10-03,3211.1460551974847
2020-10-04,2746.0865129385666
2020-10-05,3310.269864933267
2020-10-06,2799.2347615640747
2020-10-07,3104.518883436899
2020-10-08,2908.4570948562887
2020-10-09,3092.0180579116786
2020-10-10,2859.617872724877
2020-10-11,2932.803384304531
2020-10-12,2970.329196175691
2020-10-13,2758.354321873402
2020-10-14,3103.4671841311333
2020-10-15,2849.035187868025
2020-10-16,2902.1996622994507
2020-10-17,2745.158786393044
2020-10-18,2427.539370227706
2020-10-19,2897.647606834627
2020-10-20,3414.094148347539
2020-10-21,3084.081942454518
2020-10-22,2918.7724527296527
2020-10-23,2865.384573867665
2020-10-24,2917.670277924364
2020-10-25,3017.692848758
2020-10-26,2667.0774100987032
2020-10-27,3120.9557708250823
2020-10-28,3035.901190627606
2020-10-29,3031.0791658251073
2020-10-30,2969.6394541572167
2020-10-31,2880.256745304802
2020-11-01,3005.183252617662
2020-11-02,2983.141603791519
2020-11-03,2788.0303146497763
2020-11-04,2738.071450474209
2020-11-05,2867.011872495886
2020-11-06,3150.190735037546
2020-11-07,2586.2105169759866
2020-11-08,2534.0731254540547
2020-11-09,2853.979524865585
2020-11-10,2824.5589476691207
2020-11-11,2842.310632855745
2020-11-12,2849.6026711941613
2020-11-13,2749.2521752192756
2020-11-14,3084.858821672579
2020-11-15,2459.613835509785
2020-11-16,2606.920814314276
2020-11-17,2744.714072051157
2020-11-18,2429.393433277093
2020-11-19,2715.4500258364737
2020-11-20,3075.430386699949
2020-11-21,2739.7570514961244
2020-11-22,2774.0935278979664
2020-11-23,2468.2264391407316
2020-11-24,2589.2278883768818
2020-11-25,2629.6387033430233
2020-11-26,2633.252118976987
2020-11-27,2945.1827416027363
2020-11-28,2792.395077509909
2020-11-29,2450.5145649479605
2020-11-30,2714.005196798666
2020-12-01,2756.1978701672706
2020-12-02,2876.386217340999
2020-12-03,2956.2234749132826
2020-12-04,2428.81390799843
2020-12-05,2461.3395879984
2020-12-06,2363.6372633323826
2020-12-07,2559.956485898502
2020-12-08,2691.608119786055
2020-12-09,2787.3501961806014
2020-12-10,2566.213301740754
2020-12-11,2508.930093808969
2020-12-12,2594.7256871760387
2020-12-13,2388.800923234843
2020-12-14,2965.176119247554
2020-12-15,2217.1610341931196
2020-12-16,2567.0547544620413
2020-12-17,2926.232360348193
2020-12-18,2514.269189025566
2020-12-19,2466.2956914440456
2020-12-20,2424.207416993571
2020-12-21,2451.012443533952
2020-12-22,2753.0585784330406
2020-12-23,2027.5209790512026
2020-12-24,2767.9935006425335
2020-12-25,2167.9401946013713
2020-12-26,2390.84003059227
2020-12-27,2349.7770272139774
2020-12-28,2544.811055494207
2020-12-29,2098.9716231539924
2020-12-30,2502.551240353607
2020-12-31,2806.525479760582
2021-01-01,2529.0287541846496
2021-01-02,2831.180775802181
2021-01-03,2652.4507293253723
2021-01-04,2861.6663509981395
2021-01-05,2771.9968091191467
2021-01-06,2631.5872805915305
2021-01-07,2849.218047337469
2021-01-08,3104.316101489435
2021-01-09,2697.115000542275
2021-01-10,2871.14543209427
2021-01-11,2460.4885430608833
2021-01-12,2519.858742034416
2021-01-13,2797.686117247842
2021-01-14,2992.1452262993826
2021-01-15,2758.622499772355
2021-01-16,2617.129001720122
2021-01-17,2671.9049343304414
2021-01-18,2414.3386993691247
2021-01-19,2777.7667117167284
2021-01-20,2825.845705741794
2021-01-21,2551.5507379254573
2021-01-22,2540.626546367133
2021-01-23,2680.5554266600843
2021-01-24,2532.861421586793
2021-01-25,2599.8873431226734
2021-01-26,3026.0517316870664
2021-01-27,2549.7828282383393
2021-01-28,2520.689669614092
2021-01-29,2456.110231575051
2021-01-30,2727.8110376817053
2021-01-31,2536.176986751837
2021-02-01,2436.093460228948
2021-02-02,2823.8741017160946
2021-02-03,2837.279987459239
2021-02-04,2427.1234817986697
2021-02-05,2167.8535528898956
2021-02-06,2736.7239609241406
2021-02-07,2392.4630294237013
2021-02-08,2681.791706066549
2021-02-09,2124.0349300623616
2021-02-10,2691.0774469763414
2021-02-11,2264.9406866044865
2021-02-12,2648.0613919219973
2021-02-13,2499.6146404068145
2021-02-14,2300.943090397713
2021-02-15,2405.4156380526892
2021-02-16,2619.3009516820216
2021-02-17,2498.554361946515
2021-02-18,2589.7215112195836
2021-02-19,2863.717052878141
2021-02-20,2151.2985183031287
2021-02-21,2783.4364130069566
2021-02-22,2476.842526189896
2021-02-23,2272.32354496792
2021-02-24,2182.25937368986
2021-02-25,2406.873606797485
2021-02-26,2625.5382093551952
2021-02-27,2412.3448148279463
2021-02-28,2736.86902053048
2021-03-01,2141.3241888419725
2021-03-02,2426.201638735579
2021-03-03,2175.3405211112904
2021-03-04,2495.885878209771
2021-03-05,2598.0185695258115
2021-03-06,2334.112366981715
2021-03-07,1895.1883371625408
2021-03-08,2453.730531044768
2021-03-09,2499.342435030518
2021-03-10,2491.0521051695946
2021-03-11,2655.69316237444
2021-03-12,2192.815189088275
2021-03-13,2541.7044259739196
2021-03-14,2642.9444704988678
2021-03-15,2047.6540585649893
2021-03-16,2466.3777096334466
2021-03-17,2300.834582921381
2021-03-18,2384.7368849469744
2021-03-19,2470.0954389151507
2021-03-20,2302.781146833611
2021-03-21,2264.9000548403087
2021-03-22,2406.8351136295096
2021-03-23,2182.666561237494
2021-03-24,2183.209968603121
2021-03-25,2536.6569460135183
2021-03-26,2171.5787064141914
2021-03-27,2535.3030021082527
2021-03-28,2495.409305123814
2021-03-29,2058.7275495329145
2021-03-30,2269.5208219891924
2021-03-31,2645.1471594124814
2021-04-01,2211.5299853960178
2021-04-02,2316.465912402318
2021-04-03,2503.4880078975507
2021-04-04,2569.627874270309
2021-04-05,2364.6602618653474
2021-04-06,2297.627992234244
2021-04-07,2703.9090804035513
2021-04-08,2769.662519463563
2021-04-09,2620.2433520087825
2021-04-10,2444.2654347994335
2021-04-11,2268.418826700867
2021-04-12,2266.9925042772247
2021-04-13,2540.731979263553
2021-04-14,2523.1940003194195
2021-04-15,2723.255724496619
2021-04-16,2576.58311210591
2021-04-17,2149.5685048219148
2021-04-18,2664.39885031481
2021-04-19,2258.3541195654357
2021-04-20,2385.259893037408
2021-04-21,2516.311863885541
2021-04-22,2869.7515188188913
2021-04-23,3097.0751654373084
2021-04-24,2601.0354090099972
2021-04-25,2447.7753630730185
2021-04-26,2596.1628530449034
2021-04-27,2671.7615556710866
2021-04-28,2435.1859308012235
2021-04-29,2863.569442804076
2021-04-30,2555.8662263028923
2021-05-01,2614.8412043763096
2021-05-02,2654.031946171611
2021-05-03,2610.831278274614
2021-05-04,2700.0795886119295
2021-05-05,2414.727343542659
2021-05-06,2432.5113380699067
2021-05-07,2330.2399898798376
2021-05-08,2644.373862512212
2021-05-09,2718.56549128595
2021-05-10,2660.737264109238
2021-05-11,2910.5837061520165
2021-05-12,2581.164645789102
2021-05-13,2722.7249568980687
2021-05-14,2377.421389714574
2021-05-15,2525.216716024738
2021-05-16,2748.707414786255
2021-05-17,2786.46954400307
2021-05-18,2564.9889538833536
2021-05-19,2616.6775638592367
2021-05-20,2334.717446981063
2021-05-21,2574.2586879126256
2021-05-22,2831.188857623969
2021-05-23,2775.674083163419
2021-05-24,2768.358008824817
2021-05-25,2685.8400665659865
2021-05-26,2685.0248354504197
2021-05-27,2559.3389707991523
2021-05-28,2839.0216894375208
2021-05-29,2791.3628857560743
2021-05-30,2813.5414981532235
2021-05-31,2617.954970378298
2021-06-01,2300.5699662286943
2021-06-02,2958.795711504557
2021-06-03,2651.7718964701744
2021-06-04,2583.2036307510716
2021-06-05,2902.716703615746
2021-06-06,2693.9208244580805
2021-06-07,2992.650893806349
2021-06-08,2912.440433413257
2021-06-09,2934.1616147057857
2021-06-10,2532.6955028382713
2021-06-11,3056.7422249865413
2021-06-12,2875.0956959146306
2021-06-13,2757.505186094127
2021-06-14,2868.573671018774
2021-06-15,2493.2021046966183
2021-06-16,2938.7481629274107
2021-06-17,2659.724484962426
2021-06-18,2603.656109219666
2021-06-19,2578.317356945049
2021-06-20,3113.9309969200676
2021-06-21,2774.1473212614424
2021-06-22,3215.3522200612174
2021-06-23,2810.050513200913
2021-06-24,2584.3382420930375
2021-06-25,2711.096325411428
2021-06-26,3190.144723370111
2021-06-27,2920.371213136384
2021-06-28,2850.4465631515563
2021-06-29,3000.6430312271896
2021-06-30,3077.5109575656493
2021-07-01,3209.1263352712313
2021-07-02,3283.8132009002074
2021-07-03,2930.5985207764925
2021-07-04,2745.7512192856752
2021-07-05,2936.6433507783195
2021-07-06,3079.7327488746705
2021-07-07,2843.2272935249307
2021-07-08,2852.8110334612957
2021-07-09,3121.218188638122
2021-07-10,3050.9043605320917
2021-07-11,3075.320848879374
2021-07-12,2925.138994148172
2021-07-13,3038.7821286041835
2021-07-14,2907.9850742681424
2021-07-15,3278.7836768279435
2021-07-16,3315.646668250909
2021-07-17,2747.150223827597
2021-07-18,2938.212498831723
2021-07-19,2832.46928443341
2021-07-20,3009.362133176515
2021-07-21,3130.200181121916
2021-07-22,2864.4064279863464
2021-07-23,2977.3358410577125
2021-07-24,2968.21111135285
2021-07-25,3217.6711224635987
2021-07-26,3197.219745552809
2021-07-27,3046.0526260594497
2021-07-28,3232.7275179082617
2021-07-29,3094.90241814011
2021-07-30,3156.692352155223
2021-07-31,3552.4065685047963
2021-08-01,3492.40699087556
2021-08-02,2970.90106173562
2021-08-03,3403.1682929923077
2021-08-04,3405.8056945101516
2021-08-05,3020.0765057752997
2021-08-06,3419.5838398918595
2021-08-07,3569.408402830467
2021-08-08,3043.19955023311
2021-08-09,3089.9854796454247
2021-08-10,3482.6851976079815
2021-08-11,3339.0064756070988
2021-08-12,3400.4431805832924
2021-08-13,3363.590671658488
2021-08-14,3378.819728272967
2021-08-15,3040.475103841464
2021-08-16,3520.201817975497
2021-08-17,3549.5033116684585
2021-08-18,3274.4310540036336
2021-08-19,3316.2131558009914
2021-08-20,3023.160478626757
2021-08-21,3436.5791285683654
2021-08-22,3452.35734091495
2021-08-23,3329.5955515718197
2021-08-24,3570.8613452038744
2021-08-25,3282.9999886301334
2021-08-26,3466.4280915800377
2021-08-27,3153.1311263542434
2021-08-28,3355.7752136834697
2021-08-29,3328.8999902090313
2021-08-30,3411.980198819651
2021-08-31,3296.022643204276
2021-09-01,3346.503674579237
2021-09-02,3540.7376924358778
2021-09-03,3290.7645658483093
2021-09-04,3059.249471788414
2021-09-05,3732.786749668511
2021-09-06,3661.322776663851
2021-09-07,3128.5976885650866
2021-09-08,3526.8657318018672
2021-09-09,3290.058281025536
2021-09-10,3444.9343514422576
2021-09-11,3452.519546999692
2021-09-12,3348.084687480412
2021-09-13,3239.3579715916867
2021-09-14,3259.0007429837237
2021-09-15,3214.721114977341
2021-09-16,3232.298044907989
2021-09-17,3385.7820525679113
2021-09-18,3256.473007797691
2021-09-19,3536.2946641324693
2021-09-20,3697.4446009352805
2021-09-21,3283.9476810533606
2021-09-22,3447.654040450754
2021-09-23,3499.3768798531037
2021-09-24,3493.359034616551
2021-09-25,3413.5205044603026
2021-09-26,3546.0891392222934
2021-09-27,3493.0782151698386
2021-09-28,3148.0245475312677
2021-09-29,3568.170007994025
2021-09-30,3570.4322424352636
2021-10-01,3238.806055154275
2021-10-02,3397.394412912265
2021-10-03,3524.6710738783977
2021-10-04,3344.1963343986586
2021-10-05,3598.5645010652347
2021-10-06,3854.5097732059467
2021-10-07,3222.161701966652
2021-10-08,3100.6315776844676
2021-10-09,3434.944509127061
2021-10-10,3515.693072720439
2021-10-11,3322.2673983787618
2021-10-12,3656.0140981831964
2021-10-13,3094.4242011518973
2021-10-14,3497.3755376360186
2021-10-15,3234.1301508953293
2021-10-16,3695.5534824038014
2021-10-17,3746.4227160010782
2021-10-18,3190.697343758077
2021-10-19,3230.094674805052
2021-10-20,3507.7707367506214
2021-10-21,3254.144934067053
2021-10-22,3318.078841288466
2021-10-23,3327.7022127850137
2021-10-24,2934.028108469787
2021-10-25,3310.4095501431075
2021-10-26,3170.323470910123
2021-10-27,3204.615408680518
2021-10-28,3586.817832585071
2021-10-29,3041.523548683506
2021-10-30,3450.083058033116
2021-10-31,3226.1517203289095
2021-11-01,3220.381380066837
2021-11-02,3428.6853846346403
2021-11-03,3332.789035957022
2021-11-04,3372.961056281887
2021-11-05,3446.4287371601613
2021-11-06,3180.378936806824
2021-11-07,3117.939357836958
2021-11-08,3017.0018267952073
2021-11-09,3062.4960726087515
2021-11-10,3810.8462416800267
2021-11-11,3463.3173234452743
2021-11-12,2937.427426740059
2021-11-13,2936.3204402637475
2021-11-14,3290.265838489935
2021-11-15,3296.339093427756
2021-11-16,3289.571398268561
2021-11-17,3121.629060559586
2021-11-18,3140.2741720803865
2021-11-19,3223.607100339798
2021-11-20,3167.799507981554
2021-11-21,2699.276279004838
2021-11-22,3089.619827721893
2021-11-23,2957.672059902167
2021-11-24,3155.30167595695
2021-11-25,3709.5519705054594
2021-11-26,3178.1743125026715
2021-11-27,3034.0892010937537
2021-11-28,3273.2142829974327
2021-11-29,3177.3944428067266
2021-11-30,3156.825054425735
2021-12-01,3186.074359755399
2021-12-02,3467.862233433822
2021-12-03,2822.1787225715625
2021-12-04,3134.8417529618987
2021-12-05,2846.5565203676956
2021-12-06,3134.6136195089175
2021-12-07,2831.4155328180873
2021-12-08,2923.2870949988815
2021-12-09,2939.318462049207
2021-12-10,3185.046636731723
2021-12-11,3165.0943952577413
2021-12-12,2723.756123170661
2021-12-13,2975.36091092626
2021-12-14,2813.913532611013
2021-12-15,2695.5673927735324
2021-12-16,2895.2898295318573
2021-12-17,2868.4100809917327
2021-12-18,3406.8544137713698
2021-12-19,2999.5011851857057
2021-12-20,2628.7799982934966
2021-12-21,2782.7417007214676
2021-12-22,3091.3674389723133
2021-12-23,3296.1774380717197
2021-12-24,2552.696698869512
2021-12-25,2485.3218833554592
2021-12-26,3226.924660165757
2021-12-27,2922.0933319133337
2021-12-28,2661.9673648984367
2021-12-29,2934.02621876455
2021-12-30,2291.4469457273663
2021-12-31,2810.791808456651
2022-01-01,3267.2277896718288
2022-01-02,3378.093570187668
2022-01-03,2982.0679744261865
2022-01-04,3193.6263420402042
2022-01-05,2983.082328424079
2022-01-06,3210.961413535256
2022-01-07,2972.5743258906496
2022-01-08,3061.8263117000424
2022-01-09,2936.132679929689
2022-01-10,3257.4210920293644
2022-01-11,3290.833357966449
2022-01-12,3064.2219034065347
2022-01-13,3110.852460663772
2022-01-14,2805.6037376654804
2022-01-15,3027.5645004138655
2022-01-16,3069.6996844164037
2022-01-17,3596.2052714517654
2022-01-18,2842.0268410082354
2022-01-19,3349.6990941961426
2022-01-20,3248.7508479702738
2022-01-21,3098.096085390101
2022-01-22,3386.35907275806
2022-01-23,3101.8008752510473
2022-01-24,3098.0372079284975
2022-01-25,3002.4897354443287
2022-01-26,3250.8211503374887
2022-01-27,3218.481815149715
2022-01-28,2867.222242519094
2022-01-29,2721.7691537823293
2022-01-30,2938.3765159025866
2022-01-31,2812.414108515928
2022-02-01,2953.263152970162
2022-02-02,3207.10092219832
2022-02-03,2861.8990555391533
2022-02-04,2938.643518684096
2022-02-05,2952.766090123698
2022-02-06,3104.907399397813
2022-02-07,2480.011127778781
2022-02-08,2802.3265272809363
2022-02-09,2960.3124320606235
2022-02-10,3152.573770601852
2022-02-11,2808.794582959402
2022-02-12,2526.5980269003176
2022-02-13,3020.702316032755
2022-02-14,2764.6584965119164
2022-02-15,2648.8895688199727
2022-02-16,2757.1681823480367
2022-02-17,2840.4703997922984
2022-02-18,2751.889982217444
2022-02-19,2427.31572455523
2022-02-20,3043.5600800227658
2022-02-21,3114.9689062689763
2022-02-22,2986.2757369531546
2022-02-23,2624.543220547582
2022-02-24,2808.0237920481545
2022-02-25,2843.393421907
2022-02-26,2960.9670648826855
2022-02-27,2971.5227366470695
2022-02-28,2687.8032747253114
2022-03-01,2847.9584381349964
2022-03-02,2920.075509227838
2022-03-03,3116.9836744232675
2022-03-04,2964.0608096497217
2022-03-05,2978.4524289814553
2022-03-06,2835.030051303798
2022-03-07,3098.1229375286684
2022-03-08,2895.893460877369
2022-03-09,2639.7771426491017
2022-03-10,3090.8671482022933
2022-03-11,2948.1173785178144
2022-03-12,2718.4171207923882
2022-03-13,2709.762611403981
2022-03-14,2863.758077031425
2022-03-15,2896.0085344198096
2022-03-16,2841.9057975758924
2022-03-17,2863.9322838114917
2022-03-18,3141.03289448258
2022-03-19,3014.8687726544604
2022-03-20,2838.353977909326
2022-03-21,2988.3037868261276
2022-03-22,2593.499849426397
2022-03-23,2879.7011589994163
2022-03-24,3162.23626432678
2022-03-25,2757.173110343743
2022-03-26,2631.8107277221056
2022-03-27,2671.622724207798
2022-03-28,2584.964439084546
2022-03-29,2646.9365136654933
2022-03-30,2730.9321327383177
2022-03-31,2525.211874967278
2022-04-01,2810.8867584138748
2022-04-02,2989.802199621525
2022-04-03,2629.5245932177872
2022-04-04,3116.8065571421434
2022-04-05,2917.1264567797652
2022-04-06,3023.246148297384
2022-04-07,2687.8681972934223
2022-04-08,2992.7876321173703
2022-04-09,2606.0849617733606
2022-04-10,3005.25130645373
2022-04-11,2864.4398389877583
2022-04-12,2943.7316295854944
2022-04-13,2601.1102370854314
2022-04-14,2660.5003876863616
2022-04-15,2962.3816495580104
2022-04-16,2656.823492753842
2022-04-17,2942.8258235937033
2022-04-18,2580.5817654781767
2022-04-19,3027.6010875616516
2022-04-20,2615.5494844741766
2022-04-21,2976.731810171106
2022-04-22,2995.7442075912986
2022-04-23,2735.737090550321
2022-04-24,2996.096110599706
2022-04-25,2936.503139483807
2022-04-26,2781.4933521102453
2022-04-27,2692.519533681078
2022-04-28,2506.794317578146
2022-04-29,2974.4571810815505
2022-04-30,2596.891520192201
2022-05-01,2934.3614264462926
2022-05-02,2868.157452544269
2022-05-03,3062.3425112393616
2022-05-04,2871.8823886200344
2022-05-05,2872.2884235826255
2022-05-06,3090.545829716772
2022-05-07,3017.2824422910003
2022-05-08,3019.704807824722
2022-05-09,3056.6317085452324
2022-05-10,2662.0682662374397
2022-05-11,3127.0429554799057
2022-05-12,3104.777608357632
2022-05-13,2785.640000064267
2022-05-14,2946.945470207597
2022-05-15,2994.7751989940925
2022-05-16,2982.7005063927527
2022-05-17,3083.421115168148
2022-05-18,3310.055699782427
2022-05-19,3247.350759765416
2022-05-20,2775.8483576309436
2022-05-21,3170.0785261351575
2022-05-22,3318.8988888270933
2022-05-23,3137.9947840799464
2022-05-24,3286.420949585768
2022-05-25,3478.3394182699476
2022-05-26,3288.3541129461805
2022-05-27,3141.2649178221873
2022-05-28,3308.2737002139643
2022-05-29,3136.1458634975747
2022-05-30,3119.918337211655
2022-05-31,3052.8790917690676
2022-06-01,3443.921221969365
2022-06-02,2975.6794359654177
2022-06-03,3454.0129326074784
2022-06-04,3255.73160830777
2022-06-05,2884.159686272559
2022-06-06,3245.8532110401907
2022-06-07,2760.6583154667
2022-06-08,3314.1408468641243
2022-06-09,3374.4940466634885
2022-06-10,3087.4154539479673
2022-06-11,3239.0629671003776
2022-06-12,3613.6770764179164
2022-06-13,3130.2112730909803
2022-06-14,3028.1144601390033
