Date,Fecal Coliform (MPN/100mL)
2020-04-24,4612.825431224291
2020-04-25,4717.423536485274
2020-04-26,4656.134210654534
2020-04-27,4435.4477395712875
2020-04-28,4903.997168848938
2020-04-29,4832.209095894889
2020-04-30,4846.5574932782465
2020-05-01,4513.139023953915
2020-05-02,4982.375609569287
2020-05-03,4428.379573663153
2020-05-04,4833.184995782507
2020-05-05,5161.097151792931
2020-05-06,4532.217738742875
2020-05-07,4624.508793745245
2020-05-08,4765.264101717761
2020-05-09,4652.324098231393
2020-05-10,4450.689577165785
2020-05-11,4782.453214427099
2020-05-12,4564.311208190258
2020-05-13,4879.63236405796
2020-05-14,4609.2791409767815
2020-05-15,5111.506716931227
2020-05-16,4653.328287758082
2020-05-17,4754.126508858293
2020-05-18,4989.900340550955
2020-05-19,4589.777772293879
2020-05-20,4890.289420609563
2020-05-21,5115.163220760499
2020-05-22,4541.263049018281
2020-05-23,4908.79660916475
2020-05-24,4933.038953805439
2020-05-25,5046.699218825204
2020-05-26,4652.293696256994
2020-05-27,4645.015883859561
2020-05-28,5022.990269377216
2020-05-29,4987.5622089122335
2020-05-30,4987.892896763353
2020-05-31,5016.775902142927
2020-06-01,4821.233258668883
2020-06-02,5013.498004638427
2020-06-03,5035.525034931371
2020-06-04,4843.954821874263
2020-06-05,5369.942925159239
2020-06-06,5101.562924578787
2020-06-07,4778.586392756971
2020-06-08,5158.248021805594
2020-06-09,4842.127640048589
2020-06-10,5204.641034239604
2020-06-11,5289.133823402913
2020-06-12,4903.496273061699
2020-06-13,5270.550398909252
2020-06-14,5170.695166918838
2020-06-15,5262.83315275643
2020-06-16,5488.077140449397
2020-06-17,5069.950576465474
2020-06-18,4978.599800154855
2020-06-19,4961.769100381394
2020-06-20,4986.837943006913
2020-06-21,5144.90767181068
2020-06-22,5238.883361936976
2020-06-23,5236.309960199956
2020-06-24,5356.718105888597
2020-06-25,5204.17925761805
2020-06-26,5502.567833899924
2020-06-27,5169.193460292021
2020-06-28,5776.401096585882
2020-06-29,5367.71876195157
2020-06-30,5081.34437522563
2020-07-01,5048.757526293724
2020-07-02,5369.557182969809
2020-07-03,5238.4603507373295
2020-07-04,5436.003758421989
2020-07-05,5397.859501984421
2020-07-06,5298.609111989089
2020-07-07,5153.730716114685
2020-07-08,5029.983289856601
2020-07-09,5253.458806602014
2020-07-10,5523.793498621162
2020-07-11,5405.024422131864
2020-07-12,5122.686969992006
2020-07-13,5416.034228916401
2020-07-14,5467.956269469351
2020-07-15,5223.544674327163
2020-07-16,5440.410376719365
2020-07-17,5430.579348733446
2020-07-18,5199.536102975586
2020-07-19,5508.79777613913
2020-07-20,5558.422235369633
2020-07-21,5671.812814946318
2020-07-22,5674.809774826311
2020-07-23,5197.269229331561
2020-07-24,5293.896179917547
2020-07-25,5593.0281072164025
2020-07-26,5601.237354254723
2020-07-27,5609.845549437668
2020-07-28,6285.63242020002
2020-07-29,5637.406151203154
2020-07-30,5758.372508570226
2020-07-31,5729.978089319629
2020-08-01,5677.259021206527
2020-08-02,5491.612322371699
2020-08-03,5714.025504432854
2020-08-04,5415.109953323474
2020-08-05,5529.630252021063
2020-08-06,5487.113713411727
2020-08-07,5607.625041655656
2020-08-08,6061.1149659526345
2020-08-09,5231.530446568788
2020-08-10,5748.900934205265
2020-08-11,5295.634336404534
2020-08-12,5530.18102089618
2020-08-13,5848.606772298279
2020-08-14,5649.779439223509
2020-08-15,5427.336976395587
2020-08-16,5505.641633967491
2020-08-17,5790.290593167621
2020-08-18,5513.816928573089
2020-08-19,5708.550092881877
2020-08-20,5679.588180818521
2020-08-21,5545.2149535653825
2020-08-22,6109.229323831084
2020-08-23,5811.972612339331
2020-08-24,5284.750004459825
2020-08-25,5731.499150635467
2020-08-26,5566.119499957523
2020-08-27,5873.069439589226
2020-08-28,5548.020862460978
2020-08-29,5687.355049000375
2020-08-30,5814.911090561229
2020-08-31,5890.50887129031
2020-09-01,5480.574628365937
2020-09-02,5656.840648786953
2020-09-03,5631.6888080911895
2020-09-04,5598.778116078171
2020-09-05,6085.129201167124
2020-09-06,5815.456615295643
2020-09-07,5484.532214036385
2020-09-08,5922.356271573921
2020-09-09,6165.115529453781
2020-09-10,5948.902717546622
2020-09-11,5440.085503861609
2020-09-12,5648.486511077509
2020-09-13,5999.912973973695
2020-09-14,5606.017504564551
2020-09-15,5837.158869494139
2020-09-16,5903.988063379205
2020-09-17,5564.163912428193
2020-09-18,5737.956029975575
2020-09-19,5101.7409758279
2020-09-20,5545.072466925985
2020-09-21,5699.214138133782
2020-09-22,5499.77119295805
2020-09-23,6075.232557305562
2020-09-24,5461.967065460376
2020-09-25,5659.054289321021
2020-09-26,5772.1022250176675
2020-09-27,6032.923096209296
2020-09-28,5456.034123903516
2020-09-29,5974.20164040929
2020-09-30,5741.8025433919065
2020-10-01,5541.466484777704
2020-10-02,5828.027025232075
2020-10-03,5773.08285709213
2020-10-04,5610.719294382679
2020-10-05,5742.042746136493
2020-10-06,5648.167970820026
2020-10-07,5744.912067028517
2020-10-08,5851.443082911512
2020-10-09,6032.860049263323
2020-10-10,5464.565708011889
2020-10-11,6135.041033554041
2020-10-12,5314.156873411356
2020-10-13,5670.193156628519
2020-10-14,5814.0262193534445
2020-10-15,5748.211854941817
2020-10-16,5562.963670476826
2020-10-17,5641.209943506241
2020-10-18,5579.407135452354
2020-10-19,5555.1508398367505
2020-10-20,5837.805696234152
2020-10-21,5733.996399042906
2020-10-22,5518.567515359708
2020-10-23,5831.475262737833
2020-10-24,5707.272423409668
2020-10-25,5802.495254635342
2020-10-26,5759.81373617729
2020-10-27,5461.910716085155
2020-10-28,5509.353705007835
2020-10-29,5764.389145844877
2020-10-30,5730.407220761019
2020-10-31,5597.419777726375
2020-11-01,5618.198683170915
2020-11-02,5843.267511609578
2020-11-03,5462.291870438412
2020-11-04,5682.7696422983145
2020-11-05,5525.5302056454075
2020-11-06,5514.927805040766
2020-11-07,5770.593688925558
2020-11-08,5708.177084123057
2020-11-09,5697.934755142066
2020-11-10,5788.353450188366
2020-11-11,5523.3715283045485
2020-11-12,5647.365032193947
2020-11-13,5440.6178000567925
2020-11-14,5559.0966312402825
2020-11-15,5459.724946572569
2020-11-16,5496.543456122934
2020-11-17,5587.469433984543
2020-11-18,5295.993297962817
2020-11-19,5869.222543204558
2020-11-20,5240.560147965274
2020-11-21,5189.857982046771
2020-11-22,5655.166190805089
2020-11-23,5572.643809402884
2020-11-24,5529.824167392164
2020-11-25,5521.282677142229
2020-11-26,5383.704811424497
2020-11-27,5197.173904825212
2020-11-28,5382.189150076606
2020-11-29,5221.935045300018
2020-11-30,5542.669036018268
2020-12-01,5308.452748261068
2020-12-02,5162.928252205592
2020-12-03,5253.86123678893
2020-12-04,5390.785586491929
2020-12-05,5185.468397727766
2020-12-06,5123.739323025081
2020-12-07,5326.84999156226
2020-12-08,5316.99704809789
2020-12-09,5156.471316361111
2020-12-10,5153.476546639446
2020-12-11,5283.889505623452
2020-12-12,4937.632038172084
2020-12-13,4935.502649397706
2020-12-14,5063.033205639833
2020-12-15,5153.742457197708
2020-12-16,5248.309479539076
2020-12-17,5470.884583192629
2020-12-18,5337.0229887766845
2020-12-19,5123.176492140527
2020-12-20,5141.0325602862495
2020-12-21,4934.003062936159
2020-12-22,5120.484032998804
2020-12-23,5056.140305796497
2020-12-24,5168.11182452754
2020-12-25,4927.831761399216
2020-12-26,5186.873898575218
2020-12-27,5379.298876128967
2020-12-28,5040.7684521567035
2020-12-29,5132.658136656678
2020-12-30,5180.168846906885
2020-12-31,4951.752171746687
2021-01-01,5176.8147624859375
2021-01-02,5124.405930892482
2021-01-03,5131.351817571399
2021-01-04,4947.184734940345
2021-01-05,5096.702739214985
2021-01-06,5181.461253129561
2021-01-07,5362.201029994914
2021-01-08,5253.989940655545
2021-01-09,5482.991402167593
2021-01-10,4889.16309981995
2021-01-11,5207.435888906275
2021-01-12,5060.043622025291
2021-01-13,5451.806420649654
2021-01-14,4842.726767639598
2021-01-15,4827.055427582112
2021-01-16,4865.810200300899
2021-01-17,4551.6768390329635
2021-01-18,4862.15329105953
2021-01-19,4806.409843424046
2021-01-20,4979.333669227776
2021-01-21,5008.71376054592
2021-01-22,5306.796138946018
2021-01-23,5112.94050451282
2021-01-24,4798.865711421413
2021-01-25,4726.053704987733
2021-01-26,4995.712682925818
2021-01-27,4624.978920660918
2021-01-28,5247.120993192874
2021-01-29,5108.630335386757
2021-01-30,4770.932041637121
2021-01-31,4514.279279856373
2021-02-01,5119.936156304962
2021-02-02,4818.627985263267
2021-02-03,5081.5945262625055
2021-02-04,4507.76430217682
2021-02-05,4699.518847203668
2021-02-06,4813.314207491744
2021-02-07,4814.662912243791
2021-02-08,4708.386809184946
2021-02-09,4916.236818795174
2021-02-10,4571.5454893032565
2021-02-11,4750.134189948512
2021-02-12,4796.34940807281
2021-02-13,4868.999799019183
2021-02-14,4902.400144750229
2021-02-15,4529.2590623980805
2021-02-16,4441.621878201693
2021-02-17,4998.385929967863
2021-02-18,4803.869500546022
2021-02-19,4582.417415858743
2021-02-20,5037.206603878911
2021-02-21,4745.12760447445
2021-02-22,4953.0250432350695
2021-02-23,4726.000121841076
2021-02-24,5120.136103581587
2021-02-25,5054.705390432112
2021-02-26,4649.6569946685495
2021-02-27,4889.739756875015
2021-02-28,4820.640831294241
2021-03-01,4961.597503729211
2021-03-02,4491.358621849727
2021-03-03,4818.193343992385
2021-03-04,4889.47629939165
2021-03-05,4323.0214125229995
2021-03-06,4435.2659683283555
2021-03-07,4261.390894633541
2021-03-08,4612.847715133652
2021-03-09,4807.902120779771
2021-03-10,4962.703195431911
2021-03-11,4675.063024895965
2021-03-12,4984.15421913596
2021-03-13,4380.773154217618
2021-03-14,4314.655073732896
2021-03-15,4642.9363506602285
2021-03-16,4729.749903127443
2021-03-17,4645.465709328679
2021-03-18,4237.76128347279
2021-03-19,4632.8481627464225
2021-03-20,4389.378331486615
2021-03-21,4783.984514573165
2021-03-22,4723.325205377655
2021-03-23,4462.162941546594
2021-03-24,4547.676609788851
2021-03-25,4439.096042928872
2021-03-26,4639.0691966804725
2021-03-27,4843.47706641194
2021-03-28,4456.32404659652
2021-03-29,4755.475977452809
2021-03-30,4549.9889792731
2021-03-31,4499.01576811114
2021-04-01,4637.909637957833
2021-04-02,4454.167653353159
2021-04-03,4552.56113402717
2021-04-04,4425.964148378778
2021-04-05,5060.906673472373
2021-04-06,4677.608747801433
2021-04-07,4533.377028078103
2021-04-08,4719.055086191702
2021-04-09,4656.900480284741
2021-04-10,4638.4482476370695
2021-04-11,4808.9197052435475
2021-04-12,4841.199204715706
2021-04-13,4587.374760330377
2021-04-14,4582.253579241084
2021-04-15,4646.512867658471
2021-04-16,4245.407479371302
2021-04-17,4407.183265768944
2021-04-18,4988.186045613175
2021-04-19,5048.553036734238
2021-04-20,4674.657769002179
2021-04-21,4844.837579773395
2021-04-22,4796.991655943226
2021-04-23,5355.885906774531
2021-04-24,4969.5439389062285
2021-04-25,4725.714105884362
2021-04-26,4566.005979898467
2021-04-27,4441.787300544069
2021-04-28,4809.876074268639
2021-04-29,4624.162456889073
2021-04-30,4497.371747437999
2021-05-01,4659.036527021131
2021-05-02,4578.706914189984
2021-05-03,5139.24507439658
2021-05-04,4985.077737611498
2021-05-05,4814.219048759129
2021-05-06,5118.994854408941
2021-05-07,4845.7986652985355
2021-05-08,4665.511499400147
2021-05-09,5149.958644154164
2021-05-10,4960.801237791565
2021-05-11,4653.373032513719
2021-05-12,4830.672883849172
2021-05-13,4701.648300258528
2021-05-14,4608.353931738057
2021-05-15,5078.39949732987
2021-05-16,5283.403164021745
2021-05-17,4630.265431461501
2021-05-18,5031.132659437542
2021-05-19,4797.068383252655
2021-05-20,4838.5255588277305
2021-05-21,4826.318648840964
2021-05-22,4780.93651596805
2021-05-23,4972.464021519492
2021-05-24,4805.679814176082
2021-05-25,5035.153760111722
2021-05-26,4980.287022579914
2021-05-27,4951.894229059329
2021-05-28,4827.594474068096
2021-05-29,4903.24769014017
2021-05-30,5179.243519430747
2021-05-31,5137.977764219054
2021-06-01,4851.975211283822
2021-06-02,5077.104664070426
2021-06-03,5217.324689880584
2021-06-04,4743.029484047361
2021-06-05,5195.497143955524
2021-06-06,4964.263271141119
2021-06-07,5220.916074115062
2021-06-08,4964.195260888997
2021-06-09,4765.960879945925
2021-06-10,4811.555486517421
2021-06-11,5156.84110282339
2021-06-12,5209.359207945728
2021-06-13,4986.76941171116
2021-06-14,5305.593664815863
2021-06-15,4855.834969077747
2021-06-16,5185.205161028069
2021-06-17,4966.515303966116
2021-06-18,5088.660978105616
2021-06-19,5238.826767289635
2021-06-20,5067.5893132497085
2021-06-21,5173.088891154035
2021-06-22,5461.586575536389
2021-06-23,5155.274593069018
2021-06-24,5448.11022274698
2021-06-25,5065.340085149868
2021-06-26,5407.539714825525
2021-06-27,5600.174742600041
2021-06-28,4827.795926914154
2021-06-29,5172.988212173864
2021-06-30,5457.999717834677
2021-07-01,5312.166809300288
2021-07-02,5437.165200580209
2021-07-03,5252.265662578007
2021-07-04,5400.470865297079
2021-07-05,5362.068212525154
2021-07-06,5636.768389401674
2021-07-07,5464.059063180706
2021-07-08,5490.609992143406
2021-07-09,5350.57734156928
2021-07-10,5345.24055220092
2021-07-11,5366.002102192543
2021-07-12,5541.0961017814825
2021-07-13,5387.637829570352
2021-07-14,5539.353015125446
2021-07-15,5905.972953252672
2021-07-16,5674.541102253728
2021-07-17,5444.460649096691
2021-07-18,5759.180389477035
2021-07-19,5446.5150879374005
2021-07-20,5129.615397033903
2021-07-21,5344.648067912505
2021-07-22,5181.044182106091
2021-07-23,5493.746667611069
2021-07-24,5576.48677876089
2021-07-25,5916.748650355628
2021-07-26,5655.406528527503
2021-07-27,5554.660058310508
2021-07-28,5772.717128413156
2021-07-29,5172.8590602674985
2021-07-30,5670.3509606862335
2021-07-31,5785.4324193115
2021-08-01,5343.46048746502
2021-08-02,5875.731579586753
2021-08-03,5722.36545279865
2021-08-04,5579.17407755404
2021-08-05,5796.2313694522445
2021-08-06,6131.132544929944
2021-08-07,5720.559673989246
2021-08-08,5740.894331038458
2021-08-09,5606.311072709885
2021-08-10,5535.014611194179
2021-08-11,5877.716059439212
2021-08-12,5546.960745460691
2021-08-13,5738.880641497945
2021-08-14,5635.285163551783
2021-08-15,5832.719400553695
2021-08-16,5809.618353038838
2021-08-17,5956.210364671065
2021-08-18,5652.367763609737
2021-08-19,5705.915267857843
2021-08-20,5569.505631809021
2021-08-21,5681.615160822536
2021-08-22,5850.995121695517
2021-08-23,5931.838229295089
2021-08-24,5600.755743040204
2021-08-25,5963.699705812478
2021-08-26,6065.335859442573
2021-08-27,5881.163773555941
2021-08-28,6177.9419351415945
2021-08-29,5651.767170326803
2021-08-30,5561.371396631472
2021-08-31,5458.169584984282
2021-09-01,6116.566694754122
2021-09-02,5951.507041047904
2021-09-03,5812.623961773052
2021-09-04,5882.671595587344
2021-09-05,5604.346153133238
2021-09-06,6321.18874903427
2021-09-07,5860.304509498497
2021-09-08,5858.587963824372
2021-09-09,5983.9372069427045
2021-09-10,5936.886136398597
2021-09-11,5887.1864702922185
2021-09-12,5685.86460596335
2021-09-13,5939.626997077959
2021-09-14,6222.935643431378
2021-09-15,6116.635406919303
2021-09-16,6167.032309192773
2021-09-17,5746.818117407101
2021-09-18,5651.629042692093
2021-09-19,5824.703717168005
2021-09-20,5861.139426299453
2021-09-21,6068.788298887032
2021-09-22,5511.234842469451
2021-09-23,6155.237893243143
2021-09-24,5817.148716803437
2021-09-25,5762.619127063018
2021-09-26,5644.642311608384
2021-09-27,5514.982775187295
2021-09-28,6009.302555188456
2021-09-29,5857.870147577085
2021-09-30,5583.576710030087
2021-10-01,5580.740176775266
2021-10-02,5770.6112751292685
2021-10-03,6169.4106354373
2021-10-04,5781.352647704715
2021-10-05,5530.134079190817
2021-10-06,5778.9337163213
2021-10-07,5770.685976242844
2021-10-08,5282.831269389953
2021-10-09,5808.15797470374
2021-10-10,5769.469779992517
2021-10-11,5951.370080739943
2021-10-12,6178.225577611857
2021-10-13,6029.887439225407
2021-10-14,5746.77243752467
2021-10-15,5575.057596308196
2021-10-16,6306.685442044783
2021-10-17,5799.347261243843
2021-10-18,5785.620251960285
2021-10-19,5773.18230496212
2021-10-20,5812.640743379164
2021-10-21,5739.013194445158
2021-10-22,5647.860900473849
2021-10-23,5647.7776461637595
2021-10-24,5745.004633607983
2021-10-25,5637.127565007593
2021-10-26,5597.3536743321165
2021-10-27,5755.174013330947
2021-10-28,5676.714274785399
2021-10-29,6022.188510763767
2021-10-30,5184.736463141622
2021-10-31,5926.634538058818
2021-11-01,5950.817135018731
2021-11-02,5280.055160027528
2021-11-03,5619.197013635823
2021-11-04,5606.317975006419
2021-11-05,5391.847827120742
2021-11-06,5510.405398614012
2021-11-07,5436.348876593044
2021-11-08,6001.292407212844
2021-11-09,5830.229492954943
2021-11-10,5889.54384694077
2021-11-11,5771.592101566148
2021-11-12,5393.360405734551
2021-11-13,5506.070384678999
2021-11-14,5700.546063621067
2021-11-15,5349.837798964205
2021-11-16,5728.353243480584
2021-11-17,5529.079183492764
2021-11-18,5493.47386738724
2021-11-19,5701.82942825021
2021-11-20,5639.597750364674
2021-11-21,5469.570391101398
2021-11-22,5764.561665277168
2021-11-23,5307.3313505850965
2021-11-24,5637.498391999149
2021-11-25,5623.620455575409
2021-11-26,5433.704287426574
2021-11-27,5551.380770442304
2021-11-28,5226.4020638453185
2021-11-29,5651.833642279241
2021-11-30,5420.386960313843
2021-12-01,5343.100485230911
2021-12-02,5647.666069728874
2021-12-03,5287.158953455542
2021-12-04,5136.446145846818
2021-12-05,5096.873460932024
2021-12-06,5519.415298557689
2021-12-07,5132.0975316391105
2021-12-08,5729.071385660751
2021-12-09,4951.617852299401
2021-12-10,5697.151225093345
2021-12-11,5389.887701203634
2021-12-12,5318.136895777846
2021-12-13,5218.265089109759
2021-12-14,5396.822627143431
2021-12-15,5299.19510940535
2021-12-16,5517.092263943382
2021-12-17,5308.973496151883
2021-12-18,5305.873692095094
2021-12-19,5192.768621693509
2021-12-20,5243.775073389
2021-12-21,5306.396155645199
2021-12-22,4892.475257332396
2021-12-23,4954.549575776139
2021-12-24,5362.524852385068
2021-12-25,5237.741200085511
2021-12-26,5156.481282839144
2021-12-27,5186.691382340062
2021-12-28,5242.267434600786
2021-12-29,5054.568545786203
2021-12-30,4996.654847156427
2021-12-31,5181.309099584199
2022-01-01,5036.321710600848
2022-01-02,5303.5380018790165
2022-01-03,4871.299877014065
2022-01-04,5407.6178191765675
2022-01-05,5286.320200845805
2022-01-06,5233.067541743246
2022-01-07,5368.510505225008
2022-01-08,5495.2306643310185
2022-01-09,5355.228923668908
2022-01-10,4774.4577661312305
2022-01-11,4877.056368214999
2022-01-12,4998.411505338486
2022-01-13,5119.064044048287
2022-01-14,5207.918228804452
2022-01-15,4949.851033387574
2022-01-16,5123.042082285119
2022-01-17,4925.37939742426
2022-01-18,4945.000734797292
2022-01-19,4776.904156365141
2022-01-20,4864.608262710354
2022-01-21,4770.025644267222
2022-01-22,4836.387320507374
2022-01-23,5233.584096197177
2022-01-24,4824.366664787505
2022-01-25,5532.213052224883
2022-01-26,5095.992428800694
2022-01-27,5025.992786804021
2022-01-28,4809.157683985761
2022-01-29,5112.804287124298
2022-01-30,4849.639606810507
2022-01-31,4981.308148603621
2022-02-01,5461.178589125639
2022-02-02,4922.32397436886
2022-02-03,5163.885929124948
2022-02-04,4786.014548910515
2022-02-05,4912.39615369503
2022-02-06,5266.425594675209
2022-02-07,4779.873381933288
2022-02-08,5260.88961508018
2022-02-09,5033.21721941677
2022-02-10,4772.576220000922
2022-02-11,5005.091634763875
2022-02-12,5066.801171655776
2022-02-13,4990.474024650873
2022-02-14,4546.032225154359
2022-02-15,4708.76004560068
2022-02-16,4798.940985238517
2022-02-17,4827.963879768153
2022-02-18,4961.541117660239
2022-02-19,4867.654923356704
2022-02-20,4559.907337032387
2022-02-21,4898.032247817071
2022-02-22,4939.282755479069
2022-02-23,4924.454515145263
2022-02-24,5024.142663716114
2022-02-25,4970.4216528532515
2022-02-26,4891.285840210051
2022-02-27,4781.392424392414
2022-02-28,4459.373454674014
2022-03-01,4873.794836049258
2022-03-02,4825.8808513983695
2022-03-03,4835.298819431772
2022-03-04,4522.44168685767
2022-03-05,4558.55800172597
2022-03-06,4982.548241528091
2022-03-07,4761.326299414231
2022-03-08,4903.029221497089
2022-03-09,4770.057344846671
2022-03-10,4768.183012911854
2022-03-11,4947.90083000721
2022-03-12,4655.222164378227
2022-03-13,4776.017601248793
2022-03-14,4662.876503862919
2022-03-15,4667.146644953089
2022-03-16,4691.102388645853
2022-03-17,4796.43141327424
2022-03-18,4655.4999791480695
2022-03-19,5001.823395763684
2022-03-20,4571.350771143684
2022-03-21,4712.675675974885
2022-03-22,4662.059344503451
2022-03-23,5039.534475682812
2022-03-24,4789.760948558505
2022-03-25,4957.307655200389
2022-03-26,4454.492941527712
2022-03-27,4805.858655485544
2022-03-28,4931.395414988317
2022-03-29,4771.1234722043255
2022-03-30,4969.136577960658
2022-03-31,4654.132644543533
2022-04-01,5041.18519798586
2022-04-02,5220.9957425608845
2022-04-03,4690.723283008674
2022-04-04,4676.439222616394
2022-04-05,5058.638542312636
2022-04-06,5086.47046655323
2022-04-07,4668.750124245966
2022-04-08,4692.221740625686
2022-04-09,4723.009168450806
2022-04-10,4513.752065336858
2022-04-11,4602.355975938023
2022-04-12,4588.869509355832
2022-04-13,4639.915476831657
2022-04-14,4790.480249892664
2022-04-15,4848.366153596104
2022-04-16,5115.891810881234
2022-04-17,4610.550670060896
2022-04-18,5011.6756718195875
2022-04-19,4776.76172518888
2022-04-20,4814.5722349829675
2022-04-21,4964.490085595562
2022-04-22,4610.197220722059
2022-04-23,4916.591694320294
2022-04-24,4878.919398261924
2022-04-25,4949.7878769821455
2022-04-26,4914.947796800116
2022-04-27,5354.136592577763
2022-04-28,4741.635350244931
2022-04-29,4769.23321494557
2022-04-30,4757.194384072582
2022-05-01,4777.255680037586
2022-05-02,4767.5390894515585
2022-05-03,5139.620053603577
2022-05-04,5192.85063581958
2022-05-05,4801.6643182725575
2022-05-06,4756.53491201009
2022-05-07,5024.608115046293
2022-05-08,4827.323730809605
2022-05-09,5071.920192251335
2022-05-10,4993.603833224893
2022-05-11,4657.673440379564
2022-05-12,5278.241659731906
2022-05-13,5335.947485554583
2022-05-14,4862.356139834047
2022-05-15,4915.623675836345
2022-05-16,5058.692914072701
2022-05-17,5076.870304222734
2022-05-18,5150.247666633994
2022-05-19,5429.237804830291
2022-05-20,5000.56119008186
2022-05-21,4885.137984781047
2022-05-22,4777.870824301108
2022-05-23,4916.573687942143
2022-05-24,5065.24444288353
2022-05-25,5439.973967659312
2022-05-26,4986.812384662508
2022-05-27,5144.4414287603895
2022-05-28,5105.822627261865
2022-05-29,5356.280610943452
2022-05-30,5633.55175944032
2022-05-31,5031.620572110113
2022-06-01,5049.598371739888
2022-06-02,5366.070378398395
2022-06-03,5303.425563131488
2022-06-04,5546.252005418842
2022-06-05,5303.610742544729
2022-06-06,5124.929604772877
2022-06-07,5324.927306534892
2022-06-08,5438.5878083140815
2022-06-09,5391.033736318301
2022-06-10,5338.518780315513
2022-06-11,5460.5590514089445
2022-06-12,5491.273825690566
2022-06-13,5544.064534939546
2022-06-14,5407.617150578317
2022-06-15,5254.715365468168
2022-06-16,5327.763858044196
2022-06-17,5550.0203372202795
2022-06-18,5155.641065468601
2022-06-19,5403.081694800933
2022-06-20,5261.004223841027
2022-06-21,5355.748964586964
2022-06-22,5616.018386214961
2022-06-23,5408.872780577628
2022-06-24,5390.259109965182
2022-06-25,5119.3102278854085
2022-06-26,5550.829592447913
2022-06-27,5540.957854696676
2022-06-28,5854.775771600704
2022-06-29,5370.811616277359
2022-06-30,5486.415357931356
2022-07-01,5502.652623251038
2022-07-02,5778.426681858642
2022-07-03,5454.003593443781
2022-07-04,5538.957212956568
2022-07-05,5614.782961546878
2022-07-06,5540.5338017009835
2022-07-07,5423.888171610358
2022-07-08,5561.907458308027
2022-07-09,5747.6790847657285
2022-07-10,5337.458737133206
2022-07-11,5579.107674585843
2022-07-12,5422.181510317989
2022-07-13,5810.844051519372
