Date,Fecal Streptococci (MPN/100mL)
2020-05-05,4.935303095869667
2020-05-06,4.626352622198196
2020-05-07,4.678080651621973
2020-05-08,4.754132422384055
2020-05-09,4.703426470906671
2020-05-10,4.608461486117151
2020-05-11,4.7802820718129695
2020-05-12,4.67723456729674
2020-05-13,4.841001590477173
2020-05-14,4.7120125613560475
2020-05-15,4.969393235411403
2020-05-16,4.7466483535480375
2020-05-17,4.803467363503718
2020-05-18,4.927847843083242
2020-05-19,4.734351862832442
2020-05-20,4.891242785571334
2020-05-21,5.01038261280826
2020-05-22,4.730201296457036
2020-05-23,4.920800682676092
2020-05-24,4.9398162731195345
2020-05-25,5.003600592764908
2020-05-26,4.813409726952954
2020-05-27,4.816838346787093
2020-05-28,5.012946601878984
2020-05-29,5.002405060155314
2020-05-30,5.009792193402309
2020-05-31,5.031502646254113
2020-06-01,4.941045281572878
2020-06-02,5.044534451223884
2020-06-03,5.0629454226694115
2020-06-04,4.974596240046784
2020-06-05,5.245062479777335
2020-06-06,5.118378717586716
2020-06-07,4.9644285155266115
2020-06-08,5.161826985961919
2020-06-09,5.011361800594835
2020-06-10,5.200238602238137
2020-06-11,5.250127942402529
2020-06-12,5.06497268907988
2020-06-13,5.256181579249918
2020-06-14,5.213951819608074
2020-06-15,5.267732416946364
2020-06-16,5.3880774781636545
2020-06-17,5.186746437982272
2020-06-18,5.148810174847192
2020-06-19,5.148138539920572
2020-06-20,5.168418971503456
2020-06-21,5.255199846175466
2020-06-22,5.309931406198724
2020-06-23,5.316383830350443
2020-06-24,5.384320145005343
2020-06-25,5.315773788240875
2020-06-26,5.472679680801308
2020-06-27,5.3136903503507185
2020-06-28,5.6249759957439105
2020-06-29,5.428298350274711
2020-06-30,5.29275410249448
2020-07-01,5.284080782576322
2020-07-02,5.452075616425783
2020-07-03,5.394094856220539
2020-07-04,5.5004046239136715
2020-07-05,5.488838733794495
2020-07-06,5.446685726884892
2020-07-07,5.381682452853616
2020-07-08,5.3272061960236305
2020-07-09,5.446300751062571
2020-07-10,5.588782054127932
2020-07-11,5.5366664660452996
2020-07-12,5.402719529296806
2020-07-13,5.556565647267824
2020-07-14,5.589647729877363
2020-07-15,5.474509458339124
2020-07-16,5.589954205007376
2020-07-17,5.591992878149908
2020-07-18,5.4833656733940765
2020-07-19,5.64482911612167
2020-07-20,5.6764101152568065
2020-07-21,5.739808332206606
2020-07-22,5.747941910727652
2020-07-23,5.515736941858015
2020-07-24,5.570543980884202
2020-07-25,5.726529843939204
2020-07-26,5.736978800181571
2020-07-27,5.747549783851178
2020-07-28,6.091630801651817
2020-07-29,5.773624112399967
2020-07-30,5.840130789685693
2020-07-31,5.8318723471255565
2020-08-01,5.8113650888122885
2020-08-02,5.724305789660675
2020-08-03,5.841186497467077
2020-08-04,5.697311223834978
2020-08-05,5.76006060603733
2020-08-06,5.744196673939024
2020-08-07,5.809750181161621
2020-08-08,6.041694922439767
2020-08-09,5.632002837099748
2020-08-10,5.8956871392004055
2020-08-11,5.673950301184116
2020-08-12,5.796016055988639
2020-08-13,5.959915875827744
2020-08-14,5.865082296165067
2020-08-15,5.75833293718388
2020-08-16,5.80184759884836
2020-08-17,5.948423579119326
2020-08-18,5.814326155473932
2020-08-19,5.915718827665049
2020-08-20,5.905149450037579
2020-08-21,5.841758744097601
2020-08-22,6.127445041390056
2020-08-23,5.982377912076463
2020-08-24,5.722208893573422
2020-08-25,5.94890579107892
2020-08-26,5.869417344662161
2020-08-27,6.025971799267099
2020-08-28,5.866404188841127
2020-08-29,5.938904277470503
2020-08-30,6.005390771354468
2020-08-31,6.045772809987369
2020-09-01,5.843262746515788
2020-09-02,5.933725996359834
2020-09-03,5.92335280678813
2020-09-04,5.90897202998377
2020-09-05,6.15409336541674
2020-09-06,6.021073512475412
2020-09-07,5.857297860695738
2020-09-08,6.077766047409185
2020-09-09,6.200570982265332
2020-09-10,6.093758607850605
2020-09-11,5.840512374720114
2020-09-12,5.9457432497768234
2020-09-13,6.122354545089126
2020-09-14,5.926172300548507
2020-09-15,6.04237567264574
2020-09-16,6.076289971209607
2020-09-17,5.906744461271955
2020-09-18,5.993873840878739
2020-09-19,5.675866320795235
2020-09-20,5.897498729857625
2020-09-21,5.974402895376202
2020-09-22,5.87438146849229
2020-09-23,6.161679001042208
2020-09-24,5.854480038519564
2020-09-25,5.952324534655825
2020-09-26,6.00801669467917
2020-09-27,6.137462876901703
2020-09-28,5.847921977556311
2020-09-29,6.105777487688369
2020-09-30,5.988218220086945
2020-10-01,5.886559403629322
2020-10-02,6.028218260400603
2020-10-03,5.998994617029143
2020-10-04,5.915931649552169
2020-10-05,5.979583119922113
2020-10-06,5.930507003054297
2020-10-07,5.976612481997959
2020-10-08,6.027484252461233
2020-10-09,6.115672539157351
2020-10-10,5.828879459838888
2020-10-11,6.161346285744111
2020-10-12,5.7480092616925695
2020-10-13,5.923009210040988
2020-10-14,5.99178519321912
2020-10-15,5.955616038517017
2020-10-16,5.859609516069123
2020-10-17,5.895230766936392
2020-10-18,5.860709059514268
2020-10-19,5.84484326333757
2020-10-20,5.9823168057395355
2020-10-21,5.926443175908875
2020-10-22,5.814645833488732
2020-10-23,5.966904097107302
2020-10-24,5.900495601130594
2020-10-25,5.943689750468333
2020-10-26,5.917822843933069
2020-10-27,5.764237646744755
2020-10-28,5.783219287289339
2020-10-29,5.9058923915376065
2020-10-30,5.883953486136254
2020-10-31,5.812409961252591
2020-11-01,5.817649246467325
2020-11-02,5.9249346551437085
2020-11-03,5.729100546373388
2020-11-04,5.833897445697388
2020-11-05,5.749741654921844
2020-11-06,5.73881193678504
2020-11-07,5.86092558335887
2020-11-08,5.823908902805616
2020-11-09,5.812891998527487
2020-11-10,5.852119991662309
2020-11-11,5.713563834135772
2020-11-12,5.769413344548188
2020-11-13,5.659812263560009
2020-11-14,5.7127458361770875
2020-11-15,5.656677641370864
2020-11-16,5.66862992540476
2020-11-17,5.7075632386651405
2020-11-18,5.555224724938542
2020-11-19,5.835170087652878
2020-11-20,5.514102792181546
2020-11-21,5.481950769476625
2020-11-22,5.707741107481351
2020-11-23,5.659555357659165
2020-11-24,5.631162236682382
2020-11-25,5.619851520038144
2020-11-26,5.543968030207659
2020-11-27,5.44355553675439
2020-11-28,5.5288657538666985
2020-11-29,5.441493063351839
2020-11-30,5.594568335010173
2020-12-01,5.470124542551656
2020-12-02,5.389984894775867
2020-12-03,5.428034422234113
2020-12-04,5.489042264973567
2020-12-05,5.378894180080303
2020-12-06,5.340507213116316
2020-12-07,5.434509407729038
2020-12-08,5.422001324456055
2020-12-09,5.334130621757058
2020-12-10,5.3250014291420555
2020-12-11,5.3825543914256695
2020-12-12,5.201752698939703
2020-12-13,5.192997877903616
2020-12-14,5.249058140237656
2020-12-15,5.286695144253913
2020-12-16,5.326250714584146
2020-12-17,5.429802296448353
2020-12-18,5.355129792490551
2020-12-19,5.240461394670174
2020-12-20,5.241643131543215
2020-12-21,5.13038323336587
2020-12-22,5.215882011647363
2020-12-23,5.175974178083642
2020-12-24,5.224231996608712
2020-12-25,5.096374343281868
2020-12-26,5.218190396082846
2020-12-27,5.306712758210822
2020-12-28,5.129774587464408
2020-12-29,5.168065912506007
2020-12-30,5.18418945987694
2020-12-31,5.062373285466234
2021-01-01,5.424904580835859
2021-01-02,5.391118553498332
2021-01-03,5.387038357181924
2021-01-04,5.287432386253752
2021-01-05,5.354701897879889
2021-01-06,5.389626822725133
2021-01-07,5.472579746324386
2021-01-08,5.41109680190665
2021-01-09,5.518261884082757
2021-01-10,5.214056009208145
2021-01-11,5.365946765624742
2021-01-12,5.285053226670861
2021-01-13,5.473787585829417
2021-01-14,5.162153202352768
2021-01-15,5.147277560804757
2021-01-16,5.159671647192726
2021-01-17,4.995680407437675
2021-01-18,5.144054867076526
2021-01-19,5.109382203513112
2021-01-20,5.189108018563289
2021-01-21,5.197128804315826
2021-01-22,5.339569547800138
2021-01-23,5.236112054913116
2021-01-24,5.072617687626127
2021-01-25,5.029829331936921
2021-01-26,5.158352977931296
2021-01-27,4.966758631879244
2021-01-28,5.271682426612939
2021-01-29,5.196371901125253
2021-01-30,5.021541399862107
2021-01-31,4.887319279184098
2021-02-01,5.184339339256391
2021-02-02,5.027965958366976
2021-02-03,5.153820711032113
2021-02-04,4.86136952654018
2021-02-05,4.951804812447651
2021-02-06,5.003356204406952
2021-02-07,4.998781551240027
2021-02-08,4.9404933322030695
2021-02-09,5.039368533641842
2021-02-10,4.86207492603646
2021-02-11,4.946524660188834
2021-02-12,4.964892415334227
2021-02-13,4.996583923665166
2021-02-14,5.008757949224452
2021-02-15,4.817770141773281
2021-02-16,4.769644473362459
2021-02-17,5.043830889175053
2021-02-18,4.942489773885589
2021-02-19,4.827794750306911
2021-02-20,5.051335458520261
2021-02-21,4.901558310449134
2021-02-22,5.001886726434263
2021-02-23,4.8848723800898295
2021-02-24,5.078557940744685
2021-02-25,5.0425806116736585
2021-02-26,4.836915865607548
2021-02-27,4.953939053450616
2021-02-28,4.9164946466800306
2021-03-01,4.984202146031661
2021-03-02,4.746436796399174
2021-03-03,4.907333960990715
2021-03-04,4.940581701212124
2021-03-05,4.655087688617216
2021-03-06,4.709071237310311
2021-03-07,4.620123444955942
2021-03-08,4.793970669083748
2021-03-09,4.88974631260532
2021-03-10,4.9655254364754855
2021-03-11,4.8202145640569904
2021-03-12,4.973400442084256
2021-03-13,4.670481661504255
2021-03-14,4.636326208069393
2021-03-15,4.799502593159777
2021-03-16,4.8420775615684075
2021-03-17,4.799236348874963
2021-03-18,4.594817919346967
2021-03-19,4.791928209359946
2021-03-20,4.6698933394339965
2021-03-21,4.86702976089195
2021-03-22,4.836666769807542
2021-03-23,4.706185644882346
2021-03-24,4.749175799836568
2021-03-25,4.695252081944432
2021-03-26,4.795738360441566
2021-03-27,4.8985749849397395
2021-03-28,4.705763965195981
2021-03-29,4.856237994488335
2021-03-30,4.754524866847241
2021-03-31,4.730200634978276
2021-04-01,4.800941601440475
2021-04-02,4.710495915054356
2021-04-03,4.761248813336039
2021-04-04,4.6996368693618
2021-04-05,5.018924571903009
2021-04-06,4.829221401956032
2021-04-07,4.759180111296516
2021-04-08,4.854221871129493
2021-04-09,4.8254748078095515
2021-04-10,4.818705749476321
2021-04-11,4.90652462654792
2021-04-12,4.925372849387537
2021-04-13,4.8012936225545495
2021-04-14,4.801689710148056
2021-04-15,4.836898839145835
2021-04-16,4.639547523924464
2021-04-17,4.723757741540962
2021-04-18,5.017701416899791
2021-04-19,5.051446138892605
2021-04-20,4.86817761718618
2021-04-21,4.957063430258378
2021-04-22,4.937052046747501
2021-04-23,5.220525262199878
2021-04-24,5.031493686917599
2021-04-25,4.913830271077567
2021-04-26,4.8383385409631465
2021-04-27,4.780701073718721
2021-04-28,4.969325547455715
2021-04-29,4.881155682903986
2021-04-30,4.822552740737151
2021-05-01,4.908281591412794
2021-05-02,4.873115843279638
2021-05-03,5.1584850977348395
2021-05-04,5.086601208471956
2021-05-05,5.006469707146404
2021-05-06,5.1642519471776716
2021-05-07,5.033143085476026
2021-05-08,4.948582004449423
2021-05-09,5.196479693602257
2021-05-10,5.107665040686757
2021-05-11,4.959803213791118
2021-05-12,5.054391906524006
2021-05-13,4.995903113330874
2021-05-14,4.955362374317222
2021-05-15,5.196572739532591
2021-05-16,5.305341458956662
2021-05-17,4.985116925399747
2021-05-18,5.1919704387933425
2021-05-19,5.081431864434093
2021-05-20,5.108725756099368
2021-05-21,5.109257399687035
2021-05-22,5.093269260412035
2021-05-23,5.195801782707641
2021-05-24,5.119242285181757
2021-05-25,5.240873676272676
2021-05-26,5.220394494642263
2021-05-27,5.213209993354121
2021-05-28,5.15812764189136
2021-05-29,5.203075312260461
2021-05-30,5.348245715414571
2021-05-31,5.334834627130159
2021-06-01,5.19910230082456
2021-06-02,5.318980984273649
2021-06-03,5.3964477938449615
2021-06-04,5.166697647227405
2021-06-05,5.400367401087414
2021-06-06,5.292222652768275
2021-06-07,5.428055292354853
2021-06-08,5.307232949592624
2021-06-09,5.215683415032084
2021-06-10,5.24607572382925
2021-06-11,5.42633863653003
2021-06-12,5.460240634673937
2021-06-13,5.35660925840461
2021-06-14,5.523703212203223
2021-06-15,5.306521720687528
2021-06-16,5.4789184210821835
2021-06-17,5.377296559922014
2021-06-18,5.446101638802344
2021-06-19,5.528923658414581
2021-06-20,5.451048646354729
2021-06-21,5.511544445577018
2021-06-22,5.6635392980383195
2021-06-23,5.5181270217647445
2021-06-24,5.672283961623954
2021-06-25,5.488631134635978
2021-06-26,5.667454016844613
2021-06-27,5.771483135151366
2021-06-28,5.392991583661786
2021-06-29,5.573269553537901
2021-06-30,5.723438828216264
2021-07-01,5.6581653195318085
2021-07-02,5.728284619719564
2021-07-03,5.643429856229882
2021-07-04,5.725100113500414
2021-07-05,5.713436850965254
2021-07-06,5.85829317750312
2021-07-07,5.779410702480701
2021-07-08,5.800122090867977
2021-07-09,5.73750322187997
2021-07-10,5.742191623862024
2021-07-11,5.759886355913623
2021-07-12,5.854702305870108
2021-07-13,5.785194959085979
2021-07-14,5.868225040372347
2021-07-15,6.058656071769024
2021-07-16,5.950007672302407
2021-07-17,5.841979341196039
2021-07-18,6.006293398521702
2021-07-19,5.8568551658749834
2021-07-20,5.705237926569056
2021-07-21,5.8195230315282425
2021-07-22,5.7444240157864925
2021-07-23,5.907410357120032
2021-07-24,5.95534571657268
2021-07-25,6.131970216103243
2021-07-26,6.007719054594754
2021-07-27,5.963690152209464
2021-07-28,6.078985573338921
2021-07-29,5.785244121685556
2021-07-30,6.040096517141507
2021-07-31,6.10366074505633
2021-08-01,5.888613546198251
2021-08-02,6.160601368002402
2021-08-03,6.089682354874149
2021-08-04,6.02376078402767
2021-08-05,6.1378719318993635
2021-08-06,6.31081175249177
2021-08-07,6.110919654227784
2021-08-08,6.126384825853022
2021-08-09,6.064292975818392
2021-08-10,6.033744919412442
2021-08-11,6.210094701817377
2021-08-12,6.049613505712195
2021-08-13,6.150365866289522
2021-08-14,6.1032550714544955
2021-08-15,6.20655227683016
2021-08-16,6.199473625505505
2021-08-17,6.277131964200145
2021-08-18,6.129462164340384
2021-08-19,6.160375325116308
2021-08-20,6.096196597128621
2021-08-21,6.156162940039586
2021-08-22,6.244648828162667
2021-08-23,6.288749494122057
2021-08-24,6.126769477426898
2021-08-25,6.311683744249748
2021-08-26,6.365824145482472
2021-08-27,6.27693948146137
2021-08-28,6.428408047043282
2021-08-29,6.16827734277404
2021-08-30,6.125912451286052
2021-08-31,6.077020018565993
2021-09-01,6.408801721719275
2021-09-02,6.328728952856771
2021-09-03,6.261617652852884
2021-09-04,6.298844200536207
2021-09-05,6.161756048511303
2021-09-06,6.522123139350313
2021-09-07,6.293497459576837
2021-09-08,6.294325735589732
2021-09-09,6.358556515093576
2021-09-10,6.33645628573774
2021-09-11,6.312900484223403
2021-09-12,6.213401925770984
2021-09-13,6.341313492777049
2021-09-14,6.483865879817968
2021-09-15,6.431481251725882
2021-09-16,6.457312392495056
2021-09-17,6.247704998223554
2021-09-18,6.200477026403904
2021-09-19,6.287247684474954
2021-09-20,6.305565546031011
2021-09-21,6.409356645838148
2021-09-22,6.130413247544036
2021-09-23,6.452114818634836
2021-09-24,6.282637080791146
2021-09-25,6.254806069320885
2021-09-26,6.195118545799507
2021-09-27,6.129456969763984
2021-09-28,6.375652606391283
2021-09-29,6.2988399893930955
2021-09-30,6.160465022498768
2021-10-01,6.157687036778625
2021-10-02,6.251131798805105
2021-10-03,6.448910065503215
2021-10-04,6.253129512335436
2021-10-05,6.125639041956237
2021-10-06,6.248028605014516
2021-10-07,6.241766005765705
2021-10-08,5.9955720831786765
2021-10-09,6.255841698357347
2021-10-10,6.233977404521948
2021-10-11,6.322281646202915
2021-10-12,6.43293855777302
2021-10-13,6.355874544599596
2021-10-14,6.211298850489062
2021-10-15,6.122300881696495
2021-10-16,6.484852832068499
2021-10-17,6.22780131145263
2021-10-18,6.217435921163415
2021-10-19,6.2075966442691515
2021-10-20,6.2235882151087765
2021-10-21,6.182920554845039
2021-10-22,6.1333754266243465
2021-10-23,6.129250898890758
2021-10-24,6.173668782542379
2021-10-25,6.115423171929556
2021-10-26,6.09111896031672
2021-10-27,6.165502982509898
2021-10-28,6.121639426094876
2021-10-29,6.289636690167305
2021-10-30,5.866066050185979
2021-10-31,6.2320671447851534
2021-11-01,6.2391086398987685
2021-11-02,5.8985774848956325
2021-11-03,6.062899406156831
2021-11-04,6.051113598657392
2021-11-05,5.938436538108601
2021-11-06,5.992179251406146
2021-11-07,5.9495224725611795
2021-11-08,6.226274942502512
2021-11-09,6.13493510722156
2021-11-10,6.158696544426839
2021-11-11,6.093739317351199
2021-11-12,5.898558272850773
2021-11-13,5.948766020790714
2021-11-14,6.039776395342146
2021-11-15,5.858116420039049
2021-11-16,6.040991789824871
2021-11-17,5.934897789089675
2021-11-18,5.91056545536649
2021-11-19,6.008142790082239
2021-11-20,5.970357691232936
2021-11-21,5.87860791374961
2021-11-22,6.019302611091822
2021-11-23,5.783823687371354
2021-11-24,5.941982648957297
2021-11-25,5.928060380774004
2021-11-26,5.826062325180317
2021-11-27,5.877806009716561
2021-11-28,5.708169616264444
2021-11-29,5.913687999968015
2021-11-30,5.790719020858751
2021-12-01,5.744784059616494
2021-12-02,5.889731203285559
2021-12-03,5.7021002454008425
2021-12-04,5.619326876763056
2021-12-05,5.592086202193615
2021-12-06,5.795867630495266
2021-12-07,5.594686317423331
2021-12-08,5.885620104778283
2021-12-09,5.48931172655681
2021-12-10,5.854470576123176
2021-12-11,5.693207006424149
2021-12-12,5.649678086502867
2021-12-13,5.592069224408541
2021-12-14,5.673657866776478
2021-12-15,5.617139092120414
2021-12-16,5.718370047626749
2021-12-17,5.606582722890549
2021-12-18,5.5972968508995855
2021-12-19,5.533002608948964
2021-12-20,5.55076068529441
2021-12-21,5.574324929222689
2021-12-22,5.359619330563987
2021-12-23,5.38291478303603
2021-12-24,5.579166451377927
2021-12-25,5.509046684387696
2021-12-26,5.460699104001832
2021-12-27,5.468099137965268
2021-12-28,5.4881970374467315
2021-12-29,5.386674634279158
2021-12-30,5.350064267755881
2021-12-31,5.434759586215597
2022-01-01,5.6046580548933145
2022-01-02,5.7306845889916
2022-01-03,5.507012386903257
2022-01-04,5.767648928371862
2022-01-05,5.699510628695299
2022-01-06,5.665429967031975
2022-01-07,5.725734483939433
2022-01-08,5.781717163744387
2022-01-09,5.704380644833415
2022-01-10,5.406703342363785
2022-01-11,5.450757005279104
2022-01-12,5.504237168327458
2022-01-13,5.5574163975287325
2022-01-14,5.594748932935196
2022-01-15,5.458675363707488
2022-01-16,5.538287588184836
2022-01-17,5.4325316866333235
2022-01-18,5.435478588945407
2022-01-19,5.34462935998366
2022-01-20,5.381745315304578
2022-01-21,5.3277847461764765
2022-01-22,5.354365138580816
2022-01-23,5.546433850755295
2022-01-24,5.335368164309172
2022-01-25,5.682909005555495
2022-01-26,5.458492850868733
2022-01-27,5.417265564950795
2022-01-28,5.302700772009382
2022-01-29,5.448458876994023
2022-01-30,5.3108951824487995
2022-01-31,5.370833713557722
2022-02-01,5.604960555666729
2022-02-02,5.329813952919772
2022-02-03,5.444966412463334
2022-02-04,5.250494649907027
2022-02-05,5.308243465693332
2022-02-06,5.479911897998685
2022-02-07,5.2313867860847765
2022-02-08,5.466744735150686
2022-02-09,5.34785873395264
2022-02-10,5.212590291385292
2022-02-11,5.3240033825965165
2022-02-12,5.35011829712571
2022-02-13,5.307321036481011
2022-02-14,5.080573989426517
2022-02-15,5.15752063337458
2022-02-16,5.198304026880871
2022-02-17,5.208619864075198
2022-02-18,5.271325582442697
2022-02-19,5.220413504055891
2022-02-20,5.062685825096998
2022-02-21,5.228010632120444
2022-02-22,5.245015582556262
2022-02-23,5.234099576741922
2022-02-24,5.280561220811948
2022-02-25,5.250438742884228
2022-02-26,5.207730288378299
2022-02-27,5.149765387209315
2022-02-28,4.9858609583699165
2022-03-01,5.190300812191684
2022-03-02,5.163697911173496
2022-03-03,5.165886698710408
2022-03-04,5.007064394945134
2022-03-05,5.022855983218701
2022-03-06,5.232712373910179
2022-03-07,5.120091147346287
2022-03-08,5.189061422265466
2022-03-09,5.12082392463877
2022-03-10,5.118265345215457
2022-03-11,5.206633466612613
2022-03-12,5.058934414705389
2022-03-13,5.118103885019842
2022-03-14,5.060436923134405
2022-03-15,5.061607740306207
2022-03-16,5.072753804327612
2022-03-17,5.124719200847744
2022-03-18,5.053687267184608
2022-03-19,5.2264158258685764
2022-03-20,5.0108795592625315
2022-03-21,5.0813753415928105
2022-03-22,5.05603383937044
2022-03-23,5.244871411950454
2022-03-24,5.120217969221394
2022-03-25,5.204357888080191
2022-03-26,4.953450232865186
2022-03-27,5.129765779476542
2022-03-28,5.1932996493918795
2022-03-29,5.114061741864093
2022-03-30,5.21409866619102
2022-03-31,5.057759073194473
2022-04-01,5.252579381454488
2022-04-02,5.343909959658218
2022-04-03,5.0803298878267915
2022-04-04,5.074874406480608
2022-04-05,5.26779050632314
2022-04-06,5.2836522613319294
2022-04-07,5.076866659380447
2022-04-08,5.0908051983464855
2022-04-09,5.108529151892584
2022-04-10,5.006357658326215
2022-04-11,5.0532427618951585
2022-04-12,5.0492080017075995
2022-04-13,5.07756398080519
2022-04-14,5.155803045473846
2022-04-15,5.187825482114651
2022-04-16,5.32478968967943
2022-04-17,5.075441443686938
2022-04-18,5.279446230002996
2022-04-19,5.165550483119926
2022-04-20,5.188134850176574
2022-04-21,5.266889683169462
2022-04-22,5.093654829136918
2022-04-23,5.250878155972758
2022-04-24,5.236181416595446
2022-04-25,5.275867156626459
2022-04-26,5.262809449413971
2022-04-27,5.486875719735568
2022-04-28,5.185205185443861
2022-04-29,5.203691061932235
2022-04-30,5.202464059054441
2022-05-01,5.217391167921021
2022-05-02,5.217531930910425
2022-05-03,5.408672587338338
2022-05-04,5.440487657575996
2022-05-05,5.250192341903118
2022-05-06,5.233021975978246
2022-05-07,5.372547810349905
2022-05-08,5.279488120154152
2022-05-09,5.407460467650841
2022-05-10,5.374066338403421
2022-05-11,5.2119534177240405
2022-05-12,5.528176294465372
2022-05-13,5.563052705978902
2022-05-14,5.332363478365217
2022-05-15,5.3651848287858295
2022-05-16,5.442986333982139
2022-05-17,5.458419361780363
2022-05-18,5.501527942391568
2022-05-19,5.64751657522291
2022-05-20,5.439743571726432
2022-05-21,5.388667067657075
2022-05-22,5.3417364145785635
2022-05-23,5.417856615918967
2022-05-24,5.499024599535481
2022-05-25,5.693283780046471
2022-05-26,5.4736571756835595
2022-05-27,5.559483593204652
2022-05-28,5.5472417184882445
2022-05-29,5.679591772662103
2022-05-30,5.825399835419358
2022-05-31,5.531656031075689
2022-06-01,5.547913881052593
2022-06-02,5.713463841437633
2022-06-03,5.689498230470414
2022-06-04,5.8183089079131465
2022-06-05,5.704424200382017
2022-06-06,5.622555819584154
2022-06-07,5.730060908564768
2022-06-08,5.794429223305166
2022-06-09,5.778219843218272
2022-06-10,5.759557370728296
2022-06-11,5.828197610822807
2022-06-12,5.851197943546356
2022-06-13,5.885256820018804
2022-06-14,5.82471495508445
2022-06-15,5.755961918882738
2022-06-16,5.800197769590247
2022-06-17,5.919049076549095
2022-06-18,5.729591682483835
2022-06-19,5.86105112217023
2022-06-20,5.797756101650388
2022-06-21,5.8528744822934815
2022-06-22,5.990755203377606
2022-06-23,5.894926115519049
2022-06-24,5.893358405233055
2022-06-25,5.765616206003748
2022-06-26,5.989098955655806
2022-06-27,5.991874691199683
2022-06-28,6.1564815060050595
2022-06-29,5.922181255589648
2022-06-30,5.9876466482646045
2022-07-01,6.003408226507183
2022-07-02,6.148915360358781
2022-07-03,5.994298821662769
2022-07-04,6.0443432873301575
2022-07-05,6.089794225476116
2022-07-06,6.060175883652776
2022-07-07,6.009325256695526
2022-07-08,6.085770823950287
2022-07-09,6.186054093478194
2022-07-10,5.988300716328167
2022-07-11,6.116439142110272
